policy_id,customer_id,policy_type,premium_amount,start_date,end_date
a4e408bd-ce51-48a1-971c-7409f8bff888,85d9bc6e-1e1d-410c-a73a-dabe5c600599,life,9093.51,2024-07-16,2024-10-20
ede674d3-4f39-4c8c-b616-6362fb086211,5345cff5-84e5-438e-b295-ff09c86c588e,health,18568.58,2024-07-16,2025-01-22
a46b61b4-6ac2-4a16-b75e-98501f36d134,ab1c2366-b09d-499e-9753-18b245528e63,vehicle,18068.96,2024-07-16,2025-05-12
cfb53b95-19a5-4516-aaca-931d73c9cf11,241d1e8e-538b-4f18-8864-908ac8367726,vehicle,13699.93,2024-07-16,2025-06-03
3130e822-187f-46b0-b7fd-89222b554d5c,96218c6f-9b75-47d8-8223-ce9f38b2b629,home,6495.76,2024-07-16,2024-11-10
bff3efdf-1dad-4480-98bd-ca2481a9ba2f,070fc50a-1258-4f02-a103-ff081b0e68e9,vehicle,1224.82,2024-07-16,2024-08-07
eb460683-acf3-45c6-a8ff-3a377aa4bbab,caaf0b23-dcb4-438f-8851-341cd550e133,health,6996.02,2024-07-16,2025-02-28
b75442da-86c8-4036-8412-e39acb1b621e,5399a797-aff6-42d5-a9f8-72c85b635697,health,15717.89,2024-07-16,2025-01-08
fecdcdfc-1c42-4805-aedc-8c77da929935,d65c36ab-e759-4c16-b843-fe37120dfdf8,vehicle,12565.36,2024-07-16,2025-04-01
e662eca1-0674-45b0-9b8b-f7f66d4c2629,9e6dad4d-26ed-444e-9ac7-421b0d5c95b6,life,16773.16,2024-07-16,2024-10-26
d8e4c3a1-d90e-447e-8961-ba93a3cf202f,4025eb88-bfd0-4481-8de5-7cb6a2f18808,home,5189.75,2024-07-16,2025-06-24
63192ac6-1add-4f3c-9cb2-976312bd4ee3,2fd3ed62-f128-4558-b1a0-bf0e938ae3b7,home,5052.4,2024-07-16,2025-01-16
b79823bc-0a80-41d2-9488-494d739ccd17,99ae8d95-6cab-4f2e-878f-c3431ab2dff5,health,3991.22,2024-07-16,2025-07-09
49b5de6a-1c74-4c97-aa33-229c58e96a74,d65c71fb-b188-4a9a-84aa-d7b439a7856b,health,16354.4,2024-07-16,2025-02-16
bb61e6e1-8632-4be1-9221-4afbd72898f5,917e88b2-428f-4d17-a5dc-c1e993aa6425,vehicle,11137.46,2024-07-16,2025-04-25
ef399dde-8e24-416f-a8c2-045f3fe2dc99,efee97b0-e201-4866-9c26-38920ce971e7,home,14161.02,2024-07-16,2025-02-21
297a3f3e-51b6-43d6-be15-7129e6dd35aa,34225d3e-fa27-47a6-a9c4-f05d2206f61c,vehicle,15480.74,2024-07-16,2024-07-20
6d9098a6-a016-4dc6-8a12-aa3b9d414d46,05da9a7e-a83c-46be-9437-602a4eab2ec7,health,18199.94,2024-07-16,2025-05-23
3141ec4e-6115-4b91-b92c-5848c3cc0411,6c56c0a8-363d-4c68-93e6-26757b01f91e,vehicle,16960.93,2024-07-16,2024-10-05
06a0f29f-074b-483c-ab56-87249e4e3ed1,4b83b98e-d5db-4de8-89e7-129504fcadc0,home,12160.3,2024-07-16,2025-04-08
bfed5725-30e7-4f10-8cfa-b9d7eaa3eade,decb8f00-c2b1-4084-9d4d-fb9c626d5448,home,11517.92,2024-07-16,2025-01-28
126e8466-ce3e-4a74-a2b9-e806f9d80c4e,ab3a4f8d-711e-42c8-84a8-a0f4147f146f,health,15959.95,2024-07-16,2025-03-23
8e921d74-e084-4bd1-8bd8-0ce50e08dcbe,0d5fefcd-1e3d-41fd-b92f-de7ab0f69405,health,14985.25,2024-07-16,2025-01-10
deff12cc-b36e-4654-acb1-5345de95abaa,786904f2-0928-4bc1-a168-46ce8a305f84,vehicle,12916.4,2024-07-16,2024-10-14
5fdbf365-b9ec-4970-af96-3ac0e633e930,c11df8fc-42df-4ca1-b295-9e29f3250645,vehicle,2822.16,2024-07-16,2025-04-06
3b665ed2-a475-4d37-9390-5f4036f319fd,f591212c-7920-446b-b1a8-d3d960bb0c87,life,17457.78,2024-07-16,2024-11-08
6f586dd0-4491-4ba1-b064-7411e660590b,5f3e441e-1a0c-48ec-b890-d3900e5d5df9,vehicle,11086.92,2024-07-16,2025-01-14
c1d81890-6da8-4078-b576-6adc2b1b17c8,65c432ee-58fa-4892-9030-4670d71f877c,health,6084.22,2024-07-16,2024-07-19
bcf58c33-207d-48ef-87a4-f0f92cb36c38,2faa5193-f799-4a71-8731-858f1ccbbc17,vehicle,5014.83,2024-07-16,2025-01-25
50b76698-ace4-48c4-bb87-6673d22e0e31,5566fa82-adae-4b7a-866d-3d19ae91bd96,vehicle,5847.24,2024-07-16,2025-03-28
5030d1d7-14d3-4b19-9485-0b723e59e10d,8cccb443-4e5b-4147-82fc-f21e61760f66,health,15912.75,2024-07-16,2025-03-24
e165b058-0aa0-4c6f-bb56-a74717b20395,f8277cac-3929-4574-acca-4e2ee73d58f9,health,14999.03,2024-07-16,2025-01-23
aeb802a5-0f2a-429c-a00b-6a93fa2e9076,a74da7b3-637a-43e5-9616-31d36742039c,vehicle,8786.62,2024-07-16,2025-01-02
20e9bc25-f884-49a9-9a90-d7bdb39ad71e,4a84d46c-010d-499a-9d94-8078814869e5,life,15932.24,2024-07-16,2025-02-19
39fc6bb1-d625-475e-be15-aabaec765560,d5c463c7-8aa3-4b38-b59e-3285a2d70b77,life,7076.88,2024-07-16,2025-05-23
768814ef-11aa-4e74-a054-774dfcd3ee02,992fa72f-706d-4828-ab28-d3d67bfe1c82,home,4303.64,2024-07-16,2024-09-12
9c12de6a-90c5-471b-9976-6b72ffb670cc,82e6054d-76c4-47f5-a52f-cc2b9da7e7d6,life,13096.2,2024-07-16,2024-12-04
cbf8c11b-7dd7-4e72-838e-76ed01c879ff,6491ea48-a044-4c5f-b841-dea6e5685082,home,10067.19,2024-07-16,2024-09-02
fd753893-e733-430e-8500-87b5c53f55c5,98fa6d92-c59a-4bcc-8490-6ac04def6f8a,health,19602.81,2024-07-16,2024-10-13
55b523d4-e842-4c99-b095-c5266d0a4bbc,e3344279-f929-49df-9562-c4bfee2802a4,health,13236.33,2024-07-16,2025-05-24
eafeb2e8-e722-437d-b695-ba4829d6e6c6,e7ea0ae7-f8c2-44f1-9972-d71e563c9a8a,life,2570.4,2024-07-16,2024-10-24
b55ceef5-2c37-46e2-a067-8d09a2e33b3d,b29586e5-2bbe-4717-952d-3aa87e7fee43,life,6344.44,2024-07-16,2024-08-26
6784f3bb-ef87-45ab-82dc-ca859ffd634e,e3163881-a1d0-4792-a213-acb6dd424eb9,life,10815.59,2024-07-16,2025-04-18
d6a84d39-e24b-4d73-a0a1-d8cbc17c7cd5,0101fb69-cfb2-448a-8300-ea9b41170678,home,5085.35,2024-07-16,2025-06-30
eeac5c4e-11d4-4d8c-864d-744d255af614,2cf7affc-8519-48f3-a632-66c47a89f048,life,10732.49,2024-07-16,2024-10-10
a3e8e012-f83e-43ea-883a-f5122b9c571d,30c3a923-4bfd-4f51-bb3f-df407b390f40,vehicle,3012.92,2024-07-16,2025-04-08
7ef65de1-9944-40cc-86a0-0b0ad8e55d51,697093ec-0561-49fc-bf43-55a3c5978093,vehicle,12507.4,2024-07-16,2025-06-27
a01e7001-9c03-4b77-8f8b-0350eee4d12d,4bba37c5-5be7-4227-b4f6-e4a4a4a2e68f,home,7948.34,2024-07-16,2024-11-18
06069c10-10d4-4930-a7f8-42df16ba7570,e5a16810-06b5-4343-9340-27ac43185059,home,8010.91,2024-07-16,2024-12-02
561d3e04-cb28-4107-8855-82ff79773f95,1685e34a-62d2-4f9b-b70d-66a4691eb96a,life,7424.03,2024-07-16,2025-05-19
0d96af40-69eb-430c-867c-6daca0adf358,f5d532b4-aee4-4915-a88b-c48cae5b66b8,home,8425.02,2024-07-16,2024-08-16
073408dd-9e74-4a9d-b02b-7592299c6a0b,9c090561-1a2c-4fda-bc31-1885605e0116,home,14930.01,2024-07-16,2024-09-20
681c739a-4c1b-4d9c-af9b-3d474ec1174e,4611e109-23cc-4205-b7d0-d250d52c2b00,life,13683.87,2024-07-16,2024-12-26
80a01ffe-183d-4ca0-81aa-854005459912,5399a797-aff6-42d5-a9f8-72c85b635697,health,16747.64,2024-07-16,2025-06-07
717e0dd7-a267-4eb8-bb45-8713f8309c6f,5dc42062-03b6-4414-9926-523704c2e540,home,10058.85,2024-07-16,2024-09-27
ef9f71b9-b650-4ade-b08f-406e566a8978,96cf32fc-1f20-464e-8fbe-ec98762a1fb4,home,18775.95,2024-07-16,2024-12-15
be413883-3d81-4149-9363-1eeed1a76196,35107000-b9b2-4b95-bd1a-6e722810bcbf,health,13106.4,2024-07-16,2024-10-05
fb018751-dac3-48ba-8ce9-b1abe020a0e3,6b513444-6711-4800-9d58-1ccb96c0d28a,life,6964.46,2024-07-16,2025-04-07
09dcf01e-e355-4cd0-a933-a5f6d2a530d5,a8aa2112-5e75-486d-af57-44ae9b8fa9c3,life,3097.8,2024-07-16,2024-08-19
93fa9953-9950-4761-905a-755c31ad5c31,b5430a03-06b7-4f98-9cd4-a8cbb7ee2141,home,6226.79,2024-07-16,2024-11-16
16425288-a7bb-46c8-914b-4f9c0a710a27,44527f9c-af3b-48e5-9fde-152b03d2f09f,health,18534.12,2024-07-16,2024-10-10
0ac11051-eb1c-4513-814b-a6f6ff840f4b,e2f7044d-6298-4d92-852b-6e994581ea71,health,6058.0,2024-07-16,2025-01-07
522c737f-bd37-43a0-9dac-b7023c353897,35107000-b9b2-4b95-bd1a-6e722810bcbf,home,6490.0,2024-07-16,2025-04-20
