charge_id,account_id,amount,charge_type,charge_date
173f92fc-d246-4238-80c2-4b2ad834c04e,0885f88f-92c4-4412-beb6-db7e337bf5d4,81.25,maintenance fee,2024-07-16
0387208e-1185-4d79-bbfc-c0ccb0edaabe,479cf39e-afe9-43df-ad19-317665b65fb4,41.35,overdraft fee,2024-07-16
9a8444f5-83b2-4c15-9b12-d36219054080,7287690d-fbf8-42a1-9ecf-d2b7b89008ae,48.7,overdraft fee,2024-07-16
e095db1e-33e6-4115-b061-ae303a865530,7dc8b4ae-2700-473a-9246-6904d79cffac,60.33,ATM fee,2024-07-16
e44a836a-dc43-492c-b9f1-bb2232937808,fd141ba8-d603-4392-82af-84a0bcb0980c,28.02,overdraft fee,2024-07-16
838bc6d2-83d4-4a1e-bcb1-a2196cbdbb3c,f4b6c4a3-d743-4ae3-9fb7-6c0c6b174155,48.32,maintenance fee,2024-07-16
b3b141e6-4bd8-4051-82bb-533636778fd3,d75fc37f-c3bf-413d-971a-35f5c0067533,64.59,maintenance fee,2024-07-16
461180f1-d7bf-47d5-8160-0b55fbf9b3b1,d7718ed9-c2a5-40e8-9bf8-5eb16e45c478,33.59,maintenance fee,2024-07-16
9ae275ab-dbce-434e-bcfb-eb1d8e5d7fd8,19994f76-f37e-44dd-8644-0c96aff329a6,18.22,maintenance fee,2024-07-16
d777171f-3340-4375-926e-1471758aaddc,f6251582-1fb3-457a-8e18-377719ab7eba,23.46,maintenance fee,2024-07-16
2730ba46-4bb6-4f7d-9d2c-d8797f4fb5d6,d83067a6-131f-43cc-8421-66218d97f2bf,17.01,overdraft fee,2024-07-16
41a1395b-9139-4ead-a264-29ae6da2af34,1acbd1f1-35d7-406f-834c-994adf85fc27,39.33,maintenance fee,2024-07-16
556229aa-b3b8-4410-aec8-18dc600be964,95f4c621-fb77-44a3-802a-b4b76223c8cb,14.96,maintenance fee,2024-07-16
68cd6411-5acc-4903-b981-e211f84e4348,19ce0b21-8400-4c1b-9452-a16de524371f,73.57,maintenance fee,2024-07-16
3e28b6a6-675e-465e-8ca9-61fd64fa9fa7,047f5212-6664-40ed-9947-863075b63f5c,73.48,maintenance fee,2024-07-16
e62c823b-f3aa-43d2-ac51-c3735601d3fe,944fa08f-47a8-4f7e-9d79-c71a8d148e09,40.96,overdraft fee,2024-07-16
9d06bede-f5c6-4359-a237-b350134e4df2,23f95f0c-8470-4c8f-b5e3-2c3fd245bfc8,57.29,overdraft fee,2024-07-16
b2cc0ab4-4a90-49ac-a6fd-b6555dc72722,004e71c2-d76e-4960-947f-979f52438a8c,36.27,overdraft fee,2024-07-16
361ca18b-9aa0-48fa-ad0a-1fe6e7c4035c,da17cd1d-7254-4ef6-9de3-537fe99d8941,81.34,overdraft fee,2024-07-16
179afcfd-3212-4c94-83ad-d38b3d207f1f,32c45c33-e44b-4646-b0df-87934371b3d7,34.47,maintenance fee,2024-07-16
f0d9edbf-4735-4a58-849f-fe87ff810efd,c21a764d-dfa1-43d3-bf4b-61e876352602,36.81,overdraft fee,2024-07-16
707a1130-3a71-4c66-a4e0-9cf6575fe6f5,fc27baa5-066e-464b-a052-1f4469b0e07e,19.64,maintenance fee,2024-07-16
8568c8c0-cd5c-4f37-9a98-2b81c529241c,11148bde-f020-4009-b625-3e6aa582c3ea,90.58,ATM fee,2024-07-16
d0820b0a-29a4-4c02-8cfb-7514e160ef98,fd9378bf-b8a9-4aa8-b539-246fb54b8d93,10.44,ATM fee,2024-07-16
27f7f138-3faa-4ab0-9262-346165c7c156,b636d0a0-07c9-4d84-9232-4e0b3c21a4eb,46.22,overdraft fee,2024-07-16
b7059301-68d7-4b17-a2ee-1f6b529c0a56,ea09a791-e2c6-4358-9eb5-3b1f760190fc,87.61,overdraft fee,2024-07-16
0464647d-293d-42a8-9067-59aa43ed1375,1ba97b48-7076-4616-a6e0-88aae70b8189,40.81,overdraft fee,2024-07-16
844e0293-2565-44b4-8fa5-a38483b9c69e,43031d6a-40df-4289-bbf9-cd8861f6fdf5,66.04,ATM fee,2024-07-16
2ad83e5a-43ca-40b8-9055-d1757662cb71,4551d8e1-9f6c-40ba-901d-4c1745dd3be0,68.18,ATM fee,2024-07-16
27865ddb-26f6-4ae4-b562-afd509f10277,d53c5105-6554-44a1-a553-b29c44553e95,15.65,ATM fee,2024-07-16
ecf95b88-72ac-4118-95c3-28d524c6eda6,819b7370-0f22-478b-9c0d-151d870361d2,71.94,ATM fee,2024-07-16
8f8da299-6f42-4fbe-bbc4-76e0e870fc47,83c4077d-94ee-404b-b225-2227bfe62e9a,15.19,ATM fee,2024-07-16
7790bb24-fa53-4c30-b9db-64b17cebea15,be25fd4b-22ea-4650-8cb3-19bf4c5df912,24.61,ATM fee,2024-07-16
6eae57f5-1712-4737-b1e7-98fa22dd5988,4197a447-be53-4e68-8cc4-03fc58875ec6,20.77,overdraft fee,2024-07-16
bfa2dea2-5241-4c51-a9ab-a248d9a4946f,2df1d3b9-9c34-4fea-8074-b37eed56bf86,58.51,maintenance fee,2024-07-16
7268bf1f-dcfc-4f53-b8e0-ec958ecde737,9c5472de-c62e-4a9e-8136-0c4c7b5675dd,71.26,overdraft fee,2024-07-16
f76f2a92-3ddd-4816-be78-908c92d48d43,8b39273d-ee52-4d84-b372-124e5a83886b,85.59,ATM fee,2024-07-16
fe6161f0-0b02-4b38-933f-f98700eac4ac,12015999-2bb5-44ae-9e98-5c466d427cb2,85.79,maintenance fee,2024-07-16
699b0451-0ca3-407d-8b60-c070ecd04c83,168a7e3c-d49d-4b1c-92e8-7a464e05cd9b,40.65,ATM fee,2024-07-16
23a86aee-467b-4406-af7e-82814682f1ce,df1037c8-0580-4e6c-80a5-ef40ff7ccdbc,97.88,overdraft fee,2024-07-16
36242280-daa9-4c09-833a-9a1df23fa759,002463d5-df29-4cc6-9884-f38edf93eea6,84.62,maintenance fee,2024-07-16
1d2c6586-d382-478c-9208-4b0a551962e3,a5b02530-b376-4b84-bd9f-54a8bd2ac623,97.01,overdraft fee,2024-07-16
87f73d11-1695-428d-9c7b-6a98a8330ef4,f8be725b-3940-492c-aa9b-2db5421af6e7,77.98,overdraft fee,2024-07-16
20e34496-9747-4c1e-951d-a5f3b1a244b9,15c6d17c-70c2-4f62-8f15-621ba2e9160e,75.97,ATM fee,2024-07-16
b6ac261c-3f70-4a4f-b46d-d5ee49d07ed9,9e389e2e-18f0-403e-a9a3-70634910ecc9,84.16,maintenance fee,2024-07-16
a4e82f18-7592-458c-baa8-f90ef330d2c0,270164f8-6044-4a5a-828d-1b2230574d5e,16.4,overdraft fee,2024-07-16
4add922f-a817-402a-997a-74ef3cf4c239,fe99cf8b-3430-4f7b-9fbc-805a6c7e7f1c,29.92,ATM fee,2024-07-16
b9f7a8b3-870e-4eb9-9432-f2424938aee9,2d6f5d21-e201-4265-9f52-4e8a11bf4475,70.92,ATM fee,2024-07-16
0fc4c7a7-d622-469a-9496-743c155362a9,57e02f4a-403c-40cf-8a61-fadfe7cf3fa6,94.01,maintenance fee,2024-07-16
dab07f86-2b5b-47d1-b72b-5a7e1aded49f,f009b9fd-d2aa-43f4-a79e-f97450442d41,74.62,overdraft fee,2024-07-16
0ff0678a-0557-42d3-8bd7-b99cf894c912,cb339ca6-7e3b-4205-9c3c-7efed41552b3,78.95,maintenance fee,2024-07-16
eaccf6e1-cc1c-49dd-bea9-42a559bc6dc3,853650e3-2f5a-4e35-b544-f0ad60c88115,10.18,overdraft fee,2024-07-16
90e8a87b-722c-499d-a677-709fe57cc793,15e570aa-4209-4c59-8ed2-582b1d572cac,44.76,ATM fee,2024-07-16
44d1fac7-0c37-42a8-bbf5-6cc6ba14548d,fdf2f337-6e80-4f7a-a28a-78c918a12f89,6.7,overdraft fee,2024-07-16
59b93940-5853-41d9-87fa-a7c0ca15ebde,04a199dd-b6aa-44e7-aa76-2383f75949e7,24.31,overdraft fee,2024-07-16
2f685537-e238-41d9-aef2-42f1f600e42a,5206ee48-9a3a-4ad5-b9ae-f838529abe9a,31.47,maintenance fee,2024-07-16
500855ee-7d1d-4dbf-822c-2759194c057a,ff232fe3-154c-4b88-9bb4-c951de045e2a,7.23,ATM fee,2024-07-16
24b1c705-de6d-43f3-b0d7-524750c7a9d7,04a199dd-b6aa-44e7-aa76-2383f75949e7,11.33,overdraft fee,2024-07-16
8b8e4b63-ec79-435b-9e0d-ff7aab9b1ffe,b2e0e46d-cbd9-4a29-a00b-79a7715fd53d,26.27,overdraft fee,2024-07-16
c8224205-2f7f-49e8-a643-55622ed639e3,11452777-e5ef-4cd6-89f2-aeab5bc9ee87,18.18,overdraft fee,2024-07-16
76e98284-082b-4eba-8c68-e3821d94dd2c,f1a41519-1609-41a3-be9e-70433404f332,11.54,ATM fee,2024-07-16
bb31ba9e-eafe-4348-acdc-aaaf16ca4d1b,4dd2d943-ee0a-4a63-b5f9-d39efed70581,49.87,overdraft fee,2024-07-16
f5459258-3d2d-4c1c-81a7-c4b3208a7a94,fb3531c1-1bad-4e27-9125-dc6ba9bd5872,66.83,overdraft fee,2024-07-16
db706967-1f2f-4aa8-b877-61af6966c71c,07275955-945f-4bfd-8570-6e84e4a2e5c0,6.44,maintenance fee,2024-07-16
1656d8ca-687f-4273-a47b-88d24214f085,e1b090a5-efe7-4013-b036-4090fad857fd,17.22,ATM fee,2024-07-16
b9678bf8-2e5c-4bcf-bcf7-06e9c413213e,3907cb05-1f25-410a-adb3-5bbf974d4eea,47.65,overdraft fee,2024-07-16
ce15f47a-3ec8-4ec9-87b7-c99115ce6392,038ba82a-15c0-465c-a3b4-ec741c793ff5,78.98,ATM fee,2024-07-16
c4803e49-32c3-4574-ade8-0987d9229cac,411f57ad-fe9c-418e-a263-a2f2434257d5,13.45,overdraft fee,2024-07-16
14ac5a5a-4867-4d28-91e7-fb107cf262f6,4240251d-23d9-4524-bdb8-8b5bf6a0f3a8,27.3,ATM fee,2024-07-16
d5cf10ff-d745-426f-bcec-6c6520466070,8d176eaa-2eaa-4a49-82b1-72d793c48771,50.25,maintenance fee,2024-07-16
d2995f08-9d06-4b8d-a670-ebc1c6c9d3e6,96d8a0f6-3fba-4049-bdd8-b763c83992ba,94.71,ATM fee,2024-07-16
a1e2e7a8-34bd-4ccb-8450-c39922970192,c1732245-9c9d-4b3d-bbbf-07f55ee010bd,90.07,overdraft fee,2024-07-16
062e7034-ddf5-4296-8cbf-68fd0c157b49,909c259e-67f7-459f-9ce8-ef690db1343f,28.89,overdraft fee,2024-07-16
a280856f-95b9-4ee4-9120-1ebf875b48db,83c4077d-94ee-404b-b225-2227bfe62e9a,76.72,ATM fee,2024-07-16
2697f9a3-3134-47bf-85b3-fb4a417f84f6,41bd171c-142b-4d6a-88a6-95b3a840e109,14.82,maintenance fee,2024-07-16
47403953-9260-4d5f-8af8-190bd62c4e69,95da70a1-9037-40bb-81ac-285386d15f7d,42.83,overdraft fee,2024-07-16
53808c7e-7b3a-453e-b5c3-aad7ce33969c,7269608a-c253-4f45-83c4-11f27fda3878,33.01,ATM fee,2024-07-16
c8904234-eab1-414b-87af-86c4b88733a7,fbfbab81-6f41-4a5d-95eb-9642ba7c0db9,28.55,ATM fee,2024-07-16
0ed9f50f-5cf0-43cd-846b-7adb6e652d80,767bbbec-a1aa-4bbc-97f2-43730a8ec7f7,94.06,ATM fee,2024-07-16
e8662d80-4db5-4745-98ee-dbd7c130ba64,f110f688-0d16-4e6b-8c75-3a8a5038c0f3,72.48,overdraft fee,2024-07-16
79fd7730-fc99-4096-823e-0837185308f4,77bdb1e9-d285-4969-82d0-83fd59770109,97.31,ATM fee,2024-07-16
0adcdde1-c2fd-45cf-af94-4daa26c28e32,1adce29e-739b-4029-9a0d-0088daa81560,36.47,maintenance fee,2024-07-16
f7554c62-c15f-42c6-b7b4-6616bba2ae81,d2194379-2ef1-421e-81d6-eb394629820b,55.83,maintenance fee,2024-07-16
9365214c-7679-460a-89cb-2843cfa1a962,2b3c3f8c-d4f5-41ed-b037-8baec38f181f,75.74,ATM fee,2024-07-16
ca6435e7-4592-4029-a9d7-b0f1c9d74d1f,baaaa085-41d5-46be-8461-651ffcfba304,81.54,overdraft fee,2024-07-16
21f6477e-b319-4f09-8e91-e4acd596ca55,e73b4bb8-2780-46d6-a908-aa9e30ca3359,31.65,maintenance fee,2024-07-16
97f58562-f62a-46bc-9ad1-f346b0a508db,d3c973a6-0e58-4c2c-b359-0778cd63229e,36.6,overdraft fee,2024-07-16
5367c754-6c88-4a42-a3cd-710890c19971,ffcc8424-9503-4867-bfed-18e6e8004afe,64.41,overdraft fee,2024-07-16
90e78d53-ec1a-4567-877f-241509224cc4,37f9c554-dd22-4812-a7f3-2cb2947eeca9,85.59,ATM fee,2024-07-16
cbb3e8fd-ee41-4f5a-b8b9-e4c4f00cc0fe,c7a39085-877e-475f-a36f-34179877cf92,14.59,overdraft fee,2024-07-16
a57c7d10-fb70-42a3-a83f-b38330ce4690,baaaa085-41d5-46be-8461-651ffcfba304,85.62,ATM fee,2024-07-16
dd2494cb-7e7e-4b1a-b5a2-a947733e66e4,53987133-2c60-4004-af0d-9540ec8d8d0b,64.06,overdraft fee,2024-07-16
4647dedf-ca06-4420-aa3d-f6b2cdc54427,167f1e2b-2748-4bcb-898e-b05e401b5779,88.73,overdraft fee,2024-07-16
815d83f8-fa78-4234-9175-26a5045c7e2a,632efca1-78df-41b8-b09a-a30084b54c95,37.55,ATM fee,2024-07-16
311d3727-0f5a-42c2-ae27-ee4df20622e6,35f2675a-d955-42d8-88f2-af691e981744,99.61,ATM fee,2024-07-16
72886047-0ad0-47b2-abce-0cdb48cf946c,c21a764d-dfa1-43d3-bf4b-61e876352602,65.62,maintenance fee,2024-07-16
f2586583-b133-483a-a249-87e0c594582e,577d77ff-d3e9-4bda-a187-3b5386ef98e9,35.52,overdraft fee,2024-07-16
ff72c7db-bca6-4883-8945-25eedbdf0814,6d92de80-5a2e-4d3f-b7ab-7f1119fb8433,43.0,ATM fee,2024-07-16
18b08af7-4a51-4ab5-9a5f-a9b5ed44b1c8,9660ad0d-2adf-4efb-9e69-3263fb3aae16,24.05,overdraft fee,2024-07-16
a0acce87-6d54-46ad-a743-b001a2a753ef,a518b7ba-3d68-4e19-98c2-50d7dca91ce2,93.43,maintenance fee,2024-07-16
bd6ac8b3-78e1-4206-8c90-0b88ec4c1d6c,0b2a1362-6683-4afc-ad49-aec91d759064,23.8,ATM fee,2024-07-16
7c70922a-d1ee-440f-a331-32112d4bd93e,fc471d9b-ab2e-4fca-b32f-fc9e9332a8d7,43.41,ATM fee,2024-07-16
c2656c0f-6db3-4a0a-a27f-e8124c5e82e2,ed2c4e32-d5b5-48c0-ba93-47c20a060778,97.89,overdraft fee,2024-07-16
c7ec61b6-d6ce-4c7d-9c7d-5f856900fc3e,fb0fc778-fd00-4757-8503-ed05448bbd54,13.78,overdraft fee,2024-07-16
669fe671-9ae1-4357-b5c4-2a57e9009331,429ab278-263c-44f8-b650-e7f0a1475104,9.62,maintenance fee,2024-07-16
cd0a32d7-fd0d-4c94-a790-85e588e7ae54,dc360fbe-e7f5-43ea-8c9a-229bee5253ca,91.84,overdraft fee,2024-07-16
2f92a3da-4af3-49e7-a1a7-702de438087d,2d08616a-e05d-49d3-aa84-b2bf3f57c1e7,76.25,maintenance fee,2024-07-16
496db906-277e-4447-85aa-d46bab635ddb,cd0c5083-397a-4301-bfb3-c35c268b5f55,82.21,ATM fee,2024-07-16
7ffda2cb-3412-4796-b7b0-0b3ed77285e7,8041d32e-c4f2-4262-a6fc-0e273870cc6e,93.0,overdraft fee,2024-07-16
1196c4d8-3e9b-4f6e-b03d-985e7f3f6698,f7222d83-ee63-44fa-878b-1b89d28bbb6e,44.5,overdraft fee,2024-07-16
82353b59-d93b-44bd-9af7-1e8c36d956e1,b69d6284-96f5-43ef-9f2d-4794a130d3d4,76.84,maintenance fee,2024-07-16
0063dec7-5522-4834-a692-77b3b51cae3f,bd35d34f-8ef2-4694-b846-c9637cb22c5f,75.44,ATM fee,2024-07-16
9aad8729-0f2a-4e85-9ed9-ce93f12e24bc,0885f88f-92c4-4412-beb6-db7e337bf5d4,50.09,overdraft fee,2024-07-16
bc20d9ed-6d03-4222-bcd3-4861af3f388f,042cc44e-ea99-4355-a334-9c94e987f25e,64.06,overdraft fee,2024-07-16
a823fc27-05d7-45e7-aa7f-1ba7dbbc4f18,b2dfae68-c58a-4a48-a40d-bae088840b3a,11.31,ATM fee,2024-07-16
d963f742-851e-490e-8bd0-b9eb27c0f384,530ba788-a020-4e82-8a54-0a2f0c1b8c3b,79.03,maintenance fee,2024-07-16
15fc767a-9909-474b-8f43-0eded6d1db0b,9e871f5b-fbb0-41b5-8209-d61eae0484ff,22.87,maintenance fee,2024-07-16
39e822e0-5652-459c-a842-a0a91d0030d4,b3e5950b-75af-421d-a946-735dd8c5dff4,37.68,ATM fee,2024-07-16
6ccb64e5-f655-4405-a094-50114c1f8f14,198ff9c6-9782-49fa-8ef8-a17ccc15813c,66.61,maintenance fee,2024-07-16
7d13a18d-85d4-4ffb-b901-7de54c405de5,3e2c68ea-60ea-43ca-a659-7d9f22310059,63.06,overdraft fee,2024-07-16
77077b99-3686-4050-be0e-6a064bb73cf1,a835d0fb-c0fd-4a64-89f9-425deafa4877,85.91,maintenance fee,2024-07-16
ad5e3dd9-515a-4300-93b4-27b465706951,0b10e988-e7e4-4d92-b7aa-2491ff5e578a,71.25,maintenance fee,2024-07-16
f0ba89e4-a0de-4d06-bd33-08e1fd7c4bc0,3de66b4d-3c89-41ba-bb57-37a7063d0899,38.69,maintenance fee,2024-07-16
43a99a61-54dd-4279-b6a4-f26eda7f7827,6f357596-a39a-444d-8f99-2765a49c4fc9,41.97,overdraft fee,2024-07-16
ca0ddec9-201e-4555-9500-6bb5721c7ea5,cce00b80-ff15-406c-9954-2bd6f1d94539,54.87,overdraft fee,2024-07-16
a1c5cde8-df99-4b7c-acf4-37a0f0e456a5,ce2245b3-b12b-4c45-8467-7bce054095a8,36.52,overdraft fee,2024-07-16
2979327d-548a-494c-9696-35f4af606141,11148bde-f020-4009-b625-3e6aa582c3ea,98.99,overdraft fee,2024-07-16
8dd755e0-35a7-4524-807c-8269218bac54,08807103-2a51-454d-a142-dace282dfe7f,94.84,overdraft fee,2024-07-16
07f1c869-641c-406a-8949-9800fe3d5f76,57487faa-08fb-4b71-be94-f2256ab36643,34.96,maintenance fee,2024-07-16
cef87dd5-94bc-49cd-9172-5581a969e99d,0602ba46-73b2-4e46-9205-071d889519a0,7.45,overdraft fee,2024-07-16
4789bfa5-ddfb-46cb-ac7c-55447af8189a,6fa65164-5c1e-4592-903e-8bb2e0719ac5,47.92,maintenance fee,2024-07-16
ef9941a0-68c2-485f-91d1-bf6866012747,603b18e5-dc22-4ea2-b1a0-48749485fc2a,68.8,maintenance fee,2024-07-16
9276f580-a740-41c6-8de0-af8031a28e55,8affc6eb-4f88-4957-89d1-b44b4e55c302,44.34,overdraft fee,2024-07-16
ce786671-f79f-479f-af1f-2b2de861a17f,c622602c-b97a-4fef-aba6-8ffad8592939,63.43,overdraft fee,2024-07-16
114b96da-1e41-435e-92a4-378f250361a0,39e66293-d7b0-4753-86bc-d22ad9e6b979,63.86,maintenance fee,2024-07-16
6d5db172-56d0-418e-be49-36c68836e0b3,7c895fd0-516f-4ab3-b8cf-eec73c0eb017,64.65,ATM fee,2024-07-16
f02f6dd2-89ff-488d-b5c1-0d03d9491dd3,35246aea-98a3-4a5a-9310-853e9f720476,5.99,overdraft fee,2024-07-16
71e4c6ae-34b3-4d66-b819-2647c6ef87a2,d7ad463c-8908-458e-b6b4-8891eadefd09,30.42,ATM fee,2024-07-16
dccd24c1-d143-4b9c-88d3-3a2a8d300a38,410f12a4-2a6e-4199-8b30-ebbd990a6e86,58.64,ATM fee,2024-07-16
af738892-91da-4c8b-b48b-f86056c78233,90681b65-9757-4a60-8931-81252d090adb,80.24,ATM fee,2024-07-16
8d40ea14-4142-4722-927d-fe09242dfa8f,54ceffed-5a63-40ac-918f-f627681bc83d,40.88,overdraft fee,2024-07-16
2b82b6d4-b0c6-4b48-abf1-0bce9ec724c6,1d596981-558b-4113-b5e8-7f1551a4c439,45.21,overdraft fee,2024-07-16
b40640f3-938d-49ee-94a2-b164ef7c45ad,1ba97b48-7076-4616-a6e0-88aae70b8189,54.49,maintenance fee,2024-07-16
35381e34-c2cf-4124-bb8c-8bf80dc0be5e,353269a1-59a4-4618-a479-6dbaa51928f1,72.06,maintenance fee,2024-07-16
7a69d938-5d9a-489c-986a-5599c96bc6fe,3692bc19-8212-441c-b3da-f09d7d67f2d8,35.21,maintenance fee,2024-07-16
f17902c8-85c2-4a0b-af1e-46e966848b64,66bf43ca-d38d-4f45-a379-a6988cb61bc5,17.5,maintenance fee,2024-07-16
277a32a2-cb2a-4dc1-8360-89de52f10864,83d764d7-ddac-4f21-bb71-d16965de8abd,21.64,overdraft fee,2024-07-16
e34e6c7b-6993-4047-88e3-b7d7b539b90c,4cde8996-5cd1-48e4-a3c8-8cc3924772d2,53.1,maintenance fee,2024-07-16
5cd0d12b-1193-42e2-8e68-e2299cd6de3e,953c33e8-da1c-4da3-b166-8ddc21df2eeb,74.3,maintenance fee,2024-07-16
25141877-78c0-4e37-af69-a2d28558b0da,a858606b-0c35-4a01-ba72-f4d517591fa1,43.1,ATM fee,2024-07-16
58db4105-3fd7-4a3b-80e2-31a0fc4f3667,fe72e71a-15f0-41d8-951c-19bc7a4e5376,84.47,ATM fee,2024-07-16
213b259e-680a-4e00-b1d5-0363c13b4d3c,ce2245b3-b12b-4c45-8467-7bce054095a8,65.3,maintenance fee,2024-07-16
5f1fbd62-9e2b-4347-9c12-069f842f91b6,d372ef83-403b-496b-b846-392876bddcf1,43.17,overdraft fee,2024-07-16
fa9ae827-b8f6-467b-9dd7-fd36e07f9893,e95db4d2-391b-4eec-b251-4f3a511602ff,93.63,ATM fee,2024-07-16
72d57610-2cc6-42c6-b873-8756898d5fd0,dcfe5337-5ec4-49fb-b86d-c7e01c2826c8,24.11,ATM fee,2024-07-16
b702ceb3-00f0-4e0f-b91a-efa3635d4d29,1e0be144-36f4-498c-b175-2ba981ce199e,83.48,maintenance fee,2024-07-16
0723d876-411a-4cb8-a60e-f7181575a168,888e74e3-6b0b-4e4b-9707-edc0f4295aac,81.72,ATM fee,2024-07-16
8050633c-6e2d-4c7b-b266-138560bfc657,79c94256-c6ff-4822-a7f7-b1fcfe80bb16,87.88,maintenance fee,2024-07-16
704c9576-c907-4f47-9d89-8d7c1c89d971,215ccad6-5f34-41a3-8c71-dabdae2d66e1,35.61,maintenance fee,2024-07-16
d592cac5-20d1-488c-9721-3bf538d1b5c2,4b323556-9c9b-4a73-a670-1e7f010bbf64,76.46,ATM fee,2024-07-16
aa3b3cc9-cb08-4bb7-bafb-e3ba59c69bfc,3b6d28bd-b39b-41cf-94e2-853423716a4d,53.2,ATM fee,2024-07-16
c983ab92-87d3-442b-8f64-13eaa0194478,36c789c0-c385-490b-9ef3-770492aae608,18.64,maintenance fee,2024-07-16
6de37d0b-a560-41d2-b98e-fb1a07875261,c67aa82b-27b4-4a78-ba49-947cb0eb7196,83.14,overdraft fee,2024-07-16
85eee73b-20ca-41a4-97db-75b7d6ac7e86,616d2f4f-d735-4965-9816-a6f316816284,37.28,overdraft fee,2024-07-16
6eaed9aa-e262-42a4-8d21-dd7e6bae66f6,9036e805-c555-43b9-844c-2e566b36640e,22.24,overdraft fee,2024-07-16
9ad61e11-982b-4e36-a817-6373fa06a83b,46b5d198-6bd7-42f6-b562-e822c3968c54,74.33,ATM fee,2024-07-16
fe3100e9-3afe-45a7-ad68-c315d3c9b504,9885c5ee-f3a0-48f6-b1bb-5004eab89dcf,32.42,ATM fee,2024-07-16
f1350851-9536-483b-afe1-896b8f306c01,359a9ee8-f7f1-46f9-8710-ea1d599b2a05,35.07,ATM fee,2024-07-16
1c02438f-dfda-4797-a657-fd16d1d8fbcb,ee4f1512-06f0-45cf-b5fd-07606282683b,31.58,ATM fee,2024-07-16
95327c60-6235-4d12-896f-3151758abadd,bc61379c-81e0-4421-ad2f-fc9938b54a25,98.66,ATM fee,2024-07-16
35a21283-5929-4968-9740-01bbcb139a4b,198ff9c6-9782-49fa-8ef8-a17ccc15813c,55.4,overdraft fee,2024-07-16
93d679bf-0622-4b93-b3f2-0e2f6a59eb0b,41772e1b-e18d-4a35-8006-d547e027e107,98.58,ATM fee,2024-07-16
d2131d6b-e71b-48b6-ae43-a9cfa7625043,b319d2cb-9758-4568-8719-8f06b8fd2ea0,86.85,maintenance fee,2024-07-16
cf3c41ed-ed03-42a3-9f0f-a5a67afd868d,7539b9c3-c845-447d-aeff-1bfed38d96f9,75.11,maintenance fee,2024-07-16
69a67352-b508-40cc-96e7-582da5d44d68,66158fd1-7f4d-4d3c-944b-605400f1f139,78.6,overdraft fee,2024-07-16
994c66e2-a404-4577-a563-75a933bf99e1,3f05f167-5fdb-4a92-90a9-6de1c13056eb,40.41,maintenance fee,2024-07-16
