application_id,customer_id,property_value,loan_amount,interest_rate,application_date,status
f882c9cd-395e-4f53-b4b1-a17d8c02a099,1faa546a-3a84-4538-9312-36701e3a7e46,148734.57,935283.48,3.3,2024-07-16,rejected
685dfd80-676f-4395-9536-6f487aaefe5d,5566fa82-adae-4b7a-866d-3d19ae91bd96,153894.97,420002.41,5.64,2024-07-16,approved
3c5b5cb5-6a7c-4027-b72f-2c152e28fb90,ea2480da-8888-47eb-87b6-ba5818dc1e2e,358597.52,941651.42,2.59,2024-07-16,pending
9a67b4c8-161d-4e78-b514-f9b02ac55e8c,ef75a4b2-d6c0-424e-a89a-6bc32ee7426d,597720.8,619294.32,6.7,2024-07-16,pending
84a1258b-854f-4702-8459-3e4224b3a6e3,3f7d02a2-3f06-4e8c-8a3f-d1f1ac251990,836792.09,597479.95,4.99,2024-07-16,rejected
268d2493-ab5f-4d82-925c-ea0f9e2f3e97,a54f57f1-1ea1-427a-bf6e-d0e72bd84ffd,683716.54,238742.94,1.57,2024-07-16,approved
bcab365b-c7ed-4154-ac3f-3b64f3b51895,b4dcc222-7e6a-459d-b672-f1b5fa916659,781311.51,69357.78,8.8,2024-07-16,approved
d897e2c8-a354-437b-88b6-f0f2734906cc,48a6fa57-b1bc-4129-931f-c8b806f358f2,154153.07,976544.31,6.66,2024-07-16,rejected
948847bc-a7d9-4a2a-95af-23e7961550fc,0101fb69-cfb2-448a-8300-ea9b41170678,59739.99,342885.13,5.31,2024-07-16,pending
7b68c722-27f9-4edf-bc7a-4e5869361c11,6410181b-376a-4a31-8003-87f980d7731c,650042.11,173029.35,2.13,2024-07-16,pending
3a1ba0be-4b7f-4681-8c8a-9244c4a49550,1a84323e-4081-4a5c-a7c3-9b806fc05062,804860.92,738370.69,8.8,2024-07-16,pending
21e74c46-a75b-4812-a021-578e9464784b,db5a46c4-f791-4075-a3e4-25949cf9682b,557860.37,696955.56,2.05,2024-07-16,rejected
5e9afbb2-34a8-40fb-b1de-19c612f024d4,c4abeabe-eb84-4980-9f89-27345d348493,402411.29,751310.4,9.44,2024-07-16,pending
b0e07c11-b844-430c-bb69-5d1f02dddea1,99014c16-09ee-4c5e-a6c4-386bac28c81a,249456.65,526861.32,8.07,2024-07-16,approved
7303dcee-6fbf-4431-a04d-cad849832eba,bdeaf301-20c1-4737-bba2-24750fa83b53,315008.76,255498.64,5.52,2024-07-16,rejected
d51d318a-9686-4078-ae1d-f20c25079e46,6302caec-34e6-42f6-97a6-bfec3d544401,193138.29,632318.24,7.43,2024-07-16,rejected
9d4bfc31-6f45-4503-9c01-cdb64f76b011,f69a64e5-b565-4866-a9d6-0c495a72431a,623110.28,397530.44,7.24,2024-07-16,rejected
5dc0f4a6-3078-495a-bc15-5aeedf0b4acd,e086e3fa-3100-4e7f-b70d-e1e4adfede6d,383721.73,497551.83,5.34,2024-07-16,rejected
fd754f6e-9395-495c-8df7-14065ff4a4fa,0d6648a3-6b0c-4d2d-a3fd-7c6a3fa8d7d6,673181.71,116400.99,7.53,2024-07-16,rejected
fe88251d-291f-422a-88a7-645bfebe0eb9,a46bd45e-e598-4e4c-9184-60f45c3a4c7f,984101.65,697006.83,3.58,2024-07-16,rejected
0b7c2073-f967-4ea2-aa00-4f60e608bc5f,4f397868-d0aa-4792-ad26-26c0fc98d652,183746.75,350345.44,8.42,2024-07-16,pending
52aad83e-04fe-498a-b0c0-420e1a690b44,7979f184-8a2c-4478-a819-4dc0abccec35,205541.69,632139.21,2.25,2024-07-16,rejected
8a0fa2b6-4b5e-473b-a15a-717a7936154f,2299c3ab-b551-4fb8-a6aa-0a4ec695f2bb,707432.75,909769.87,6.89,2024-07-16,rejected
3319a183-6dd9-4797-b322-170ab596ca74,d2a9eb6c-5103-470d-8981-6e5813e9be2f,362502.43,656928.77,7.81,2024-07-16,rejected
0595a92b-b4bd-458a-9ef2-57c5e25e0542,1127c142-d87f-4d29-8b11-f71505b724fa,53573.94,606524.16,9.84,2024-07-16,approved
aedd7149-b5f0-40d6-b3ed-16d4fc1b607e,8b5dc36d-1299-4581-9d9e-2333f7a8f64a,244887.11,515894.8,3.19,2024-07-16,rejected
d4c282e2-c204-428c-87ed-e4142593a1e3,e836b3f5-21d8-487f-a65f-02aef9b9f2f3,852925.25,383509.77,4.41,2024-07-16,approved
1003ab75-2021-4ea8-917d-b02cb5aa8c78,356f8b5b-3b26-4d88-ada3-a1ccb77d02f8,897032.66,477173.33,1.9,2024-07-16,approved
e9b4960b-3454-48db-b048-84496541a528,9d4831e0-2571-4258-ab99-2ec7bb64768c,662189.79,188486.36,8.78,2024-07-16,approved
06984fa0-15b1-4e93-b1cf-090469d11477,423d4a1c-5d97-4c5c-a5d9-7e723546bdcc,801408.82,687035.58,9.52,2024-07-16,rejected
90a803df-43aa-48cd-a95a-b8e7d6e6b043,91a88d3a-7480-459e-8a17-74cc3c0bebb7,523047.72,561952.48,7.12,2024-07-16,approved
9dbb70ba-7dd5-472e-8b13-7877df14c056,022da67f-ae9a-4487-a691-badb30b829da,276276.98,52524.97,9.17,2024-07-16,rejected
d0483f54-ae11-4843-bcde-e4f2a61a3a56,29f239ea-e87b-4f83-90a0-e5184469a4e1,751825.44,130726.36,5.04,2024-07-16,approved
3e3358d6-8abf-4436-a938-4380a87fe87f,688ab182-b251-4e8f-80a7-7139655717bf,810413.32,181368.85,5.84,2024-07-16,approved
6eb5d5ad-ed77-4e73-ad32-84f3df889b3b,dd011fc1-8f1f-46be-96a9-34f8a91b2fac,206037.75,643485.99,6.85,2024-07-16,pending
478075d6-ad4a-4b4b-8ac1-db289432457a,683948fd-9b9b-4280-bd87-b42d81e2de59,507801.27,846706.22,6.98,2024-07-16,approved
d85e0f63-cb37-4531-befb-bcde2929d041,639f4411-1b43-48fb-8877-a8e4aff57fa7,85541.14,239405.62,8.1,2024-07-16,approved
cbf3ab6c-0400-48c6-b21b-b03fe087beef,e91de162-1c39-4655-8499-e441b8f4e38a,396775.27,852339.3,7.71,2024-07-16,rejected
b5cd9f6b-924e-42b0-bc21-8939030bd7a7,c11df8fc-42df-4ca1-b295-9e29f3250645,832304.23,171323.59,8.69,2024-07-16,rejected
34e8c5f7-5117-45c9-948c-245a66738647,023fae05-8cd4-49df-b38c-35d47c27177e,252262.64,217988.44,8.02,2024-07-16,rejected
943f5ab8-cc2e-4d2e-818f-a8a15d716dee,5e59436b-5039-45e9-a8a6-50b53d9083c5,471455.73,133663.73,2.47,2024-07-16,rejected
d9058a76-c259-4a61-a4a7-9178c5ef83b0,0c54dfbe-3214-4cea-be0f-c4440fe99218,274934.1,127061.34,4.33,2024-07-16,rejected
83b7ff0a-3450-460a-a9ee-561bfc6c1a47,7c8311d2-dc1c-4315-ad9e-82f4d778773a,843007.71,650903.9,8.45,2024-07-16,pending
4765fe7e-6308-4c44-a10e-b33e5d68c934,8f79bf8f-42ae-4519-ac94-bf8e1df6b083,599659.59,586977.6,3.09,2024-07-16,pending
3111aeed-3079-4b9d-94eb-ed2a742ed7e9,8891ab87-82cd-440b-9575-483b9d64fea5,543628.05,425466.14,9.89,2024-07-16,rejected
297d0c9c-4e56-4747-9416-ed3089f17d4c,71ab0468-58ed-423c-bd3e-332ca261bf62,229443.47,708703.21,1.45,2024-07-16,rejected
7ed6034b-7cce-4595-86ef-8dbbb8978b95,4025eb88-bfd0-4481-8de5-7cb6a2f18808,767830.05,715228.84,3.0,2024-07-16,rejected
d3fe29cb-19c9-40b5-acb8-f8a21bcaf474,ab4feaab-56ad-4663-b8f7-4e62945abcc0,877558.66,774290.46,5.73,2024-07-16,pending
3f4557e9-c6fc-4634-9911-2f92b346ff49,538edbf8-28e9-4ffc-af7c-f11fff031d34,739094.37,927270.99,8.99,2024-07-16,approved
cdc65d96-7cd2-4f43-b273-78a5f9b7de02,03a4a832-33dc-4906-8d23-1242c4979d86,857679.83,213831.31,6.74,2024-07-16,rejected
4a4b9ce8-f1f4-4d8e-8370-786425cbf945,d1b6486e-1f21-4132-bf9c-77acb944d9bb,865534.05,594975.71,1.98,2024-07-16,approved
f91ae6ea-4912-4bc3-9923-3a98e50b8900,7ea80a07-05df-4f74-bfd2-47f5044ead34,989626.92,621964.28,4.7,2024-07-16,approved
76ae5b46-d9c6-4ecf-b183-46b672482c5c,f5f4f89e-efbe-44f0-a7ed-bf2dab926ee0,195993.34,566285.82,1.87,2024-07-16,pending
ee0921e6-c74f-4b60-8af8-598807692dbc,655ca8f6-f286-4b8c-9ae6-2cb8f169739f,401052.75,437024.97,3.59,2024-07-16,approved
3ddc1665-774f-483f-bca3-ea65e3a26a8c,abb546f6-37d8-4c81-b069-db7c066074a4,367992.62,615481.01,6.19,2024-07-16,approved
b2ece1b6-733f-410c-b620-583d6db0172a,4cf1e3c7-245c-43eb-aec7-4a0795f3894b,298630.69,658818.83,4.0,2024-07-16,rejected
6f2a66ab-955a-4299-9a8c-9b076bf61629,3f4c0537-60df-4664-aa66-fc64dba70226,417689.95,375029.44,4.02,2024-07-16,rejected
7681e667-b271-490b-ad42-05dc3958e996,241d1e8e-538b-4f18-8864-908ac8367726,354050.15,603125.71,2.13,2024-07-16,approved
cdd6b339-765c-4f38-b88d-ea583a2a0b47,90d77d26-0f87-43c1-a86f-00d1ff53b82d,294540.25,999226.93,9.47,2024-07-16,pending
8e9266f5-fbfd-4deb-b940-3aea98feba23,3ef85d71-d926-4b51-b557-d8d3940c940d,529895.62,396713.44,2.24,2024-07-16,rejected
1bcb7813-171e-4787-8799-fc86f57a1f41,01213708-bd6b-49f3-beda-b369f42ec648,524291.16,826340.55,3.27,2024-07-16,pending
ffa41c4b-f828-4cbd-8524-c1d4eb2ab3d5,c738f92f-3854-4baf-b902-542f05bb8bb9,850812.02,533149.56,9.48,2024-07-16,rejected
8f9f1ba8-89e4-430e-8894-c0abe98cc6a4,ed521ec7-d490-4290-bb45-dc4a1bf663c4,336294.39,828494.57,2.94,2024-07-16,rejected
88ddf8e1-c067-4594-9832-9e6aa8b1ebff,66ba4cd3-6546-4bca-93ce-9c7c8f274220,304268.88,207303.53,1.22,2024-07-16,rejected
cedd9860-840a-4a4f-8c8b-95b075392b17,5e59436b-5039-45e9-a8a6-50b53d9083c5,582774.21,346313.03,5.52,2024-07-16,pending
4507cc37-3eec-4149-ba04-2801f00a3038,1110fffa-fd44-4a43-842b-9ccd23a2792c,837513.26,369505.41,1.96,2024-07-16,rejected
8eaa0d1d-07dc-4b32-9a68-e770541785cd,0ea64f58-ae06-494c-a3e1-b9434e6e86f3,271921.15,627233.24,2.48,2024-07-16,pending
e26b0bc7-30c4-40f2-a813-db207ea8ffef,d2a9eb6c-5103-470d-8981-6e5813e9be2f,391001.7,473291.79,1.21,2024-07-16,approved
69a9080a-1a94-4a10-a6ee-0615c934e501,ef9709c6-923d-450a-b3fc-0d1ae8396768,59552.66,684045.67,3.63,2024-07-16,approved
c172e990-26ee-4b76-aff3-44c39c55d509,2c2a80a4-ae99-43fe-9e89-6688bdfbb6b2,353974.18,390682.69,3.33,2024-07-16,rejected
9fd2533f-77a3-4ac2-bb12-78cdb3015882,786904f2-0928-4bc1-a168-46ce8a305f84,341108.4,738961.57,7.65,2024-07-16,rejected
363b1e24-bfc9-402c-89ca-4ea3caae0816,cc426add-346f-482e-af28-954c91fc5115,606171.15,206511.04,4.94,2024-07-16,rejected
eaecae95-ab64-4048-bb76-cf6254f44547,17b7a1d1-f32c-4489-b657-a4d5e9862af0,839922.28,840653.85,6.68,2024-07-16,rejected
2aa6ed33-91cc-4a7d-96bf-ee782106f79a,b1163cf1-baf0-41f5-b6e1-b4f0daacde45,729526.57,484017.63,7.04,2024-07-16,rejected
3b214966-75cf-4405-b41b-15419eed1ff1,a1cc181c-48ac-42d7-96b0-b261c4897d1e,681733.68,710999.79,2.58,2024-07-16,rejected
840a0867-70e9-4bec-a6ed-68014502d6fa,6cdbc6e1-c8f2-4e44-8a32-2ee58d1df38f,269759.05,134642.5,9.66,2024-07-16,pending
0affcc21-f579-457e-9d9a-b1a09b66332e,ebe3deb5-c04a-47d7-afc0-92d1d0f26ac3,248723.91,752724.26,4.94,2024-07-16,rejected
7499baf5-6da5-430a-9f97-e2539e9c421b,30c3a923-4bfd-4f51-bb3f-df407b390f40,538064.75,829981.9,6.85,2024-07-16,rejected
c3d6bfdc-9bfb-4fa2-875e-cb193bd737c1,cf0e2693-083c-40e7-91a4-1af58bc2f0b2,384337.48,529594.42,9.19,2024-07-16,rejected
f912dd07-bc5b-4992-8114-d7bd77fae4ab,c0610fd2-8577-4a05-a4e9-57906c57d429,295135.26,472415.32,9.21,2024-07-16,approved
e99cc7c5-d972-443a-89ac-1c8f4b247e96,3984dc7e-c589-4471-9059-5c968d00acb3,897927.81,108976.51,9.57,2024-07-16,rejected
84643c43-6e21-4dbf-a394-f1687dfc1951,4c5a2878-86fa-47a2-9e02-53fcfa762869,953021.54,182701.96,7.93,2024-07-16,pending
1f729120-8241-4a4c-af98-524bbab641b6,e084d3b6-730b-4cf2-92b6-66611716d89e,130315.6,474216.55,1.2,2024-07-16,pending
9b7599ad-ce21-4654-81b4-f1cfed44fabe,f2eeb424-3764-4b6a-abbf-1c98e98134a6,964669.97,73176.63,9.7,2024-07-16,rejected
94c3f78f-7b28-41a9-9755-ef59ce979ef8,e01fff33-2e2d-4163-b7dd-3442e171d717,794541.61,950014.02,4.29,2024-07-16,rejected
3d19835c-ba53-4ffb-89c2-21b9803cf967,3a828cd6-25c0-4a0b-bc7c-c339b0d9ffcf,236326.78,381448.96,8.65,2024-07-16,rejected
6b6127da-d86f-442d-b7ff-bc013fdb037a,120aa104-43ae-4401-aec8-52699f395c4d,619931.11,580190.87,5.04,2024-07-16,approved
68e128dc-5cdc-41b6-b5a7-0f830aee29b7,f5f4f89e-efbe-44f0-a7ed-bf2dab926ee0,845474.8,454716.96,7.32,2024-07-16,approved
b9039327-2dff-4590-b386-6cd93fa436dd,67d24350-8d0b-4e6f-b109-52e006e541d4,803071.72,123258.17,2.23,2024-07-16,approved
a4a072cd-7600-4544-937d-e477e4c64432,1685e34a-62d2-4f9b-b70d-66a4691eb96a,97258.84,492832.24,8.52,2024-07-16,rejected
4d77ec4a-c3b3-4a57-a2f5-4f21950c4fed,917e88b2-428f-4d17-a5dc-c1e993aa6425,890399.38,599477.13,1.17,2024-07-16,rejected
ea66373f-0b97-4d4e-a38d-e31548c8eded,0eac75f2-e259-468b-917e-f56a4a1da8ba,914501.63,378091.38,9.69,2024-07-16,approved
c2b561c7-434f-47d9-b6f2-c892a78774f4,4df5689e-1a56-4657-af00-320650ea781e,959428.59,835797.85,5.16,2024-07-16,rejected
66f82bd4-fc78-40b4-b9f3-718b1439a151,1110fffa-fd44-4a43-842b-9ccd23a2792c,896837.34,335405.37,1.74,2024-07-16,rejected
a285d04e-d6e6-41e6-9822-1c3d95d49ae5,d5cd43a6-81b0-4251-80bc-145be667aef2,265671.95,657838.34,2.25,2024-07-16,pending
57b75175-1aa9-4d43-8272-1c84e510f5b6,29f239ea-e87b-4f83-90a0-e5184469a4e1,224366.09,212101.14,8.47,2024-07-16,approved
f661f249-1ad2-4d00-8aff-5d0c66f13f1c,132e95ca-6823-4774-9982-e8493bacbfab,735626.92,230713.42,2.08,2024-07-16,pending
ab39cb8b-2956-4d38-bf35-ccd3a1608516,93dda677-cc49-4c1a-b78d-6a5d535b7326,219451.13,860320.79,5.23,2024-07-16,approved
a1d0996d-3a44-4732-885a-0b3ef47eb9a9,5e4493ff-fa70-4f63-85d8-4e3e6280880e,611118.65,426576.35,3.06,2024-07-16,rejected
cec09972-c68e-4acc-bba0-d9e5142fb978,144a9a30-f2cb-4cee-8fb7-7caaf1dd3ba6,618802.8,633205.8,5.62,2024-07-16,pending
c6277a44-a73f-4a80-b149-e7015a125e19,b81f3cb7-87e5-4f09-8557-8fb7648ff0ad,195913.38,88864.89,6.07,2024-07-16,rejected
1223b6c9-4ddf-4f0f-b345-40eaef8bb8bd,94904ece-0e80-42b3-ba2a-2c0e3c045e3f,192154.84,728346.49,3.9,2024-07-16,pending
576aaaeb-91ec-4c71-a129-eeef7a2f1e7c,6491ea48-a044-4c5f-b841-dea6e5685082,644585.73,85982.33,6.76,2024-07-16,rejected
f87fd0e2-a1fd-40cf-ad81-b8d5d6c7fc42,f716dd7c-c5e9-435e-8067-deb843facad1,691628.68,688011.73,3.22,2024-07-16,rejected
2782b12d-537a-48df-8875-84132d0e30c1,db5a46c4-f791-4075-a3e4-25949cf9682b,271899.64,836330.9,9.84,2024-07-16,approved
1e1b306c-118f-447c-82a8-c0ce1403d866,132e95ca-6823-4774-9982-e8493bacbfab,915966.55,545002.7,7.37,2024-07-16,approved
31bfd11c-3fe3-49c0-881b-9aa6511333cc,f5d532b4-aee4-4915-a88b-c48cae5b66b8,175076.13,819672.87,4.66,2024-07-16,pending
22e14536-d1fd-40db-a230-af37b264249c,3607b9da-771f-4348-a874-b29c7e38656e,790307.45,397685.95,6.17,2024-07-16,pending
a59c1e80-0fea-4da0-a4b8-796cec39afad,57b7a7bc-95ab-4556-bd00-3b4af0841680,783743.53,595901.56,4.8,2024-07-16,rejected
8f8cf9b4-b1ec-4000-83e3-c9cccd75e189,e2f87f1d-ec6d-4fef-ac8c-08d2fc871188,496500.54,61170.67,6.58,2024-07-16,approved
910fa798-1d27-439f-a45c-b7581d2eb348,ef9709c6-923d-450a-b3fc-0d1ae8396768,580454.95,882459.5,7.54,2024-07-16,rejected
00348d60-ca7c-4633-8792-2ef474318274,c43bf480-3ddb-4dd6-a024-9edf885dc19b,654466.39,896819.56,5.01,2024-07-16,approved
d3860761-069f-478f-8f16-9e5d5eea78f2,5931e4a6-0f32-4a8a-ae33-26d37c184f83,255070.04,476103.79,3.41,2024-07-16,approved
5afde521-bb2f-421b-932d-38cd8e96fe75,b8a47646-255b-4636-be67-7898daa12331,957077.03,504346.54,5.61,2024-07-16,approved
ce92c613-23c3-483b-a8a4-68effd36a8b8,135795aa-8171-410c-bcac-814555e0bba8,855380.4,782180.94,7.8,2024-07-16,pending
e83280bf-e4a7-4125-90b1-0dad60e433cc,e534133d-067a-469e-9a7d-0fdc77e359dc,240488.61,311670.91,3.74,2024-07-16,rejected
5facf6e6-0bb3-4b86-962e-0b36668268bf,3984c581-fe67-4cf9-99bf-c044716ea0c0,365336.44,967803.95,3.43,2024-07-16,pending
5279b4f2-e06a-4b0d-b7c1-55f31e0ecd90,c7fb9f48-e455-40dd-9432-8ac26b949c93,697809.63,66461.48,3.33,2024-07-16,pending
044dd655-43e4-44cc-9372-c4d539450459,d49ba8f5-8d9d-4bf2-a0a3-bc9ef9d61335,189924.44,259318.55,2.26,2024-07-16,rejected
dd8200a4-f4cb-434e-9fe6-a7620d579b94,8dd3ccbb-0e19-4481-ab07-0befcafcba55,543192.66,727374.19,9.4,2024-07-16,pending
e01154a1-40a2-46ec-850a-bd3e8ed7bac3,bbdf0517-8627-406d-9b90-3c43a2cfceb2,472688.78,341130.14,5.3,2024-07-16,approved
f6cf2f88-47d8-4aed-8493-2a131dce3ce4,1228f2a8-17b8-4aae-87c6-304b71033d65,655235.19,151629.36,2.45,2024-07-16,pending
db0a3c7e-a535-4f2b-a543-69e6c97217ad,6c56c0a8-363d-4c68-93e6-26757b01f91e,495239.57,203754.27,8.57,2024-07-16,pending
bf80dec3-eca5-42e5-bb57-62cc544d9963,77500981-7997-441c-9798-1186bd993657,250332.61,63897.48,8.79,2024-07-16,rejected
03fde578-66ee-4cef-9ea7-bc6b10480255,f46d2a8b-9bcf-498e-b5af-f146cb9de225,131069.01,329979.05,7.35,2024-07-16,pending
0be945a5-4033-41a2-803c-5f9469902211,b40ae020-91c4-4267-8933-7ad000de5019,254358.97,792493.79,9.06,2024-07-16,approved
90c9204b-c12e-453f-a0c9-6d2ba3b01542,c0c2b606-ef26-4585-b706-60e3138a59b2,123217.85,351357.66,7.74,2024-07-16,pending
59646330-5a1f-4a80-93fe-ba0b7516908c,5b353cd8-e05b-47c4-a58c-9ff1dfa4cfa3,371747.08,591186.79,9.15,2024-07-16,approved
0dec9131-3041-43e9-a541-d3b02e085862,4637136c-7aba-4db2-97cf-19a07db7ae96,944879.35,431399.69,5.48,2024-07-16,approved
