interaction_id,customer_id,employee_id,date,issue_type,resolution_status
d3ae8f51-a03d-4cab-93f9-2f4921a1a232,2f7d5a09-f06c-43f5-99c8-1595936b2236,8c587354-ffc2-4894-8615-ad6eb218eb8e,2024-07-16,loan inquiry,escalated
8fb59a59-4090-4515-93b4-2a84f91920da,d25088f4-4b61-459a-a493-c67dd266040d,012a49ae-5e4d-4ae4-81b4-da9c3b19d960,2024-07-16,transaction dispute,resolved
8a75db1c-8c65-4a26-bdae-1d03f237f358,a7519798-66f8-464b-b303-f639d98f08c0,6c0ec8bc-74f2-41ce-8ea1-11132929b515,2024-07-16,transaction dispute,resolved
7aac12a7-70a3-470d-bcf6-250c206d1672,2abfeffa-29bf-4298-8bcd-9893ef5da72b,3b5a2680-1376-4e2b-831c-0c59f8967b73,2024-07-16,card issue,resolved
b96446db-1a37-4ee5-bcfc-6a16a9b487cf,5aecccec-2186-472f-95cd-ea185e4d6757,87c080eb-a429-49c3-bf01-1c94d5c83ddb,2024-07-16,loan inquiry,pending
96c632d6-8201-438d-953e-7376a9db3dfe,87f1eb55-2bdf-48a2-add2-168c9020d603,13236c74-17e0-45f5-8272-84ffc3782da8,2024-07-16,loan inquiry,resolved
37c0615b-aff3-4aad-aa69-ae414b87140c,48df1603-39db-4a59-b878-a912e9ca3557,e3acec4b-febc-422a-9258-1c7848326cea,2024-07-16,other,resolved
55f5b9cf-6fa3-4643-b749-ff1767ad62df,3f4c0537-60df-4664-aa66-fc64dba70226,5a674b49-ad93-4051-b671-ea00118634a1,2024-07-16,loan inquiry,escalated
7eb58b10-8fa0-4a4f-b0d7-fa15c9126453,6b823ff2-6085-415b-bf16-a5b5c0ae624e,80b13116-06ec-46da-8cd5-7804c5a99c4c,2024-07-16,other,pending
4c89cf70-7459-4802-852a-bfae17fad5f8,308b6a6e-fcea-421b-8c69-a12faed84f53,9ac40b01-25ad-4f59-b0c1-8848de127912,2024-07-16,card issue,pending
5eeaf604-34f7-4b5a-914c-3d8777d27089,4f634f1b-548b-4fd4-8819-a825816b7cfa,5038bd16-a153-4c1f-8d6c-5c0bcc99e3f9,2024-07-16,card issue,escalated
82377e48-b172-487d-a4f1-501f86bf9f6f,c0c2b606-ef26-4585-b706-60e3138a59b2,ee0b2be7-12b4-415d-b41b-ea52eb7317d8,2024-07-16,card issue,resolved
f78fafe4-e440-4d2d-91f5-b062ffc2e915,d5cd43a6-81b0-4251-80bc-145be667aef2,a9da8919-6bce-4513-87b0-3e3d1c5f4484,2024-07-16,card issue,escalated
56c402a2-78f9-44c7-b9c0-b295a8a72bce,15728de3-4df7-446a-a3c5-a08c554f1f0d,720b4c66-8341-4465-abfa-b2c7a89a266a,2024-07-16,transaction dispute,escalated
589f7ca1-7022-4e93-b26d-c2c412dc9628,e8802f39-3a66-428c-9a14-f404830e5e5a,7634ca6a-5878-4be5-88a9-bd3bf3eb9e3c,2024-07-16,transaction dispute,escalated
bd01b494-fcea-447c-befe-e9576e23f6bb,2c76f25e-e998-4c38-8d66-2c9e50705aa6,a81f490f-1eab-409a-8fb0-b8f05202e570,2024-07-16,loan inquiry,escalated
20b84dfa-f1df-4ec0-88f8-0077bb43d02b,3d9892c3-e483-4c80-952e-fe9faf1180e1,e929f5c8-35cb-428a-bb45-43514b67b69d,2024-07-16,loan inquiry,resolved
8f36c704-35db-4e75-baa8-b80cf71d3340,78da46d5-801c-49ea-a8a2-75010b63cdea,3bdf22e2-a6bd-4c74-82c4-78658f6bcc8c,2024-07-16,loan inquiry,escalated
3c6311b6-5c25-4bf5-8dce-f004b7e83972,658d09f5-c7d3-4a93-a1e1-660bea95a8e6,2e90fdf4-0874-46d8-a99d-b4103a45f874,2024-07-16,account issue,resolved
2ef8938e-c15e-491e-af16-aa9d54f0081e,274cf778-6478-4e41-9465-6676215a351f,1f894cf8-e71f-4bbf-bcd4-1474b1681932,2024-07-16,other,pending
bf5c71b6-79c4-4c90-ad46-d0bfac4cb216,2dd4b017-3ef9-497d-8f77-e0fbfbabcb63,054d2729-acb8-4efd-9e89-1db64e4bd4c0,2024-07-16,account issue,pending
d246a03e-c380-4264-9b61-512cba1f15ed,85338ec6-1858-47fa-b0ce-bd9504a42728,13236c74-17e0-45f5-8272-84ffc3782da8,2024-07-16,account issue,pending
506176bb-de9a-46b5-a942-997d4f5b1e57,82bf1460-2fa1-481f-90d9-c6d4c6746c97,8ede80f7-b484-4321-ba30-41610cd01ada,2024-07-16,loan inquiry,resolved
9d537035-e42d-4a4b-a447-5b9ae6a14902,d65c71fb-b188-4a9a-84aa-d7b439a7856b,a362e099-f37e-4854-b522-69d7b9828143,2024-07-16,account issue,escalated
952e466a-f180-4c95-9bb0-a8f8e00a6904,ec3c23cd-b262-4d5b-a4c3-1ab8b4246182,1ee789c0-6f97-4e6e-9223-b9542d9a7f13,2024-07-16,account issue,pending
748c75c0-9bb4-4c27-9498-647c75db6ef3,b7dc62aa-faf8-4122-a97b-cac93172c8d1,350264e0-c61f-4f42-b5ed-178064dc898c,2024-07-16,account issue,resolved
47eec0a8-9912-41ff-953c-83fc4621f564,f5f4f89e-efbe-44f0-a7ed-bf2dab926ee0,f89fd438-548c-4946-9084-7ddcbec2cb52,2024-07-16,transaction dispute,pending
cbbcc56b-4431-4827-8ca8-b6b61ea66596,2299c3ab-b551-4fb8-a6aa-0a4ec695f2bb,64767c42-f94b-4791-8510-9d5e7175ee38,2024-07-16,other,pending
21c73d5e-5a54-44c7-b70a-aad93905a58c,18d6cdaa-e5da-41dc-b87f-92eba85ba2b4,012a49ae-5e4d-4ae4-81b4-da9c3b19d960,2024-07-16,loan inquiry,resolved
e96e0fc4-0646-4869-b8f5-5d01246102c3,b5dd5fb1-4f1a-4566-843f-7b26c2d3d960,64bb3ead-538b-4bc8-89a6-aa5aeb6f75ec,2024-07-16,transaction dispute,escalated
330f0f88-f76c-4cf3-be2a-52d8ac955283,2c76f25e-e998-4c38-8d66-2c9e50705aa6,797ea4c0-1598-431d-b1ec-f2e8415ee64d,2024-07-16,transaction dispute,escalated
9e53a08f-b485-46cd-8eb2-9e8ce4eb53eb,4f7aa179-5113-4726-880f-da7e23b79580,d1d12b8a-5ad7-48b1-bbf3-59897d5229a6,2024-07-16,transaction dispute,resolved
1a76e944-38dc-4df5-b66d-1ba8818d0de3,a48b3ad7-c3cd-4772-a8f3-bb4cfecfebe6,94f8ca3e-3023-4d02-9100-22ea7227ee5f,2024-07-16,loan inquiry,pending
42f9ae1b-4e02-493a-85a6-f937dd129431,107967a2-d9cd-4be3-9d6a-a9d432309e24,da22ecba-db3d-4ea3-8251-fa1371be53c7,2024-07-16,transaction dispute,escalated
902179c9-209d-4be1-b1e9-aff56e06ff64,5e12f68e-5542-4745-9cf2-69b984958ad8,12b64698-acb3-42ef-a479-92ab011b1245,2024-07-16,transaction dispute,pending
a3ae52b2-6c3e-48aa-9210-1f79aa8004ba,ceaab1ef-c931-4f78-aa29-c364570caf03,7d947e20-25db-427f-8054-1145be3b1c03,2024-07-16,account issue,resolved
60bf16bb-4f5f-4bb1-ad18-cd6cb879ad16,48df1603-39db-4a59-b878-a912e9ca3557,ea7092ac-0061-45d0-b2d5-c3c991f22a4a,2024-07-16,loan inquiry,escalated
eec37353-1d10-42cd-84cd-89e1e3b8815a,5e4493ff-fa70-4f63-85d8-4e3e6280880e,26a9af06-3125-44a2-946d-2ac539f6204f,2024-07-16,transaction dispute,escalated
f6edae32-474a-486d-ab35-e6977c8e441d,423d4a1c-5d97-4c5c-a5d9-7e723546bdcc,57ff5383-a180-4341-8980-f052c2938cd8,2024-07-16,card issue,escalated
c4c80573-3597-40dc-a27b-5aebd023c7f4,93450048-d68f-423f-a153-9fe6bdd8f224,710e6bf5-a7fd-49c4-92c1-64b574ae8790,2024-07-16,loan inquiry,escalated
77a26d4d-4a88-4bb9-af3d-7a64452b97aa,099bf6cc-dee7-48b6-83aa-f350a37dcb08,98bc8192-bf6e-416b-a0b0-bab29212df58,2024-07-16,account issue,escalated
af333489-4e0f-45f6-9daa-b173c08d29bd,03a4a832-33dc-4906-8d23-1242c4979d86,66a8ab6f-3753-41a7-9671-dee00b573423,2024-07-16,other,pending
9907ba07-70d9-46e7-8216-9337029cff25,b2c9302a-89df-4214-bc0c-38a45757625e,b452ce49-1cec-425d-be8e-805c70681f50,2024-07-16,card issue,pending
0daa30f5-af8a-4b8a-b4b8-09dfe66b5c5e,71ab0468-58ed-423c-bd3e-332ca261bf62,57e751d8-e71a-4d2c-9561-62392b3cb2e8,2024-07-16,card issue,escalated
05fa432f-6f83-4f1a-b050-1c89bae389ec,79103153-a3ab-4d54-aced-d530850c6b34,a1bbcf9e-ffa7-443c-b54a-7e01766942c5,2024-07-16,account issue,resolved
c3fecf32-0202-43f7-9100-a94f24d57c06,7afa340d-9a0b-488a-bfb6-e52d55d8e8d8,a55d46b2-b37c-4359-8e58-e2f03f214d9a,2024-07-16,loan inquiry,escalated
57b22e9e-b231-4468-b734-5e31a9a03d8e,834e5bef-d3b1-4755-bc83-ec7eb09655cc,233bef59-25ff-4ada-a00c-faadeb87e1e1,2024-07-16,card issue,pending
5976163f-6ae7-40ef-8fd0-1dfbcac032b9,931ac43d-777d-4a89-9d21-941fe19764c3,780b4f2e-e411-493c-9373-2e6f11389d23,2024-07-16,transaction dispute,resolved
89e1d602-e1f2-4cec-ae81-99473634d70f,4bd622cc-4005-451a-acd3-55ab86b59bab,e7c8878d-6e18-48da-b0a3-1cf5b11f84a0,2024-07-16,card issue,pending
27e77772-4886-4436-a4ee-d7e1b65cc449,992fa72f-706d-4828-ab28-d3d67bfe1c82,01cce6bc-286b-43de-a899-ffd2fe20379a,2024-07-16,card issue,resolved
df8e7ff7-daf6-40cd-88bc-2b22aca7e5ec,594ef76e-69da-42a1-b3ec-c8ab16d628ff,ceb315d6-f023-452c-b27b-57c081ec06f9,2024-07-16,other,pending
13ab153c-60d0-4874-bbb6-865020a739fc,8729306a-5624-4be7-9ed6-b3af6fdd5eb0,49e8e3dc-e05b-437b-8482-d034ab0f6407,2024-07-16,card issue,escalated
8c4e2614-5411-41af-bedd-a9b87803e604,835b1563-a0d4-4018-a457-162722dfcd9c,73ff8e80-d63c-4905-b449-485f93b1f29d,2024-07-16,other,pending
6a233c3a-071b-44c9-8a08-f54280926e88,4f7aa179-5113-4726-880f-da7e23b79580,6b543457-06cd-4b7c-984e-862e705607ae,2024-07-16,account issue,resolved
8773803c-2337-4c3a-917f-1f458479daa9,0d5d8721-414b-4dd2-8b02-40fed04a1183,145b2acd-e004-4d41-b64d-f293c54dd895,2024-07-16,transaction dispute,escalated
52e873ad-26fb-4bbf-b421-cf549ffd9aad,d869c4fb-0d41-456b-a02b-6c71ce14eac5,5e9184a0-e90e-4ad3-ba76-21920058bd5b,2024-07-16,account issue,pending
4f845ce9-eac9-4f3d-91fd-ef89091be27f,d49ba8f5-8d9d-4bf2-a0a3-bc9ef9d61335,4dbb44aa-e4e9-4f83-987b-ab4f063d745e,2024-07-16,transaction dispute,resolved
21ad7f92-8e58-4d64-b69f-caebec11770c,4ab3e9d4-1ea1-42f2-a169-9182b4e6c423,5a674b49-ad93-4051-b671-ea00118634a1,2024-07-16,account issue,resolved
79196418-3e49-458c-8352-546f13362db1,2e92de57-6f13-42c1-867c-60f23d9ca9ec,368c6bfb-df06-41b5-a19b-26943d9c549c,2024-07-16,transaction dispute,resolved
8fc9ca5a-5036-4385-a0a7-4f56020467da,c63c48c7-bc73-4175-acf1-c5fb3e37c0dc,a3bbf5ee-3fb4-4e12-ae38-5316a0a8804f,2024-07-16,account issue,resolved
f9702293-16a7-4e90-aa51-99413de8d4c8,972c1c65-3a88-4fb0-a5bb-1d8d1a6f1475,7d6f76b1-9cf7-4b2b-a65b-f0ee90c88123,2024-07-16,transaction dispute,escalated
c3fb2c19-94b1-4d35-9d42-07dc7513891c,51e023d5-a42e-4a6c-9502-5a6a546cd09c,201901ee-82ce-4697-8986-652b58476e0c,2024-07-16,account issue,resolved
a6f469ca-90f0-4adc-ab66-085687a7dfb7,4bcdd4b6-398e-4d6c-9d3c-be443be105a8,d33c5f7c-8b18-48a4-bd08-a8d704ec936c,2024-07-16,account issue,resolved
2e58a366-32c7-42de-8922-3f48172c78ed,32a59bcd-cc18-44a7-b4cf-d30a0d3507c3,ea7092ac-0061-45d0-b2d5-c3c991f22a4a,2024-07-16,other,escalated
e4e0a10e-8cd9-4c0e-9e38-d6330c7c7ce0,46d4ee81-c676-44aa-9eab-2597c9196710,5ae770d9-1d59-4dc9-bb1c-06833926b7bf,2024-07-16,card issue,pending
cb77515d-c0d6-4f23-a13e-23f582f6234d,164147e3-6faa-40da-b20f-aba5dee95261,11b9a434-1367-498f-b566-f06e55fa45fd,2024-07-16,loan inquiry,escalated
d62b50ef-b4bd-4493-b890-ef3f5e9d3764,d65c71fb-b188-4a9a-84aa-d7b439a7856b,f41300db-8ddc-43ad-a4ab-f63fffeeeaca,2024-07-16,other,pending
da5f3b8f-dba7-407e-85c2-d04f0940f79e,65c432ee-58fa-4892-9030-4670d71f877c,716890e5-d359-4824-885c-a50241ccc438,2024-07-16,loan inquiry,pending
355c9cc7-0ec3-4a79-aad8-0397ea5884da,2877137c-4468-44b4-b41a-faf20cbc74e3,9017b513-ab76-4444-9fed-c71a41e0531e,2024-07-16,card issue,resolved
dcf4dffb-4a20-4681-b6fd-40dce131e71a,5931e4a6-0f32-4a8a-ae33-26d37c184f83,dcac40d5-e714-42c9-8138-a5d2d4de9e76,2024-07-16,loan inquiry,escalated
5d7960b9-148b-43f7-abcc-e833298e931c,525fd6d4-e507-4572-877c-9b210a403efd,7b47f4a3-b1c6-4e9e-aad3-603be423dc63,2024-07-16,loan inquiry,resolved
8ed91255-0334-4817-b7c6-0cf1046dd743,398ea6c1-66f4-4a33-bc6d-667e290383ec,ac411e9a-c145-4ead-bbdc-1d2de6d0b9c5,2024-07-16,other,resolved
5720032c-cecf-4591-811b-a6df6b13eddc,42ab2c26-3152-4c45-a8c9-d9062ba126d4,9017b513-ab76-4444-9fed-c71a41e0531e,2024-07-16,transaction dispute,pending
98345480-887f-4065-868e-fdcac81312c4,3ba3e35b-7c94-4a0f-816c-0f2cca34d26f,13236c74-17e0-45f5-8272-84ffc3782da8,2024-07-16,account issue,pending
3dab7e47-f6ca-486c-8b20-b0622bfa171d,1f4d6dba-bdde-474a-8c65-d8abe35b755a,5cfa2e8d-2305-4507-b08f-8a3af0116b77,2024-07-16,loan inquiry,resolved
2d841cb7-de7e-4e69-be37-6015a1ab5e38,9d9899c8-f5b3-45cf-9e14-eb8adbd43c92,058fac65-71a3-4cdd-9708-91e642a8768e,2024-07-16,loan inquiry,resolved
9183fa60-97eb-46f6-a82f-ae8090832551,e43ad4db-a7f0-48ec-970a-5dcf741d0cc4,ad7d5c57-5af9-46a0-aff6-2a2ccd1248e0,2024-07-16,account issue,escalated
d1548f3a-2f61-4e9f-9338-679b9591d2fc,c0c2b606-ef26-4585-b706-60e3138a59b2,f38bd9e8-9e01-422e-adc5-3b1b13c68c7e,2024-07-16,loan inquiry,resolved
129ba377-795c-470c-9df3-910a45bb1a14,6410181b-376a-4a31-8003-87f980d7731c,3667807b-5323-48c9-9589-9cebd07fbbbf,2024-07-16,loan inquiry,resolved
7b423d34-5177-466a-96aa-140cb89297d5,76828214-8ddc-4536-bea3-59c7a317c36f,44c9b6d1-bd46-46e4-809c-fe1902d8ec17,2024-07-16,transaction dispute,escalated
3daab881-fedd-4164-8c81-68cf03be8b24,7c21119e-d673-4d8b-bbda-dbabceb0c21b,01ab59ba-a643-4f4a-b59f-10127fdf8919,2024-07-16,transaction dispute,resolved
18e2fb1f-6c42-4cd0-8e5e-5ece52784f3f,eca337dd-4e5d-4230-bdbf-531c8b5eb1bc,49e8e3dc-e05b-437b-8482-d034ab0f6407,2024-07-16,transaction dispute,pending
0a9fe467-f806-4ef7-860e-3dfaad227ff2,caaf0b23-dcb4-438f-8851-341cd550e133,a1bbcf9e-ffa7-443c-b54a-7e01766942c5,2024-07-16,account issue,pending
40bdab75-ead8-4d9e-945b-443ea2fffcf1,ed1258ab-17f0-46d3-a5c0-59394b4af854,cfb1c96e-af70-4634-9b54-b77b871b5164,2024-07-16,loan inquiry,pending
ac866ec4-cd84-4656-ab8b-1588929bc4e7,2de7c381-4fcc-405a-bd27-b488af9a3d4f,85c6d489-f8f4-453c-8e18-de5f46ded99d,2024-07-16,account issue,escalated
5895b52b-2be6-4d75-8e58-829bdb942045,34c1fd15-a6a8-4a8e-98ad-b7fe67dcdc72,c231c501-bc1e-4813-a0c2-219c34a563b6,2024-07-16,other,escalated
2b6e0552-00f3-4501-87cd-84ea9b73b4ae,dfaf16da-19cb-456b-b3aa-8b7262cff4f2,6d332a78-248e-483b-a012-2323e4c2d34f,2024-07-16,account issue,pending
8ab75b10-e956-4e39-83b8-a00a5038ccda,c3812007-f9c7-4498-a534-1528e0b92796,ab2a9492-7c0b-4b76-a5a8-0c8aae532715,2024-07-16,other,pending
8ae54d61-0c05-467b-8e88-55bc9bf1e10c,b4b13f49-11a9-44b2-8313-e225f4485c21,f683f065-09a8-4ea0-be90-2fb887e880f7,2024-07-16,other,pending
930d5234-9214-48c9-8a73-9e36abcaa5c3,dfaf16da-19cb-456b-b3aa-8b7262cff4f2,c25cbc95-fe58-4490-bd25-c20c84ca1c7d,2024-07-16,other,resolved
76088898-14a3-4424-a05b-0448d9095bb5,17bf7b78-5387-45b6-9a4c-a7ea90a755db,49e8e3dc-e05b-437b-8482-d034ab0f6407,2024-07-16,transaction dispute,escalated
fb0926e7-f558-4ae8-a9af-3273e9f5130e,eae6a0f9-74ba-45df-be94-a157650895d2,19811b1a-f36d-4315-a0db-836380af3936,2024-07-16,other,escalated
cf7ecac4-c8da-4465-8198-cb277f30fc99,10540fb7-898e-45a5-94f6-9519636c1401,3e76acd9-35d5-4c24-856c-933eea031cae,2024-07-16,card issue,escalated
c326eab4-7708-49a1-8327-67459f6226a6,a74da7b3-637a-43e5-9616-31d36742039c,08f8479e-384a-42fb-9f28-a00a67a5e115,2024-07-16,transaction dispute,resolved
d263cba5-9115-4275-8cf8-8aa603ef3136,89b56254-43b2-4c89-98de-50719e0162d5,aecba8c2-0783-4716-9cf9-74779197f08c,2024-07-16,other,pending
b7f7a1c0-9760-427b-b2c3-d07329dc52e0,3d116af3-f8ce-43f6-a8cc-c5d91a040425,f41300db-8ddc-43ad-a4ab-f63fffeeeaca,2024-07-16,loan inquiry,resolved
79309c1b-c492-4691-85ff-c6566870a46e,bcff8cc6-49a1-4de0-bb73-83fe0fd5bbf6,19811b1a-f36d-4315-a0db-836380af3936,2024-07-16,card issue,pending
e598ae80-e1e8-4219-a33f-850aad2a7d5a,e003b75b-3c6b-4c32-8307-f28a33b4327f,64bb3ead-538b-4bc8-89a6-aa5aeb6f75ec,2024-07-16,card issue,resolved
9ccd5f92-f8c2-4c5e-b0d7-d19655962e74,688ab182-b251-4e8f-80a7-7139655717bf,59c575d4-2bd5-4382-9092-a1d4c708e4fd,2024-07-16,account issue,pending
a9eec424-e559-479d-9d9e-c3c11f1faf8e,7b071bca-cf11-46e1-a835-3f05295f22ee,50c8fdfd-5d7e-42bf-906b-b0e2ac9d2a52,2024-07-16,account issue,pending
6bf8e4b4-f88a-424e-a8cf-9e5df9d95300,cf14bf18-aa2b-44b1-8736-7cee0a0abe37,a6af03be-665c-4aa8-a067-bc4b5637d044,2024-07-16,other,resolved
2eb30a75-81af-47f6-a7f5-ee474a0873d2,160b7408-2af8-49fc-8e8b-e91d12c91206,201901ee-82ce-4697-8986-652b58476e0c,2024-07-16,card issue,resolved
2708bb1a-e935-4ac7-afd7-2a13e96013e1,5f3e441e-1a0c-48ec-b890-d3900e5d5df9,7255dbe1-696d-44a4-8e63-8359c509e5fc,2024-07-16,other,escalated
55957d48-8e94-4e35-80d7-0cf00f588184,cb05b0c4-b0c4-491e-a7c8-559fd21aa240,e561d1dc-148c-47e8-817d-d9c1252d8709,2024-07-16,other,resolved
44b3af2b-862a-45b2-870d-f664560b2c82,29c5105c-ddef-42c2-ae3f-77b3ad04f438,97fce04c-dd1b-4c80-9560-544d6e37e394,2024-07-16,transaction dispute,pending
5e7e0472-a39a-4424-bf7c-2ad9610afe09,e086e3fa-3100-4e7f-b70d-e1e4adfede6d,b7840359-dfac-4bdb-97bf-5f1e5736b2c4,2024-07-16,other,pending
