customer_id,credit_score,score_date
b7b777a8-7578-40e9-8024-5bb47ad05f24,754,2024-07-16
5cf704f3-f23a-4ae8-93b7-cc30689e5450,532,2024-07-16
63624f56-8f53-4ee1-a58f-0145a7f00f08,581,2024-07-16
65529a43-233b-49a4-9ca7-4d75498308b3,631,2024-07-16
1cc6425b-1306-4911-9c31-5a5e8d92b39e,814,2024-07-16
8f44e33b-2ddc-4d8a-9273-c92aed34b0b8,467,2024-07-16
cf14bf18-aa2b-44b1-8736-7cee0a0abe37,336,2024-07-16
65c432ee-58fa-4892-9030-4670d71f877c,437,2024-07-16
4dbecc66-a5eb-458e-924e-fd454b315dc9,409,2024-07-16
658683ab-0113-4c4f-8288-f53b6b973943,447,2024-07-16
37905015-7bed-4ff6-991a-3948d18821d2,531,2024-07-16
dac3ac92-27e9-47d5-8982-c0ffa8a3a5c8,843,2024-07-16
456caca2-6da5-43bb-a428-c568ae2b974c,798,2024-07-16
4f634f1b-548b-4fd4-8819-a825816b7cfa,343,2024-07-16
c5893ee3-dc09-4c47-b3df-2e4e9c8e9e64,450,2024-07-16
89595d8a-0a5d-457f-a47c-c3b2f390bc5d,412,2024-07-16
d7e1bb5a-19ab-45f4-b594-259465da8420,622,2024-07-16
75e6725c-ea39-4b49-afb1-1397d726400c,325,2024-07-16
342ba925-9e3c-4ea1-a568-5466ce2c9d89,598,2024-07-16
d7e1bb5a-19ab-45f4-b594-259465da8420,794,2024-07-16
022da67f-ae9a-4487-a691-badb30b829da,496,2024-07-16
90d77d26-0f87-43c1-a86f-00d1ff53b82d,637,2024-07-16
8aa88fde-9258-4d5b-a970-878651839a13,463,2024-07-16
885e2210-6cc5-4f6b-8f73-1265d408d83d,745,2024-07-16
2e31db6e-425f-44ab-8ef8-49a9e00a0f29,308,2024-07-16
4870e04b-118b-4021-8f5a-a39df1048261,380,2024-07-16
f43547e8-8604-4203-b005-09f52604ce63,542,2024-07-16
6923a82f-88a7-40ec-840c-6a9e379eda6e,529,2024-07-16
01213708-bd6b-49f3-beda-b369f42ec648,414,2024-07-16
d49ba8f5-8d9d-4bf2-a0a3-bc9ef9d61335,360,2024-07-16
888fe75b-4250-4a62-81e5-75d6da9658f7,595,2024-07-16
5891ab97-f7ee-42e4-a111-a8523d671574,523,2024-07-16
4cf1e3c7-245c-43eb-aec7-4a0795f3894b,497,2024-07-16
842e877f-8ebc-49ce-9c80-eb3590f0ce97,606,2024-07-16
a807e114-cb38-4781-a8e8-45e978347ae5,452,2024-07-16
b7b777a8-7578-40e9-8024-5bb47ad05f24,347,2024-07-16
c63c48c7-bc73-4175-acf1-c5fb3e37c0dc,689,2024-07-16
3ba3e35b-7c94-4a0f-816c-0f2cca34d26f,798,2024-07-16
583e04ad-bce0-407c-be2d-7b5a49075840,802,2024-07-16
342ba925-9e3c-4ea1-a568-5466ce2c9d89,566,2024-07-16
164147e3-6faa-40da-b20f-aba5dee95261,487,2024-07-16
fccc8c89-0708-4526-9d3a-2e040e49a7c6,759,2024-07-16
46d4ee81-c676-44aa-9eab-2597c9196710,809,2024-07-16
697093ec-0561-49fc-bf43-55a3c5978093,451,2024-07-16
834e5bef-d3b1-4755-bc83-ec7eb09655cc,765,2024-07-16
9675a0d7-e132-4815-ac80-3ea6fb1b7a1a,530,2024-07-16
ae7757be-46bb-449d-8542-800abbb0b15f,642,2024-07-16
a807e114-cb38-4781-a8e8-45e978347ae5,635,2024-07-16
76891d7b-15f1-4d2f-a165-58bb653e79c4,793,2024-07-16
d2b1f73d-f9c8-4711-b93d-57bb2d75afeb,765,2024-07-16
120aa104-43ae-4401-aec8-52699f395c4d,646,2024-07-16
5f3e441e-1a0c-48ec-b890-d3900e5d5df9,419,2024-07-16
5665e21c-7863-437a-a176-9a9882ac5346,627,2024-07-16
a99ac791-1070-4cf2-ab9e-43179a0a23f7,302,2024-07-16
dd6d99fb-ec98-41d3-8e24-3a5f4942361a,423,2024-07-16
76d1555a-04d5-491a-9404-de3bf0b122dd,723,2024-07-16
e3163881-a1d0-4792-a213-acb6dd424eb9,507,2024-07-16
09a8c654-cd95-48fe-9cd0-222cde8c895a,322,2024-07-16
a77372cb-aba3-42d3-9b86-182b5b7c949c,488,2024-07-16
f12bb9dc-ec13-4a53-adbe-7735ccfc3c2a,490,2024-07-16
09487fba-db92-4afd-84eb-f82ccb37b361,748,2024-07-16
a247a9c9-6102-41ea-831b-a86bd7131c91,710,2024-07-16
0ca8eebc-0196-4517-9fe3-b80fcf304b1f,472,2024-07-16
c531a257-8c81-41a2-9208-d9d22f63ffee,678,2024-07-16
200bdd41-1cd7-4eed-8eca-f19d9bea4a51,548,2024-07-16
286de7d2-0635-4be8-8f77-f0eefd9a32e1,741,2024-07-16
5b0f4dfc-53e5-453f-bdc0-911ae9a76c6f,352,2024-07-16
e66d86e3-119a-4e0f-b574-0b67509d02e1,728,2024-07-16
a74da7b3-637a-43e5-9616-31d36742039c,325,2024-07-16
ad4ef2b1-ebc2-4162-9110-4646d4ea2de5,744,2024-07-16
5f914d01-0e74-48e0-84c5-b76f3a6f71dd,575,2024-07-16
085e92bd-c55c-467c-aabb-259a71581066,489,2024-07-16
4efd825f-4026-4e87-9ff3-fceb59bca4d4,715,2024-07-16
0503e2cb-0b76-4ff7-b1d8-a1fea74505be,449,2024-07-16
fbf2c26c-4c6a-49b2-b46f-282f9886b501,443,2024-07-16
8bcec054-6ecf-4a6f-9fe3-4c7727220487,501,2024-07-16
7a277a51-fa96-4de5-aa41-75dc276ed854,489,2024-07-16
b87e18ef-bc35-4b9a-8f90-45ee7296be7d,692,2024-07-16
1d8df5c7-c74e-4242-9197-e4b88c228a52,467,2024-07-16
fc8de5ec-83b3-4f17-87b9-de9314fe85b4,329,2024-07-16
888fe75b-4250-4a62-81e5-75d6da9658f7,318,2024-07-16
3ef85d71-d926-4b51-b557-d8d3940c940d,619,2024-07-16
3984dc7e-c589-4471-9059-5c968d00acb3,458,2024-07-16
2e92de57-6f13-42c1-867c-60f23d9ca9ec,827,2024-07-16
27a30c08-7355-4423-87b3-ccabc3be8f0f,745,2024-07-16
6b91a336-ae42-45a8-b523-a6e8697ba88c,324,2024-07-16
af94bb24-01cd-44a2-ada4-565dc69b7abf,691,2024-07-16
af26d08b-5a24-450e-89ca-d7f3da2e2fc8,770,2024-07-16
308b6a6e-fcea-421b-8c69-a12faed84f53,584,2024-07-16
799d3480-05dd-4278-9fb6-f13dea53b9c3,712,2024-07-16
b0ed74ce-26ee-49c2-bc0f-e29be429d7cb,341,2024-07-16
cbcc1c8e-b0c0-48de-a796-115b9d298052,826,2024-07-16
dcdce470-7dac-40bf-950f-0e7c9f658c0f,646,2024-07-16
107967a2-d9cd-4be3-9d6a-a9d432309e24,850,2024-07-16
b507405b-df85-40c1-8445-fe7b82502bf1,469,2024-07-16
f9cb1b22-063e-4c66-bd5e-396f389a3390,304,2024-07-16
03e2e3c3-13c3-42b4-b30b-b8e8738b999b,842,2024-07-16
2fd3ed62-f128-4558-b1a0-bf0e938ae3b7,330,2024-07-16
03f15813-4c74-4b62-97df-a82c6d057340,390,2024-07-16
4f397868-d0aa-4792-ad26-26c0fc98d652,433,2024-07-16
e2f87f1d-ec6d-4fef-ac8c-08d2fc871188,494,2024-07-16
a851deb8-d3f2-4b84-ac01-f92a8af836b2,657,2024-07-16
65529a43-233b-49a4-9ca7-4d75498308b3,329,2024-07-16
67d24350-8d0b-4e6f-b109-52e006e541d4,795,2024-07-16
03e2e3c3-13c3-42b4-b30b-b8e8738b999b,412,2024-07-16
931ac43d-777d-4a89-9d21-941fe19764c3,643,2024-07-16
241d1e8e-538b-4f18-8864-908ac8367726,825,2024-07-16
91543e5a-75d2-4558-89df-1babe0f6d878,718,2024-07-16
c531a257-8c81-41a2-9208-d9d22f63ffee,457,2024-07-16
4b83b98e-d5db-4de8-89e7-129504fcadc0,692,2024-07-16
42ab2c26-3152-4c45-a8c9-d9062ba126d4,532,2024-07-16
2cf7affc-8519-48f3-a632-66c47a89f048,609,2024-07-16
1b5f42da-fe0c-404b-93d9-3f2868cb8fcb,528,2024-07-16
a3f17b27-e94e-46b4-92d8-222f79ff0788,394,2024-07-16
79103153-a3ab-4d54-aced-d530850c6b34,330,2024-07-16
8960d3f3-3b33-48f6-b698-07e499149612,438,2024-07-16
834e5bef-d3b1-4755-bc83-ec7eb09655cc,570,2024-07-16
29c5105c-ddef-42c2-ae3f-77b3ad04f438,470,2024-07-16
fb10367f-3b38-4506-807f-d14c380d3005,608,2024-07-16
34c1fd15-a6a8-4a8e-98ad-b7fe67dcdc72,804,2024-07-16
ea12a0a7-aef1-49a2-b2e0-42b8d6eee1ef,731,2024-07-16
ca600278-a846-4007-adb9-2ffb9dba7834,745,2024-07-16
c6afad64-5e1f-4958-89b0-04271cce467f,602,2024-07-16
799d3480-05dd-4278-9fb6-f13dea53b9c3,780,2024-07-16
5c7cd47f-6ab5-47e9-a133-cc3df47caa68,310,2024-07-16
a5eb1cfb-0467-4be9-ae88-d11aea86bfe3,681,2024-07-16
1e66a300-a938-4419-97a6-d73c68c22dae,475,2024-07-16
95f11f0b-eee3-4b3f-aa0d-636b6e778c2d,758,2024-07-16
e2a06cd3-b61f-457f-8a02-eba94d02a930,476,2024-07-16
1685e34a-62d2-4f9b-b70d-66a4691eb96a,420,2024-07-16
7bf476a2-eaaf-4cf8-b9da-1b9d9b626e41,451,2024-07-16
af113671-a20b-44ea-bc28-70b6e930c461,385,2024-07-16
f46943f2-a97a-4e6f-81bf-f8fca306f3a3,429,2024-07-16
47b8b316-a3f6-401d-ad79-8b17d7710625,678,2024-07-16
888fe75b-4250-4a62-81e5-75d6da9658f7,310,2024-07-16
ddd56ee3-dade-4579-9e83-78ca8adcd836,483,2024-07-16
fe63a8f4-5dc3-4ce3-9bf3-d90fdbb292db,664,2024-07-16
3a5b4205-6c25-4f7d-b403-ff4c6a3b13fe,819,2024-07-16
01213708-bd6b-49f3-beda-b369f42ec648,679,2024-07-16
36d8b98d-c7a2-43ec-9015-86aa4a1bc300,340,2024-07-16
b507405b-df85-40c1-8445-fe7b82502bf1,748,2024-07-16
60d8f930-046d-4e0a-abde-1a054498af63,651,2024-07-16
6b513444-6711-4800-9d58-1ccb96c0d28a,669,2024-07-16
f3be260e-69f6-4793-a828-baddd6dc49a5,710,2024-07-16
c56ed9c5-e76a-467b-880e-0a100ce2c438,547,2024-07-16
e09522fa-abf9-4b0c-9f64-b32a6cf6eebb,399,2024-07-16
2e85c793-0aa9-4c7e-9cfa-a388159a2912,325,2024-07-16
c1e91344-9817-4384-8ead-dc8449ec27e8,367,2024-07-16
e956de1c-72f1-46eb-b502-74dbde33db55,839,2024-07-16
bceb5f1b-c50b-41b2-a9d2-d4d56d8d889d,773,2024-07-16
bdf1538f-222e-4903-be01-fb7b04a6f42e,608,2024-07-16
814e8d35-842a-45fa-9be3-49ec90ca3612,703,2024-07-16
f0d63b21-c276-4e01-9e7f-66241b3bfaba,835,2024-07-16
39a9b275-9adb-4ca6-82a5-d8af787b36b6,518,2024-07-16
c5afa675-cf3a-46c2-a2f9-ec7cd6848280,689,2024-07-16
d65c36ab-e759-4c16-b843-fe37120dfdf8,561,2024-07-16
a10d333b-13bd-4d12-8a86-d75b9532e5d5,798,2024-07-16
e084d3b6-730b-4cf2-92b6-66611716d89e,446,2024-07-16
b7dc62aa-faf8-4122-a97b-cac93172c8d1,513,2024-07-16
c56ed9c5-e76a-467b-880e-0a100ce2c438,745,2024-07-16
d3f81b3e-1c02-423a-8d55-fcd7c4a42c93,510,2024-07-16
3f562106-9090-40a4-bbb8-3982d03c8621,355,2024-07-16
771da71e-a416-4dff-aed6-913b8be4dde0,470,2024-07-16
6594096b-c286-451f-9ac3-b570cb5f90f8,537,2024-07-16
36d8b98d-c7a2-43ec-9015-86aa4a1bc300,769,2024-07-16
84a267a0-e111-44a8-aafc-f39ac804e142,375,2024-07-16
a2be0333-4cda-4aa8-86a8-18020254d2d3,749,2024-07-16
a89e86c1-55e2-4e23-bda4-0975d2cd667d,531,2024-07-16
8dd3ccbb-0e19-4481-ab07-0befcafcba55,483,2024-07-16
c3812007-f9c7-4498-a534-1528e0b92796,664,2024-07-16
bcff8cc6-49a1-4de0-bb73-83fe0fd5bbf6,454,2024-07-16
268c3a68-6c68-41d6-bbe7-47a5f3bd0f56,318,2024-07-16
b6089d76-a590-4356-8cda-a03d98927bd7,525,2024-07-16
af113671-a20b-44ea-bc28-70b6e930c461,458,2024-07-16
3244b7e4-3c2d-40cd-8e84-b28522908458,533,2024-07-16
bf12cb30-c40e-4846-b9e2-e3157070f4b5,579,2024-07-16
699a68ef-e46b-4f28-a370-65ce83bbf11a,769,2024-07-16
77500981-7997-441c-9798-1186bd993657,316,2024-07-16
2e85c793-0aa9-4c7e-9cfa-a388159a2912,406,2024-07-16
671d14fe-1836-4458-a2e3-2deefa15eb7b,319,2024-07-16
ceb8708a-6598-4c4f-9dbd-e3d3bcac32bb,826,2024-07-16
e3163881-a1d0-4792-a213-acb6dd424eb9,533,2024-07-16
29c5105c-ddef-42c2-ae3f-77b3ad04f438,662,2024-07-16
a0bff7c0-6c2b-48d2-9128-d7638c79e62d,730,2024-07-16
342ca4a9-e041-4459-a8a3-2f18a95d029e,527,2024-07-16
a8d44043-0534-4d3f-81b6-6086ba978f96,827,2024-07-16
0cda7cfe-dbb2-4efd-85f0-f98d1523570c,642,2024-07-16
69081d86-571e-48df-a324-ea52affaebb5,687,2024-07-16
f2eeb424-3764-4b6a-abbf-1c98e98134a6,654,2024-07-16
a4fcbdee-b49d-4b3b-bff0-599ae2ba257e,824,2024-07-16
4bcdd4b6-398e-4d6c-9d3c-be443be105a8,790,2024-07-16
54668650-832d-4f00-ae8f-ebc904df9047,700,2024-07-16
eae6a0f9-74ba-45df-be94-a157650895d2,366,2024-07-16
1cc45a69-1f17-478c-b36f-1dcb97fbb4ff,480,2024-07-16
a74da7b3-637a-43e5-9616-31d36742039c,668,2024-07-16
39a9b275-9adb-4ca6-82a5-d8af787b36b6,609,2024-07-16
2fc3909e-a163-4804-97f3-6ce131e25d93,698,2024-07-16
2faa5193-f799-4a71-8731-858f1ccbbc17,405,2024-07-16
4eb918ec-f077-4918-af09-d8b3c466890d,608,2024-07-16
0e7682a4-7c63-4f69-a629-26cef83bc2c0,404,2024-07-16
985d6e75-5f38-4492-9a54-8bafe0097abb,496,2024-07-16
af3e90ef-1e47-43a8-b7dc-30bf9f353b90,562,2024-07-16
6b2fb5ff-315c-4b0b-a33e-40982e0944a7,625,2024-07-16
4621d3d0-6bfa-4b1e-9e7e-f4cada5a663e,623,2024-07-16
099bf6cc-dee7-48b6-83aa-f350a37dcb08,581,2024-07-16
4f397868-d0aa-4792-ad26-26c0fc98d652,574,2024-07-16
b87e18ef-bc35-4b9a-8f90-45ee7296be7d,557,2024-07-16
c0c2b606-ef26-4585-b706-60e3138a59b2,579,2024-07-16
22a8dc4f-f132-4ff4-992b-8f8d42581e30,410,2024-07-16
3f4c0537-60df-4664-aa66-fc64dba70226,583,2024-07-16
203133e8-ce2a-4866-9e5a-7bf8916e6e68,593,2024-07-16
30e78793-37e2-4ed7-8f63-9197c604a549,782,2024-07-16
fccc8c89-0708-4526-9d3a-2e040e49a7c6,467,2024-07-16
35dfb0aa-becd-4228-aed4-1c6d538c78e6,314,2024-07-16
c4abeabe-eb84-4980-9f89-27345d348493,322,2024-07-16
03af4a04-a78e-4305-a159-88810e707b9c,446,2024-07-16
79e1de8e-1be8-40f3-975e-16e4aa1b4249,342,2024-07-16
3f6d37e9-4b6c-43f6-8de6-db527e8dadc8,821,2024-07-16
f9cb1b22-063e-4c66-bd5e-396f389a3390,304,2024-07-16
594ef76e-69da-42a1-b3ec-c8ab16d628ff,570,2024-07-16
c738f92f-3854-4baf-b902-542f05bb8bb9,371,2024-07-16
b79b919d-01d5-45d5-8fd3-0dfc532020f4,333,2024-07-16
01dcbb86-b716-4bea-ba92-d7dd7c048b52,420,2024-07-16
3d116af3-f8ce-43f6-a8cc-c5d91a040425,523,2024-07-16
b0a0f258-6b1a-45bc-8d22-a90105b9bc45,366,2024-07-16
2bcf818c-d7d9-4ac6-b780-a1247c3ce5e3,319,2024-07-16
b40ae020-91c4-4267-8933-7ad000de5019,445,2024-07-16
2fd3ed62-f128-4558-b1a0-bf0e938ae3b7,662,2024-07-16
ef9709c6-923d-450a-b3fc-0d1ae8396768,589,2024-07-16
b2c9302a-89df-4214-bc0c-38a45757625e,540,2024-07-16
0e2f10c0-8c5d-47e5-97d4-b79db1ef0b44,447,2024-07-16
fd828162-a6d9-4743-a204-6fa43bf4dc97,587,2024-07-16
8fbbd8fb-e677-4b5a-a025-1d1cf48c4f8f,784,2024-07-16
135795aa-8171-410c-bcac-814555e0bba8,564,2024-07-16
154a4171-e364-4ef8-a18b-ca9ab5da627c,623,2024-07-16
081305d1-2f61-4fa2-af7a-8f81d2d71cae,788,2024-07-16
24be1264-e104-463d-885b-2324a334f386,637,2024-07-16
869ef04a-0218-4fce-bbb9-69403376ad0b,327,2024-07-16
342ca4a9-e041-4459-a8a3-2f18a95d029e,682,2024-07-16
200bdd41-1cd7-4eed-8eca-f19d9bea4a51,737,2024-07-16
a56fc524-9660-4b3e-bc6e-79d2184709b4,835,2024-07-16
ab3a4f8d-711e-42c8-84a8-a0f4147f146f,814,2024-07-16
c0c2b606-ef26-4585-b706-60e3138a59b2,681,2024-07-16
f6184ed5-7520-47c0-9957-dc3dc0186d8a,790,2024-07-16
4eb918ec-f077-4918-af09-d8b3c466890d,354,2024-07-16
0e7682a4-7c63-4f69-a629-26cef83bc2c0,570,2024-07-16
2c2a80a4-ae99-43fe-9e89-6688bdfbb6b2,732,2024-07-16
95f11f0b-eee3-4b3f-aa0d-636b6e778c2d,428,2024-07-16
3a5b4205-6c25-4f7d-b403-ff4c6a3b13fe,351,2024-07-16
26779dad-ef1e-4848-9af4-32b25b8b09bd,642,2024-07-16
814e8d35-842a-45fa-9be3-49ec90ca3612,681,2024-07-16
e91bb55a-2252-4605-b63b-743cebf172d1,466,2024-07-16
a8d44043-0534-4d3f-81b6-6086ba978f96,445,2024-07-16
