atm_id,branch_id,location,status,installation_date
24cd3adc-af9c-48a4-b78f-68bad4acb674,267ede62-d32c-414d-aaff-08a24b68f4ba,"832 Murray Mews
Adamton, NJ 14628",out of service,2024-07-16
fd8246f9-b317-4572-8f30-402635c29c24,dee37e2b-a610-42ff-9fd9-98176995769c,"5948 Paul Manor Apt. 087
East Sydneyton, MS 67150",active,2024-07-16
3c754a97-b936-4e11-b38b-b50acb0d2e3a,6e4100c7-934c-481b-9aaa-178e9f430021,"27548 Howard Pine Suite 098
Port Katherineton, AR 79660",out of service,2024-07-16
4aabdfef-bb2d-47aa-bad7-532bba1d25f0,9db1c490-8070-4ca8-a5f2-2fc6fb55a586,"USCGC Rodriguez
FPO AA 84368",maintenance,2024-07-16
cded2677-4a26-4412-8ced-26655556fb5a,43c90377-73f4-489d-9c6e-c1b3f57a10f2,"4550 Chase Parks
Johnton, FL 20760",active,2024-07-16
b6350d1d-a392-455d-81be-7a7e3449b37d,0ceae6fc-2b7c-4c4e-9f4f-98af927b3981,"85393 Cindy Roads
Williamburgh, NH 24157",out of service,2024-07-16
89661d7a-d1e8-4808-8bee-3c868be82df8,505561f5-5cfd-427e-829d-00083bdb5b1c,"53992 Susan Lodge
Goodberg, PA 40735",active,2024-07-16
87057ee3-e25a-41d6-ba01-fb4336656176,c6d50f58-de37-42c7-9e53-e18a742247db,"15266 Shannon Mountains Suite 182
South Tommyton, DC 01497",active,2024-07-16
8d5ab57f-3a0d-4454-a825-0ea3cb570de3,287bf712-a93d-4bd8-a114-2c2a90a14794,"534 Kathleen Turnpike Suite 136
Freytown, NE 60758",maintenance,2024-07-16
c2892e80-b5fb-4b23-a016-b5913c57d581,b78f4698-ebb2-49d7-a56b-9f06e0570f94,"90771 Ryan Valley Apt. 085
Lake Randy, AL 80976",active,2024-07-16
7c2f58bd-a36f-4864-8b4c-667995edd308,027008ef-7d22-41bd-9179-0618c1e2aa46,"793 Valdez Avenue Apt. 531
Hamptonstad, NE 67414",out of service,2024-07-16
5643aa7e-d7b1-4ee6-be5a-bec824ef992d,0a066225-151b-4896-ad3e-9eea24fe530a,"5840 Thomas Highway Suite 502
New Brandon, AK 57923",active,2024-07-16
95531888-9339-40eb-a5d8-09463ec86d02,fc31ad3f-84ff-4f35-884c-8bd800a406cf,"7341 Patrick Curve Apt. 542
East Brian, HI 24930",maintenance,2024-07-16
161dd4f1-ac54-4788-8505-44844c887df3,22e001b8-a698-41a0-a7a0-b40c9a33d3b1,"2504 Guerrero Pike
Craigshire, OR 94287",out of service,2024-07-16
ae4bb41d-50f4-4955-a146-cc81ccc3dce0,537d681c-b2c4-4255-bafb-3063fbeb97db,"56345 Bryant Cliff
South Lisa, PA 85126",maintenance,2024-07-16
6a7fac41-5056-48f7-a5fd-a7b9beab4fbb,d3fc7c7d-4f36-4583-b6eb-2a86c4821036,"PSC 5589, Box 6390
APO AP 24988",out of service,2024-07-16
137d1de0-d245-44c5-aac7-77b5f8e4bc0e,4838e5ba-34ec-4aeb-946a-6c5649fd8a10,"USS Petty
FPO AA 33259",out of service,2024-07-16
d3f70328-99e0-4bdf-824a-4add43851ea2,124c788f-2c90-4605-a830-c397997c9bbc,"537 Dorsey Forges
Hannahfurt, MD 75530",out of service,2024-07-16
a56d19c2-ec1a-4d2b-bde7-4019feccab49,dee37e2b-a610-42ff-9fd9-98176995769c,"PSC 1667, Box 6799
APO AA 15294",active,2024-07-16
96228aba-25e2-44cf-a4af-f9f9371d3dab,287bf712-a93d-4bd8-a114-2c2a90a14794,"619 Phillip Trafficway Suite 449
South Lori, IN 26541",maintenance,2024-07-16
5ebb63ab-060c-41f5-ba3e-2ce18cd12ee0,0ab80a8f-5594-49d3-881b-5feb4f3d6602,"3789 Duncan Alley
Jacobland, MD 19856",maintenance,2024-07-16
60f4b315-d6e8-4753-98e1-565e103e52ed,eafed602-8d8b-4fe6-bd57-fef43f228159,"44750 Gordon Neck Apt. 287
Lake Kennethchester, AR 35222",active,2024-07-16
93791e9b-8720-4aa6-b9ef-46bbaac7d4c4,0b43b48e-8624-4049-990c-28e3d13a2c0c,"2712 Dawn Island
Sarahborough, OK 99707",maintenance,2024-07-16
c8c2a437-ec9a-4c03-8b92-0c225d30c7b7,9e62a84b-510b-4fc2-b66e-5c118d952ce8,"9049 Jeffery Plaza Suite 585
Washingtonport, MN 61632",active,2024-07-16
ec735493-017e-4987-bc6c-5dd2974af6b6,b78f4698-ebb2-49d7-a56b-9f06e0570f94,"87219 Hill Skyway Apt. 304
Jacobsonside, DC 74510",out of service,2024-07-16
dd66ba05-53bb-4f38-a404-22e569fb43fe,8a3c88c6-8efe-4c96-8f64-6cd0f0739f11,"47374 Whitaker Freeway
Mclaughlinburgh, CT 90605",maintenance,2024-07-16
82866cc0-09cb-48fe-8494-6421a6b7001b,0d774d6a-11a7-47b5-b79f-95030a8d3940,"815 Nicholas Courts Suite 554
South Colton, NY 21204",out of service,2024-07-16
6e570f36-7a2b-4dd2-9894-48e91483029f,6582a77b-b34f-4d0e-9547-70f9d8035806,"551 Krystal Spur Suite 264
Johnsonside, NC 38128",active,2024-07-16
0162917a-bb82-4f00-b7d0-83b41e51d3bd,eee3be08-35fc-4689-8674-6f13851d1d90,"08632 Blair Walks Apt. 930
Millermouth, DC 92718",out of service,2024-07-16
df8ae529-8d18-4bd9-b3f2-baa9d9f2c846,f85bdcca-01c3-4232-b188-11cc1408cece,"63213 Robin Bridge
Webbville, MI 40486",active,2024-07-16
d6a20767-9863-424a-9ccb-99e8f4cb4547,b0385ddb-bfdd-47aa-8701-bb8886fc267f,"0622 Kristin Spring Apt. 874
South Jeff, VT 70096",maintenance,2024-07-16
2c1cb441-121b-49cb-957e-c7b4679c47a0,dfbdde13-fdcf-444f-9f76-f3cb2b36b323,"9812 Adams Harbor Suite 894
Port Michelle, SD 25349",active,2024-07-16
0406788d-ed6e-4384-a678-fc3f727c3406,0ab80a8f-5594-49d3-881b-5feb4f3d6602,"502 Martinez Isle Suite 154
Scottburgh, MA 56856",maintenance,2024-07-16
8dbfcbac-53e7-4097-b653-030d316973b9,37312415-be8e-43fd-a851-0d1125a0c007,"78120 Washington Isle Apt. 909
North Paulbury, NH 32350",maintenance,2024-07-16
b202be46-fb62-4acd-a85b-44a677d0122b,0ab80a8f-5594-49d3-881b-5feb4f3d6602,"203 Deborah Knoll Suite 045
East Laura, CA 68653",maintenance,2024-07-16
e589d6bd-820d-40ef-b8b4-9536e34fb24b,c681cdc8-d44a-4bf0-a1a4-1cf0453507c0,"935 Prince Estate
Joannetown, ME 02597",out of service,2024-07-16
8708f0e0-8ffe-4f08-8bd8-419776ddad37,312c1bff-4895-4e10-b514-71a79f212892,"9566 Cherry Station Suite 558
Port Michaelfort, AR 85647",maintenance,2024-07-16
4ee1ffb5-37ad-4e51-94f1-1e9c685211be,bd9daec0-9def-4ec7-86d7-09ec2d3549f0,"5889 Thomas Mount Suite 560
Jonesfurt, AZ 20408",maintenance,2024-07-16
cfc843f5-6db1-407a-9a23-046c0886f743,f46743bb-855d-4c9c-9bc0-cd444f6bd1fb,"677 Collins Corners
East Annastad, FL 62354",active,2024-07-16
37d084ac-1414-45ab-80ee-f12e25c99ff1,12ef1318-1f91-41a9-a142-89edf78cdf39,"994 Christopher Burgs
North Kelli, OK 54372",out of service,2024-07-16
f525faa7-f8d7-47be-bd94-d61d9e9127a5,e45acbf1-fde1-44d1-82c1-4ae3d2476308,"48300 Fleming Ferry
Riveramouth, VI 88686",active,2024-07-16
e60e070d-eea9-4df4-b613-89ae7533ac90,0e358481-f3f3-4d53-b2ba-033bc72a44c4,"79166 Powers Expressway Suite 391
Lake Jenniferstad, VT 11394",out of service,2024-07-16
24625057-064a-4d19-b880-03d548af1e72,3a081069-24fc-4570-85cd-477e43babcb8,"102 Davis Turnpike
Port Christinabury, GU 99195",maintenance,2024-07-16
e125dd3b-2654-4bca-adbd-1c75c59c54c4,b180de66-9dea-4a75-b6ef-1118ef479161,"017 Elizabeth Wells
West Stevenview, WI 39020",maintenance,2024-07-16
81de524b-7161-4bd4-b3a3-81efd465ccad,a2beb45f-ea2a-4008-ac56-86096c69f265,"6344 Peck Forges Apt. 768
West Kimberlytown, IL 10337",maintenance,2024-07-16
2a3abd17-9cc5-4913-b6ab-a8071318a8d3,c6d50f58-de37-42c7-9e53-e18a742247db,"93306 May Village Suite 894
West Emily, SD 46135",active,2024-07-16
fd05910c-2e85-43ff-b62f-8ecc0442f925,fba0ddb7-c9da-423e-acfd-6486943ab2e1,"165 Ferguson Ford
North Christine, NH 96414",out of service,2024-07-16
5c1e1b13-2b8d-4765-8225-a8f67dfd7a25,b2163c1f-a9b8-4605-8256-3c9a81225600,"06293 Thompson Landing
Port Cassandra, RI 50939",maintenance,2024-07-16
428e6f30-5533-4e17-bdb5-919adf815936,0e7d518e-8663-4335-bbe1-06dffb51a4ee,"552 Sanders Unions
Lake Karl, WA 96079",maintenance,2024-07-16
e343300c-5b25-4b2d-a96e-bbda3a863e75,b251a596-8a07-41c2-a80e-657ffd1861ec,"486 Dunn Mount
Timothyfurt, DC 89671",out of service,2024-07-16
7aeeb584-3220-4d83-b464-e14290371cd0,8605b936-d5b4-4fa5-95d7-bd3b28b05129,"579 Kevin Island
Hollymouth, MP 29399",out of service,2024-07-16
9435db31-6cf0-435e-8d94-612d75927a8a,0a066225-151b-4896-ad3e-9eea24fe530a,"58682 Porter Inlet
Lake Natalie, NJ 87273",maintenance,2024-07-16
73181433-7d1b-47b1-94ab-aeb9351963c0,484aa84c-7cb5-4e36-8a69-1618debcce0a,"4367 Stephanie Union
Robertchester, CT 35589",out of service,2024-07-16
776c79fc-acee-4460-8891-730d934f7340,f46743bb-855d-4c9c-9bc0-cd444f6bd1fb,"664 Serrano Locks
Port Barbara, VI 92886",maintenance,2024-07-16
7dd7c823-0d84-40f4-817d-7ddd2284bedc,e7c2f239-41a6-47a8-873c-cd0d6a2a2e3d,"504 Johnson Bypass Suite 989
New Crystalchester, MN 64576",active,2024-07-16
e4500d5c-0b98-49db-9307-d1215af547e9,37312415-be8e-43fd-a851-0d1125a0c007,"758 Hansen Passage
Kathleenland, PA 55792",out of service,2024-07-16
0bec655c-1baa-420f-9883-09af81132d5c,c6d50f58-de37-42c7-9e53-e18a742247db,"2084 Dixon Junction Apt. 505
Woodwardport, NJ 59713",maintenance,2024-07-16
63a1bc79-aa74-4009-9f13-9b006329bfd6,f85bdcca-01c3-4232-b188-11cc1408cece,"131 Coleman Common
Lake Nicholashaven, IL 00525",out of service,2024-07-16
6ed0b92e-b3f9-4dc0-8b02-cf0677ac7599,484aa84c-7cb5-4e36-8a69-1618debcce0a,"807 Perkins Club
South Anita, NJ 17092",active,2024-07-16
6e1e0dfc-3997-46ae-b95a-34d235e98f37,12ef1318-1f91-41a9-a142-89edf78cdf39,"1473 Green Fords
Lake Jacob, VI 52717",out of service,2024-07-16
e19e2a59-d6f7-4039-abca-32803bad60cf,b0bb2387-faa5-4c06-adc6-3af5d5827a3b,"811 Rebecca Expressway
Matthewchester, AR 06791",active,2024-07-16
4107ea61-a182-4901-b652-54b5c1e65970,e98a047c-37af-481a-94bf-99e29644f36e,"8119 Davis Square Suite 748
Jennifermouth, HI 48332",active,2024-07-16
a9ff7abb-9a3e-446a-b1f6-c8ac2f1508ce,33f35a01-c53c-4ba0-a928-0b776b18cdea,"USNV Reeves
FPO AP 02126",maintenance,2024-07-16
d4fd2843-4456-4041-af8b-c68cf3257855,cf5dfe79-ddda-489a-a8e4-5167b835ba08,"37815 Melissa Road Apt. 909
Sabrinaberg, WY 53743",out of service,2024-07-16
55b12fa9-ddc3-4682-8ef2-4d8944ef436c,d93b56f1-add8-45c7-a073-fa3540b70f34,"PSC 6136, Box 0706
APO AE 22352",maintenance,2024-07-16
d6faedf8-fd25-4595-896b-b12487c5973e,dee37e2b-a610-42ff-9fd9-98176995769c,"PSC 8897, Box 7771
APO AP 97579",out of service,2024-07-16
444d5605-d6a9-40b6-9e91-80c5d566fd99,cf5dfe79-ddda-489a-a8e4-5167b835ba08,"417 Sanford Vista Suite 441
Joannaton, DC 48469",active,2024-07-16
c4a433b4-15e6-4098-8a43-8c07018c0289,86ead676-2336-4870-9d55-fb648e176d01,"1810 Andrew Heights
Bauerton, GA 03012",active,2024-07-16
f08ad7f0-5831-4674-8770-78a51b060e97,2f0e20f7-fdca-48cc-ac60-43e56e11183d,"747 Jeffrey Walk Suite 823
Stephaniemouth, NY 99903",maintenance,2024-07-16
931b7fce-3282-4a1b-894d-9196c2665f60,f504e1fa-e481-4d2a-ade6-43ed4c8b14c1,"0564 Chloe Fork Apt. 377
New Robinstad, NH 75052",maintenance,2024-07-16
824209da-4bb7-4a58-8a0c-4d6a9ed8f286,8a3c88c6-8efe-4c96-8f64-6cd0f0739f11,"3123 Christopher Roads
East Jaime, NV 99450",out of service,2024-07-16
61be6287-1188-4da3-832d-2ef77e26b678,3a081069-24fc-4570-85cd-477e43babcb8,"50545 Pham Rue Apt. 342
Elizabethshire, NE 47510",active,2024-07-16
13be25ad-f48a-4c62-8617-98f7b091a6a6,0e843148-f1b9-453a-bc0f-fc115e75abc9,"0689 Debra Canyon
Boothville, NV 53950",active,2024-07-16
afd6141a-a3b6-4001-8b8e-126ead2d42b4,0d774d6a-11a7-47b5-b79f-95030a8d3940,"742 Duran Shores
South Michelle, RI 63362",maintenance,2024-07-16
32bd1a8f-3944-433a-9b3a-8087959a814f,2b947b08-25c0-4ddb-aa57-a828c2e335cc,"368 Tammy Bridge Apt. 492
New Brianland, AS 58747",maintenance,2024-07-16
c310e660-7573-4c24-8075-469f9feb35b3,f46743bb-855d-4c9c-9bc0-cd444f6bd1fb,"95085 Dougherty Circles Apt. 536
Julietown, NM 61489",maintenance,2024-07-16
6e689241-5049-475a-ba15-a63e3dd43acc,b0bb2387-faa5-4c06-adc6-3af5d5827a3b,"59266 Cynthia Lodge Suite 928
New Cassandra, SD 19560",out of service,2024-07-16
64081247-452b-45ba-bd63-62fc124ca60b,9e62a84b-510b-4fc2-b66e-5c118d952ce8,"3532 Michael Cliff Suite 298
Port Markchester, FM 42912",out of service,2024-07-16
2f3cb8a0-69e4-4154-90db-714e7b00cf88,cebffcb2-a032-427d-b478-e94aedd324c0,"544 Coleman Plains
Lorifort, FL 32270",out of service,2024-07-16
da059a09-ae21-41df-9355-ee4633d9dac7,b2163c1f-a9b8-4605-8256-3c9a81225600,"13419 Jacob Isle Suite 171
New Annetteborough, PR 44081",maintenance,2024-07-16
10467640-f622-40f6-b195-4c1c75db2119,9cf95af7-bbeb-4bc1-93d5-8e8ec62bba51,"34584 Roach Land Suite 720
East Timothy, FL 77208",out of service,2024-07-16
5a254ffd-1526-4d02-b944-72ae66424e07,0ce1a55d-3860-4290-8e8d-d4dacff88bb0,"958 Luna Walks
Salazarport, CT 13081",out of service,2024-07-16
81dc49a6-8cb5-4eb2-ab90-6ed79ba64230,4838e5ba-34ec-4aeb-946a-6c5649fd8a10,"5810 Christopher Plaza Suite 803
East Kellyton, FM 45053",maintenance,2024-07-16
9621f063-1013-4690-add2-3525fefdce64,0a066225-151b-4896-ad3e-9eea24fe530a,"57548 Andrew Estates Apt. 657
Port Leah, PA 00934",active,2024-07-16
af6a193e-0492-4750-ac50-eed0547bc2a4,84f65624-31ea-4452-b18f-6d72327b614a,"5080 Perkins Roads Apt. 722
North Leon, RI 49650",out of service,2024-07-16
befbf847-2415-4bec-aeb7-775586396ed1,84f65624-31ea-4452-b18f-6d72327b614a,"26548 Ashley Garden
Sanchezstad, RI 90025",out of service,2024-07-16
3efe6d39-cd55-416c-893e-d930ce6466d5,9e99a135-8120-4032-87f8-ec63e0ba3a24,"2274 Courtney Manors Suite 744
South Tiffany, FM 04256",active,2024-07-16
f31d2117-06c6-4f9b-ac8a-ae2f67174674,c3653e86-914b-4f82-843c-cac8b15d70ba,"87631 Tanya Port Suite 667
North Debramouth, SC 14751",out of service,2024-07-16
1ed9249f-beb0-43e4-951e-54d7b8705ba5,0e7d518e-8663-4335-bbe1-06dffb51a4ee,"1375 Oscar Drives
Brownmouth, TN 33774",active,2024-07-16
7b0af871-5396-4788-8f34-5f8dbb39e758,d93b56f1-add8-45c7-a073-fa3540b70f34,"8047 Pamela Streets Apt. 276
Hallfort, SC 63213",active,2024-07-16
e22533c2-99b3-4b19-aaf2-8535dd0ae696,c6d50f58-de37-42c7-9e53-e18a742247db,"0202 Gray Throughway Apt. 200
Lake Alyssamouth, OR 62507",out of service,2024-07-16
5129591a-c3ed-45a9-9beb-f265e46ec3f7,027008ef-7d22-41bd-9179-0618c1e2aa46,"419 Jennifer Path
South Kennethmouth, NC 94310",maintenance,2024-07-16
076f7efa-6ecf-4956-91af-4e90e0075089,84569f94-27d9-40b4-965f-d8b94e5f8498,"784 John Village
Youngview, NJ 15796",maintenance,2024-07-16
1bcb824c-3c67-4350-9440-24ba11c6f8d3,84f65624-31ea-4452-b18f-6d72327b614a,"8412 Leonard Mountain
South Valerie, NE 02936",active,2024-07-16
c1d5e073-0a4d-42b7-b58b-6c00bd992ea8,124c788f-2c90-4605-a830-c397997c9bbc,"460 Martinez Squares Suite 635
Sheriberg, WY 31633",out of service,2024-07-16
00102594-ac39-4a00-8143-7827f0830b0b,2b947b08-25c0-4ddb-aa57-a828c2e335cc,"1624 Brandy Brooks Suite 640
Tracifort, NH 90237",out of service,2024-07-16
0df26b4a-4c22-4b57-ac62-7c617a612ecf,6e4a4655-7ad5-4887-bf0b-e0f0bd148b42,"49718 Joseph Greens Suite 590
West Dustin, NM 35445",out of service,2024-07-16
c30497bf-24b1-46cd-b8cb-cb610665cecb,9cf95af7-bbeb-4bc1-93d5-8e8ec62bba51,"75499 Garcia View
North Susantown, WA 78588",active,2024-07-16
2d53e8ec-1c13-4c72-900e-95a4d072f4d6,1f163749-e80e-488a-a478-b3ecfb89db23,"48816 Kristine Inlet Apt. 760
Garnerfurt, IA 85351",out of service,2024-07-16
c2f3309d-382b-41f6-9469-b7e287740604,4838e5ba-34ec-4aeb-946a-6c5649fd8a10,"6121 Sharon Circles
South Deborah, NY 43351",out of service,2024-07-16
c3ea3ea0-25a0-4cdf-94e3-cdecee226c9e,e98a047c-37af-481a-94bf-99e29644f36e,"0977 Jesse Fall
Jonesfort, FM 11664",active,2024-07-16
e04b3533-5c62-4b55-aea3-e07454323b75,5f894aa6-49f3-4a6f-a044-53dabedddd96,"85183 Traci Flat Apt. 447
Johnsonstad, MT 77228",maintenance,2024-07-16
e206f7b4-8acb-466d-9ae1-69bc1f676ba4,267ede62-d32c-414d-aaff-08a24b68f4ba,"USNS Rodriguez
FPO AE 63540",active,2024-07-16
4353827e-c650-447c-aab2-efdc3fb9537a,a5d5ccab-5e3c-4fd8-b982-a35a01aa9a25,"9865 Brooks Oval
Joshualand, MI 67168",maintenance,2024-07-16
c2462b60-0025-4eee-982f-77efbea72de9,d93b56f1-add8-45c7-a073-fa3540b70f34,"137 Stephanie Ridges
Sandershaven, MN 29588",active,2024-07-16
1838f315-62a7-4416-8857-3526eec7af8c,1f188313-888e-451e-bbf4-b294ad05212d,"422 Jonathan Trafficway Suite 404
North Jeffery, NM 53273",out of service,2024-07-16
79b80fb2-9c09-4a34-b4dc-3d4fd1d40f52,a0e41cbd-f7f0-44fc-b1a6-91826949d7c9,"25065 Dillon Common
Duncanshire, ID 98335",maintenance,2024-07-16
4b1f2fd5-e185-4c04-a669-d0ebba8af584,d93b56f1-add8-45c7-a073-fa3540b70f34,"97120 Lopez Plaza
New Kristineport, PA 01837",out of service,2024-07-16
3a2f1d0f-9e50-46d6-8a42-6249556d8e0e,d70371b2-e4e6-4cb0-b67c-226a22546b14,"96354 Anderson Crescent
West Jeffreyfurt, WA 10167",out of service,2024-07-16
4bd8669f-2b48-4720-9b43-a7b48be65d49,3eaaba39-ced5-47c7-918e-a5a450ae01ad,"PSC 7730, Box 3568
APO AP 16570",active,2024-07-16
be77cc4e-50d6-493e-8fa4-6e8044725280,9e62a84b-510b-4fc2-b66e-5c118d952ce8,"7450 Jorge Walk Apt. 206
Rowlandport, NM 20897",active,2024-07-16
e8cab4f3-0431-437a-be46-9699d17d5559,dfbdde13-fdcf-444f-9f76-f3cb2b36b323,"7814 Jennifer Trace
Sanchezport, TN 94758",active,2024-07-16
566e85ba-c995-42c0-9efa-42c1aa3d1c6b,d70371b2-e4e6-4cb0-b67c-226a22546b14,"559 Young Forest Apt. 360
Kelseyview, MO 80600",maintenance,2024-07-16
eea4e6a1-4079-4444-8f5b-2a929bc7eb86,85f78fc1-d7e2-46d7-a1e2-294d901a7c56,"06329 Lin Hollow
North Adriennemouth, OH 70449",active,2024-07-16
3079a948-6154-460f-a80d-8704a7c4d922,446406e0-b3f1-4c08-a4d8-bd22297511c3,"2420 Scott Stream Suite 156
West Devinville, NH 88441",active,2024-07-16
77d20f09-439c-42e3-9c11-00555c70e2ee,a5d5ccab-5e3c-4fd8-b982-a35a01aa9a25,"24921 Wilson Row Suite 433
North Raymondshire, AS 42491",out of service,2024-07-16
7d99d305-4af0-4f02-9689-dc2ac15c92f3,0e358481-f3f3-4d53-b2ba-033bc72a44c4,"63745 Hernandez Crest
Charlesmouth, IN 56773",active,2024-07-16
0c604063-4856-4180-9dab-f9e19d352939,768741f1-c7ba-4e0c-b096-82e73254214d,"406 Lane Turnpike
Lake Kaylee, ME 18441",out of service,2024-07-16
629374dc-9710-420b-a556-154e0e787e28,505561f5-5cfd-427e-829d-00083bdb5b1c,"647 Bowman Estate Suite 547
South Sarah, CT 15337",out of service,2024-07-16
35e988b5-3eb7-47b8-a684-375ae72849af,61223329-f0c1-4800-84ae-fcb71cc14e21,"7949 Martinez Port
Port Wesleyfurt, DC 10816",out of service,2024-07-16
2dfc8db1-4828-4bda-80b6-d97dceff1538,0ceae6fc-2b7c-4c4e-9f4f-98af927b3981,"57538 Bradley Orchard
Lake Leslieberg, CO 38273",maintenance,2024-07-16
b6704fba-ca85-44d1-b409-d069f0d0dac4,9cf95af7-bbeb-4bc1-93d5-8e8ec62bba51,"4194 Rebecca Springs
Rachelhaven, RI 16973",out of service,2024-07-16
218abeba-397a-4e85-bee7-75ba26011c2a,54b45260-66fd-43ff-8c61-11e1c401104f,"04663 Smith Harbors Apt. 424
Ronaldmouth, ND 79324",out of service,2024-07-16
9ec746c1-7955-4fc0-aa24-cda3e010aaf3,66bd72aa-8dcf-4c18-870a-7a6e9ae1ba6d,"32216 Smith Crest
Shelleyhaven, NH 29633",maintenance,2024-07-16
088bfb1e-e7a8-4207-a03e-5c68744dc566,fc31ad3f-84ff-4f35-884c-8bd800a406cf,"1383 Cody Ferry Apt. 273
Brookstown, RI 31437",maintenance,2024-07-16
cfc46097-686b-4521-b7e8-99dd8824870f,0e843148-f1b9-453a-bc0f-fc115e75abc9,"PSC 8839, Box 0988
APO AA 04787",maintenance,2024-07-16
b9df72a2-eebe-4519-af44-3f40201420dd,b726f9f2-2b2f-4776-9ceb-d29437510576,"81725 Ross Turnpike Apt. 578
Nataliemouth, CT 15541",out of service,2024-07-16
75bc3f35-8437-45ac-85cf-ca15f9dc9c01,3a081069-24fc-4570-85cd-477e43babcb8,"97174 Rodriguez Divide
South Manuel, CO 71716",maintenance,2024-07-16
1953bad5-ce27-40d5-8d3f-be81f182db70,bd2aac7d-a42d-4f9f-b2c3-b385ef8c6077,"36344 Christine Village Suite 211
North Emilytown, VT 33065",active,2024-07-16
2c30fe23-8db9-4677-ae6f-7ae0df11f360,a0e41cbd-f7f0-44fc-b1a6-91826949d7c9,"57474 Denise Islands Suite 699
Pennystad, VA 83084",out of service,2024-07-16
d81cd9f7-47da-4014-a0cf-32c1b3ebfcd5,9db1c490-8070-4ca8-a5f2-2fc6fb55a586,"5794 Nathan Camp Apt. 103
North Amanda, MP 83429",maintenance,2024-07-16
23e0f1f3-2dec-46cd-ac09-7892e7a82d23,b180de66-9dea-4a75-b6ef-1118ef479161,"9346 Angela Summit
South Kim, AZ 33378",maintenance,2024-07-16
ffa7def6-d083-4ba1-babc-168310d34e42,d93b56f1-add8-45c7-a073-fa3540b70f34,"8886 Leonard Expressway
North Todd, KS 26062",maintenance,2024-07-16
9de0324d-daff-4c4b-b79f-32117cdb7e02,eee3be08-35fc-4689-8674-6f13851d1d90,"37609 Peters Expressway Suite 012
Gregorystad, VA 14686",active,2024-07-16
6fe3bc04-38de-4b59-b6ff-94581ce32a0c,e98a047c-37af-481a-94bf-99e29644f36e,"559 Small Knoll
Lake Colin, WV 58145",out of service,2024-07-16
a4e99804-9a14-472c-a14b-f786e7f4d0ef,b726f9f2-2b2f-4776-9ceb-d29437510576,"23578 Anderson Islands
Gordonmouth, KY 84584",out of service,2024-07-16
fa052da3-2361-49c5-8bdc-6e345e439ce4,09525c20-7db4-4476-b706-f920ddd6c543,"33954 Cook Village
Stephenland, WA 36857",maintenance,2024-07-16
7e6cd1e9-9676-4048-86ff-30da5a7f4045,f504e1fa-e481-4d2a-ade6-43ed4c8b14c1,"7263 Sanders Village
New Destinyton, VA 23087",out of service,2024-07-16
1e6851f6-2168-49cc-adb2-29e298708b32,85f78fc1-d7e2-46d7-a1e2-294d901a7c56,"9207 Butler Summit Suite 382
Vaughntown, WA 44507",maintenance,2024-07-16
40ae39f0-ca85-4803-8906-baee55efc3f4,86ead676-2336-4870-9d55-fb648e176d01,"0326 Clark Stream Apt. 767
Port Daniel, AR 98436",out of service,2024-07-16
bafb5931-0a4d-451d-8095-90da1e66bcb6,aacb6487-dc4e-4450-83fc-6c659f6dcc6e,"678 Everett Villages
Williamsburgh, MT 07882",active,2024-07-16
