deposit_id,customer_id,amount,interest_rate,start_date,maturity_date
63efdc6e-efa5-4863-96f3-d70a44606534,537ce6a8-020b-4bb9-bfc4-312c8f2ccc07,54213.29,3.99,2024-07-14,2024-10-14
aef302cd-3995-4d75-ab8f-cf7b1849e8d8,4f064a0d-ab1c-424b-875f-90c551dacbdf,75492.31,1.05,2024-07-14,2024-10-29
b172ac9b-7c2e-4af1-9b56-f060f839f152,f4d448b6-5f24-4da6-a39d-bf503887b403,58183.69,6.39,2024-07-14,2024-11-26
0525701d-012f-4e1f-8cd2-2405b7e6dca4,c387f3b3-5803-4f0c-80cc-b1767b89add4,36125.94,1.35,2024-07-14,2025-04-28
05a0ae4b-a14f-4bbd-ad36-221b3f9fa0ac,6746e72d-97e2-4f5a-8a42-a63a747e9d64,32513.17,2.9,2024-07-14,2024-07-17
6597f6e8-3fc6-4251-907c-2cd7e5bd7049,0749bb1a-b56c-49dc-a3bf-adfde5db1cff,63862.81,7.86,2024-07-14,2024-07-19
7fa5b526-4703-4e0b-84e7-153137033fe5,fb0d5551-e57d-4713-9b51-8db8ede2a225,42648.33,3.76,2024-07-14,2025-03-22
0ff1aafb-69f0-4f70-bda0-f8353cc7061c,5e667136-a3d0-4dc4-ab66-fbc6566f83b1,23847.49,8.14,2024-07-14,2025-07-08
35a93c23-a66f-4efb-92e5-4ebd3cec0b84,cce8c819-3438-4d6a-a63d-00697f92dc5b,61433.35,9.25,2024-07-14,2025-04-16
60755f6d-f868-4328-8887-b62d919ed0b8,d737bf9a-96a4-47d5-afab-149823d14c06,55270.46,3.77,2024-07-14,2024-08-21
c0fffe4d-c51d-42b7-ad7a-fc6ff5cdca3b,7bd6efb3-2871-4a4e-9fd6-895d70e98da2,72276.67,2.44,2024-07-14,2025-02-20
76be4b78-5a21-41f6-b3c1-75da3e6440f8,0d139602-10c6-4e84-b1e0-da1402f3e4e8,35948.32,4.65,2024-07-14,2025-06-18
78058079-da53-4d69-a9d7-cef6b0cf290b,22c70385-bc93-4ed3-a879-1adc47160791,76331.08,2.76,2024-07-14,2024-11-13
b8d2bcf2-97fe-4268-a939-c6202fd3f989,a9db0976-d7c5-4dc7-ba6b-be5e66c7ce97,7929.79,9.84,2024-07-14,2024-10-12
2670b479-c932-4926-b739-123573ba47f4,7284c661-14bf-4805-80c9-d1c91268844d,42388.92,1.91,2024-07-14,2025-04-10
e5b7e127-16b2-4f63-90e1-867617cb4ad0,06ad718f-39d7-4236-a014-3461ab10b07d,54608.76,2.78,2024-07-14,2025-05-17
43d7a662-2c3a-4d36-8a77-35c4bcaebfc7,92e98dbc-597e-4201-85f2-06378864c91a,16401.91,8.05,2024-07-14,2025-07-12
2cc0a42a-2255-4ef0-a6ce-a341a61b77d5,1635324a-f2b2-4678-9c6c-0eb6d9f76860,59779.07,3.6,2024-07-14,2025-01-23
55705f0f-3d12-4c26-8456-d1f762780842,0d4435ef-1f62-4457-9ebd-565e4f713937,83362.04,3.84,2024-07-14,2025-04-29
226560d2-a046-4216-b148-61ab35609e17,767b3c36-b409-41fc-b040-d728df46cb34,14617.19,6.58,2024-07-14,2024-11-28
de2760c1-2258-49cc-ba8d-c5c7168d1b19,72ecd84d-0c29-44f3-b1ca-a16e79d8f0b5,66332.7,1.29,2024-07-14,2024-07-26
1a50e13f-014b-4ef5-a948-b472bf229b2f,15047c53-db4c-435f-81d4-9fb11f841636,31525.36,6.23,2024-07-14,2025-04-25
c2d4ea3f-1dee-4631-8b39-c07c2c48af9e,39c9ed3f-ff5b-4aa9-9e1a-f530b1c30353,63407.67,5.12,2024-07-14,2025-01-08
444fda6b-f382-4131-9954-8cb60d6b1792,a6955261-68db-4c06-a56c-7b1477306f6c,76043.31,5.18,2024-07-14,2024-07-22
f9da1a7b-f6b4-46ee-8024-d8f7a17dd9c1,bfd6f49a-953e-4c01-8a11-05d67064187a,29062.93,3.45,2024-07-14,2025-05-30
7a931130-3028-4b5f-8a7c-f68f97b78db0,a1ad88f0-2be3-4182-8b95-dd09befcc574,96192.58,6.06,2024-07-14,2024-11-09
2afa2279-4256-4db0-84c9-93b802b611da,716b1e8b-2725-474c-8002-6402303a611b,78800.49,6.79,2024-07-14,2025-06-03
1bdc6634-aa9f-43b2-86ea-24cc8db17b87,da1ea04a-65ab-4f8e-9eb1-e578c9e2aa42,12613.34,4.59,2024-07-14,2025-01-16
f5bf79dc-44e0-4fbe-a103-ba5d18e418a4,20ec1b5a-c72a-4428-bd1e-48d41a414423,99137.48,9.62,2024-07-14,2024-12-03
dab7ee86-0cd8-4f47-9c59-377e724fdca6,c7b26703-9266-47d8-9a80-7c973ad61b65,65991.26,9.99,2024-07-14,2024-12-05
136ae9ba-c02a-475d-8903-5ad9f2bdfb48,c059714f-c73e-40db-a29c-ce0991366b63,29241.84,9.8,2024-07-14,2024-11-30
c09cfcde-ec88-462a-a206-0ea26920c313,d8e5d9fd-8f33-4ebd-9868-3e531deb1249,58657.21,4.36,2024-07-14,2025-07-02
3dafbfdf-02f2-4d9c-924c-63ff2c488ae7,a3144cb6-0ef4-4f8a-b66f-68c4d7ec2141,66988.46,3.14,2024-07-14,2025-03-19
560763ba-1b79-4724-bdad-78ce01b2a1ad,d28e489d-d276-4e12-9f45-fbc63cf0e77a,46898.19,2.12,2024-07-14,2024-12-11
9dc7bf1a-9576-4fc3-89b0-4addb555836f,1061438c-0ecb-41e3-b7ca-2ca985bee2a2,86875.57,4.61,2024-07-14,2024-12-09
0f9639d1-a472-4db7-b6e5-18a22ece1539,02084a52-aee6-4e63-8e98-739091f593b3,67599.47,4.11,2024-07-14,2025-05-20
4819a8de-cd8f-4a2d-a9f4-3360e4920a13,6088b719-ff04-494a-bb6b-313022ec2019,68817.25,5.56,2024-07-14,2025-05-05
ede5df95-b7fd-402a-9120-55d5af9071a4,c0b5c80b-185d-4f7f-b0b4-f6ef9642fc69,70664.04,4.89,2024-07-14,2024-08-27
d68c9239-c7e2-4781-84cb-90ecbcf0a7cd,902c5049-6f87-4628-a1ef-d91cec7ecb2f,14113.83,7.76,2024-07-14,2024-08-10
23f70943-e6a0-467f-8260-4fee9d45b00e,59a7134a-a04a-4a7b-95d8-5ee40e94d639,93633.57,3.37,2024-07-14,2025-01-07
eb901047-9e8e-4b67-9a81-73fa3f99c601,761014eb-b474-48d7-a4d5-cd3edd0f58f4,20645.6,4.1,2024-07-14,2024-08-12
fa8fad52-7803-437c-8792-16ce1d207b41,b99e6039-10a9-4326-8f79-3f76caa84821,78486.18,8.64,2024-07-14,2024-09-05
6e658ad7-fa93-4082-8a25-91ee5f229d65,a50bc8f0-e485-4345-ad15-dbcea3986663,58847.17,4.27,2024-07-14,2024-09-07
064b9d8a-caf7-4e51-bf52-0805ad085941,a984f17b-3d05-4a56-8ad7-44070e4cd636,69771.47,4.95,2024-07-14,2025-03-16
4fcc6b65-3c4f-4c09-bb8a-f7df1a67b335,c9d26807-319d-448c-9680-a76c2b98f3fa,6120.93,4.67,2024-07-14,2025-01-19
129ae55b-c36c-4e9a-ac9f-11b07d1484b4,cba1f77d-4db7-4776-b7cb-f1e16452166d,50097.68,3.29,2024-07-14,2025-06-20
5115b1e0-8aac-480b-aac8-8599ee45ce65,d775b95c-aa90-4efc-a0fc-d122f8734fce,99830.53,3.4,2024-07-14,2024-08-23
35cc7abe-18db-4e88-9351-ad6cb25a1b85,d775b95c-aa90-4efc-a0fc-d122f8734fce,86259.31,6.75,2024-07-14,2025-05-11
ab10fd57-2ec4-4fdd-bcc6-1b977d14624e,3dbe206c-c738-41ed-9784-ccadc642c35b,87070.41,5.47,2024-07-14,2025-02-04
b3b018c1-8977-447f-bc2d-53a0cf66a9a3,d18d609e-b281-4660-ab15-01fddd8881da,90184.38,6.35,2024-07-14,2025-03-22
4491e1a9-d438-4fcf-b3d5-7d21e9647f71,757a5a00-3a6b-4d71-8369-86fe2bf678b9,77028.64,5.74,2024-07-14,2024-08-26
ef8d7300-a928-4527-ad4d-eb58150cdfe7,e1a30f9f-478c-4637-a17b-65e8807c805c,95394.81,6.12,2024-07-14,2025-03-03
dc1eec7a-c699-416e-8e90-0bd208c20827,1809bfc4-b712-4221-859e-39ac106690e0,50600.16,3.77,2024-07-14,2024-08-04
be3f2f06-c691-48d3-b605-2472b8604018,7cc67297-703a-4a85-aaf1-90abec379107,35631.81,8.32,2024-07-14,2024-09-23
2ba15a27-2c10-478f-8b88-e65c3a672e9f,e639314c-8831-46ac-9ac7-556efc8d88c3,18089.74,6.23,2024-07-14,2024-12-16
dbeb7696-1dca-48a7-8f62-df0ac90b51a3,a5f9c0e5-c684-44e8-8985-3ef89295af3a,63944.22,3.14,2024-07-14,2024-11-18
49c8b685-9563-4085-be65-b9a79c69a2f4,0d139602-10c6-4e84-b1e0-da1402f3e4e8,29320.48,7.81,2024-07-14,2025-04-01
c3f3c719-5a00-4cd4-8e2c-02967e96f4d8,0991f62d-92eb-4b2c-84c2-080ce65c89bc,93081.6,4.45,2024-07-14,2025-01-26
30726204-77fc-465c-bab0-115f69a70553,885498dc-af5a-48f5-9a41-7b87e722079c,15376.09,5.4,2024-07-14,2024-11-23
ebe41eb4-1574-428c-a6c1-8034fd727aa8,bad15c57-e0ca-48f6-98d3-767912b4474c,79687.4,1.87,2024-07-14,2025-04-24
77662773-cabb-4dd1-a9a2-0b6cac334064,782f0285-a1ba-4dd3-8f8e-190713c0f157,77675.58,9.88,2024-07-14,2024-12-15
145c166d-8c80-4186-a0f8-8fd9e1564402,be4527a3-31ea-469a-aac5-2d8883132d07,72097.61,2.23,2024-07-14,2025-04-06
f45651f9-b340-4046-b904-81f40de83b75,de0618f1-5608-441f-86f0-18d65eacd219,76856.79,2.94,2024-07-14,2024-09-05
e930dee9-4da0-4aa6-a734-ed0c7f9852b7,d7eb9c1f-aaa8-4b95-b0cf-4a91353fbd0f,10287.81,4.07,2024-07-14,2025-02-08
75a7c765-3950-43b9-880c-0ac9dc98b49e,1ecaaa0e-6caa-4b67-88dd-592840d416d7,44177.17,6.24,2024-07-14,2025-03-19
568ed654-1491-4373-9711-ccce3e504332,648293b9-0f6c-4e83-a3d2-0d86d1d80eae,6759.5,2.73,2024-07-14,2025-01-02
9a32b73a-7566-481c-a3b1-62926767467a,c6a8e557-e307-4117-a4e1-5e94f40a40d7,96794.56,5.82,2024-07-14,2024-10-31
bce18fd6-ac07-42b3-b9ef-b0a07173abf7,3dbe206c-c738-41ed-9784-ccadc642c35b,64367.62,3.26,2024-07-14,2024-12-31
27406033-c9e6-4c1c-b0d7-36f2e45d1cd5,68472fd2-e795-4cf5-9b07-e8ad21e01979,67777.92,5.8,2024-07-14,2025-06-20
a88e5dd2-7db6-47d1-a610-f98f07077ec4,1298544a-d3ed-4fa5-a281-ebfe04c29c05,85256.02,1.51,2024-07-14,2025-01-29
2f675e33-9e09-4378-b073-218d1acf1a22,4553a24b-84e5-442b-b32c-82f565d772b2,18285.49,6.57,2024-07-14,2024-11-12
129065df-ea43-47f6-9ea9-572aa73408b1,e53659de-d04d-407d-92d7-746ff82a7049,36574.18,5.86,2024-07-14,2024-09-01
87b180ad-79d6-4623-8d6f-0fffe2154029,a6955261-68db-4c06-a56c-7b1477306f6c,68890.83,8.29,2024-07-14,2025-05-20
3745817f-246d-40f3-9a64-c7dc290819fa,087e82ec-037c-4454-801f-bd41038395ab,93259.03,5.77,2024-07-14,2024-08-06
8bf288af-da49-4e06-879f-90c65dd351d8,7bd6efb3-2871-4a4e-9fd6-895d70e98da2,30343.34,2.31,2024-07-14,2024-10-27
3aa7da22-3e65-4980-a1f4-fd7f73265358,c1a26284-0e11-4476-8e07-c2e261413b72,71731.1,4.77,2024-07-14,2025-01-27
9ac08637-61a3-4c22-bf37-6f0ecafb0311,1ee74d2d-7ec4-46fc-bb70-fba50ff5572c,30417.27,7.84,2024-07-14,2025-01-14
87747782-2083-4e74-8901-c6abd7c6bd92,190112fe-f531-49af-bb2f-b6dcaec63c81,60724.07,9.54,2024-07-14,2024-09-02
9e72881d-88be-43f6-851d-a45fb6d44a54,87fb8c0e-140b-4c4d-be13-8fc1e471b2d6,56664.54,4.46,2024-07-14,2025-05-06
34766c85-c707-4dd4-b7e6-d406d5a1148d,6350bae2-ae7e-45ad-8ecf-ecc3a822ce34,14210.23,5.45,2024-07-14,2025-05-09
ece8f25f-0e5f-4e6d-8e8d-a0c41b3dec4f,250252d6-06ca-4edc-a4ad-e3c87b2b5ce7,19046.69,7.84,2024-07-14,2024-08-15
31e09baf-6e32-46de-a817-7967b6179f84,757a5a00-3a6b-4d71-8369-86fe2bf678b9,66307.82,1.45,2024-07-14,2025-04-20
866146f6-b873-4d59-851e-b3039d2738cb,5af703bb-4ab7-4645-8a74-7e247e587bf9,36008.24,5.18,2024-07-14,2024-07-28
6909ca98-7323-432e-af21-0c865c6f2ecd,22382d1b-e25f-448e-9454-e89d91db9693,52467.61,4.46,2024-07-14,2024-10-10
ab08fcd5-6fba-4a53-a6f4-7442db92eabf,8ffbb7d6-93fb-4be3-9ec7-23985d6757ba,31375.19,9.07,2024-07-14,2025-06-12
8440f76b-1b10-465a-907a-3cba50360b7a,fae6aa49-5d09-4746-94c1-b938a6dbe3c5,25007.24,3.7,2024-07-14,2025-03-19
a32990fe-f251-4a73-9beb-84ef7599b8eb,35869df8-60b0-4b01-9fa7-c926572616cd,85069.76,6.81,2024-07-14,2025-07-04
54196153-f2a0-4337-8d75-d76135a145f7,675d888d-4092-4516-9acd-f0ee5ce81f71,25349.82,2.17,2024-07-14,2024-10-08
76bcbc61-24a8-45bb-aa45-c7a895051e6e,dc6338a9-92b0-4c14-b710-d80422e63507,20664.92,2.61,2024-07-14,2025-03-06
aa0c3501-0b6a-4f83-afa9-ffe3ca77ded7,9e5f95b5-46ba-43bd-8bd2-2266b2eb817a,80389.47,1.12,2024-07-14,2025-05-03
eb1c87ad-4153-4eca-aa97-0843ac6a39cc,855ee2c7-ffa5-441f-a7d2-c23b767aab3e,99398.7,5.3,2024-07-14,2024-08-13
f9f95473-f395-4b19-af8f-92e732541b6b,73be12d3-6020-46b7-ae2b-a09f8791d001,78402.39,2.27,2024-07-14,2024-08-02
9475fbe3-986f-41b2-bc02-104ce3204af9,f6cc867f-0567-4ad1-89a5-5e02d03f2d3a,42141.0,4.31,2024-07-14,2024-12-29
d1bb9d6a-6c32-4eb1-9105-857e7565ab74,2cff083d-4953-4cc6-a4b3-89bad98dd1a5,94747.02,4.37,2024-07-14,2024-07-29
86f9605c-a141-40d1-af58-c29214b9dc76,8ae2f679-8879-4add-9c49-0dd3a4042160,38283.66,7.78,2024-07-14,2025-05-25
f1970878-e951-4f61-8820-9547cedcc972,f3b72ac9-269e-49ce-85e8-81268261369b,40971.21,3.38,2024-07-14,2024-08-17
f88a7a28-f95f-41de-8571-169ea86a26e0,42890efb-e50c-4ce5-b0ad-e2f7d59df8c5,52894.24,4.34,2024-07-14,2025-02-02
71b631dc-45fb-4d03-873e-79c99c2642e5,399b6ef8-f78e-4772-8e1d-020522bb3279,45061.99,5.68,2024-07-14,2025-05-15
e0d6d99c-0438-4721-8b2b-36ef80bcdb00,b5ea4538-8b12-40c3-b4df-c22e1b982952,43768.21,2.65,2024-07-14,2024-09-17
43f76498-4b8d-4060-938d-8c41e947c7b3,757a52bf-9a1d-4071-ab2f-1e27db1da209,78920.31,3.41,2024-07-14,2024-09-24
714729cb-7fa8-4df5-bb4a-a2b696cb382c,0d139602-10c6-4e84-b1e0-da1402f3e4e8,42497.52,6.8,2024-07-14,2024-12-03
0697ed5d-c550-42bb-a710-a3151b6359a7,eb7eaed8-b854-4cac-adda-4f51c39f7911,70822.83,6.49,2024-07-14,2025-03-15
2f44f6f6-780b-4a84-92ef-a50a1322790a,b02fe948-38c0-4036-93e7-2b53f9f66e15,13818.04,9.53,2024-07-14,2025-01-27
79ec2c1f-9228-46f8-8d31-6f223b8080aa,4c3abe9b-7faa-468f-bbdf-3a9164e2b091,87205.6,9.99,2024-07-14,2024-08-30
dd0551dd-14d2-4fae-a351-6945fc29c39b,a43c5894-390a-4e4b-844a-4b607f3661e4,29899.66,4.65,2024-07-14,2024-08-18
d34041f4-0244-45ae-b149-19da480a70e6,936482dd-d3bd-407d-a67a-55f3be55421b,20627.39,8.14,2024-07-14,2025-07-03
6c66b6f8-48cf-4b94-b298-544e2d1cd92f,5d3189eb-7392-4ac3-a124-16cda260859f,16783.49,2.04,2024-07-14,2025-02-16
1deb35eb-8d58-46f3-a642-ba8dec7b1fcd,6f4eb730-955b-4913-b7b6-08277932b7c7,13386.05,4.37,2024-07-14,2024-11-13
17f2c271-f70f-4a74-ba53-52245e17ba03,172a2f7e-c461-4743-9ca2-d35d925fb569,36417.92,7.93,2024-07-14,2025-01-02
02781bfc-a0cd-4dfd-bb2d-250634c6c53b,93677502-a3d5-4a5a-9895-47d90de68f39,55310.03,4.89,2024-07-14,2024-08-28
3fc063b1-b7eb-4c5b-ba79-c5ef5de9209d,eceaa5d2-3e16-4ca3-a183-96029983d807,90505.77,6.22,2024-07-14,2024-08-06
61f1b3e2-4f3b-4bd2-b3c9-964dcdd5ca93,c89eae63-a4f7-4b6b-b8a0-aab0930ddc58,84614.7,3.21,2024-07-14,2025-05-01
6612ccd7-9d69-4ce7-9c4c-6a2b2d293171,757a52bf-9a1d-4071-ab2f-1e27db1da209,44322.88,4.36,2024-07-14,2025-05-31
3261aa37-3c5e-4d3c-8ca5-25259560b81e,4cf54f49-87b6-4536-8cb1-ff9441650eb5,70997.23,7.59,2024-07-14,2024-12-27
985a5384-6734-4ba0-819c-54c4adea861e,752b54b0-6dcb-4545-9b04-5ceacd39f474,60282.63,4.75,2024-07-14,2024-07-17
04075dda-64bc-4fd1-984e-b0cf8608d03a,3f4016a1-47c0-476c-86ae-a8a55c482a23,33170.88,5.54,2024-07-14,2025-02-24
0a977c2c-29e7-49b5-846e-af33dbe9aab7,942f6ee5-c5c8-4b92-bd28-72d9d6322beb,94209.64,6.22,2024-07-14,2024-08-26
2fd73fa3-d621-4807-8e01-6b5a7a5c58e2,29f07c65-9250-4f35-be2b-912a0e9d1331,95707.1,1.42,2024-07-14,2024-07-24
4fcf7638-3e55-49e0-9e25-1a12b6907b0b,13bf026c-059e-44fa-b5d3-a531da87131d,88654.32,5.6,2024-07-14,2025-03-14
b71c26a2-3c4d-4e82-b47e-5305ee5ea934,f95c4c68-b006-489d-bdf6-34944c44809e,57888.22,9.65,2024-07-14,2025-05-19
faa6399f-aaf7-40db-80e4-2778c072a378,5e38f299-2e14-47c9-9c50-817b707292f0,17948.02,6.56,2024-07-14,2025-06-25
6a4edd79-5955-453b-a3e0-46232cf10670,4b28f801-e36c-4591-9495-1b9b326b2525,49026.65,8.51,2024-07-14,2025-07-10
b76a9682-81bb-4469-859d-89cdaf02a977,c782f2c6-9246-4098-9ea5-1175abfa0ae3,56539.88,3.34,2024-07-14,2024-08-07
043974db-38d6-4827-9fde-ecd01d94b506,f525ba26-0f1a-4e34-a667-f595591fc2f9,68240.8,7.95,2024-07-14,2025-01-24
ab34a205-31e6-4c97-800d-62bc33812f13,e4db5d1f-9212-4d24-81c8-2494d13309fe,36474.01,5.94,2024-07-14,2025-06-21
431d209b-feb7-4616-b676-2bfb501a91c9,535de8f6-99c9-4564-a315-1f4017d89c40,7781.92,4.91,2024-07-14,2024-08-24
11f73187-4758-4515-ae15-fddd0f381740,890f8a29-0deb-4adb-90ce-6444dd506fce,59568.44,1.33,2024-07-14,2025-04-22
13e2a1ea-a427-4e99-8881-def342efc6fb,1c7ae074-4370-4aa0-9adc-368b71cdca67,45028.0,9.18,2024-07-14,2024-10-01
d1cdd04a-ebee-4dab-a269-12d54a5d275a,4553a24b-84e5-442b-b32c-82f565d772b2,75420.78,1.82,2024-07-14,2025-05-25
dd834f6f-27f8-42d8-8302-89ac75d3de66,72a90610-0aeb-44c1-8618-604283bc7c99,89399.59,3.18,2024-07-14,2025-04-21
b72156e0-c953-4f68-a221-d51eb9ce74b9,0f5fb885-b101-4f2c-ac03-a5eeafa00fd9,88859.63,4.97,2024-07-14,2025-03-06
2a70327d-6f1c-42f2-81ff-0e7c75f1b166,e420baf3-f487-4c1c-be26-9d3987790af7,45247.67,1.62,2024-07-14,2024-09-29
d6754ce5-df66-400c-8c35-c0babd9b4b46,f23cab30-05d7-4b00-b2db-7c630721b0eb,39059.41,8.88,2024-07-14,2024-11-11
acc072d9-bb6b-41d7-a6ab-ad17351a82d4,5255d771-51f2-4e70-a81c-8abe835117c7,43628.49,8.41,2024-07-14,2025-01-29
9ebacbf5-a800-4d16-b93b-a94fabdbce9e,61bd2e51-5a3d-490e-8c9f-056cf062b228,10307.3,1.86,2024-07-14,2025-05-04
75731ca4-a1c8-4d95-9d6e-eb7aff20d359,e7a7f46e-bd6d-4429-b6d5-6d62b907f53d,19053.89,3.58,2024-07-14,2025-04-02
1c5c6a42-fa39-4ee3-9e2d-29606435a101,35335116-fb7c-4a92-b022-af8425e5177c,56207.83,1.54,2024-07-14,2025-01-04
83604600-b20d-4a0f-adce-ea788f94f001,4e7009ba-d0a4-4c7b-bbd8-51b8239d4c16,98523.62,6.67,2024-07-14,2024-10-14
2b9b5075-e7b3-405f-9eab-4fd9db4464f1,0cc2b6c9-914c-4dc2-a759-4bc05ac50ff8,99413.81,4.06,2024-07-14,2025-06-24
94f3d266-9802-4687-a776-42e4891ed4d8,06ad718f-39d7-4236-a014-3461ab10b07d,33728.63,6.46,2024-07-14,2024-12-15
53893b32-f642-497b-aac7-cbd325e4f5bf,4c51ecf6-a933-40a9-83ba-367e01ac49fa,40271.07,4.91,2024-07-14,2024-08-09
5c0f932a-0d74-418c-a1c3-2568cc39bf1f,1266f1ca-3500-440e-b191-ac0386c2acbb,86903.15,9.26,2024-07-14,2025-06-22
a4c233ad-adb1-4d26-822e-baefdb02b068,4bfe6b37-f145-4263-99a4-abae7d4553ed,34189.01,1.02,2024-07-14,2025-05-17
a9bf7c43-1b01-4ddc-bd24-b513784372ed,6a85b691-3442-4c2c-b818-2f2e2118c4ee,19067.53,5.49,2024-07-14,2025-04-13
f1ae6944-c38c-4263-9b21-2f00cbdc1d1b,7414401d-e14f-4a1d-995d-d2f0583ae273,27131.77,6.0,2024-07-14,2025-06-30
4bada65e-2819-4078-aadb-0a28b9a38438,443024d2-a8fd-438e-a560-c328086435c4,41531.02,9.95,2024-07-14,2024-09-14
41c54d07-3792-4983-8a61-ef7ec143562d,759a99d5-19f1-488e-b43f-47a46dea198c,50613.76,3.28,2024-07-14,2025-03-03
1a53b5fc-1a62-4800-95f8-671bb08fabc6,00097323-f49b-4792-ae6f-56a16dd1bc1e,39867.64,9.51,2024-07-14,2024-08-23
4feb1480-7f6a-4782-a074-b44931f9c4df,4f662789-ddb7-440e-94a9-6672d1ea1502,65193.41,9.6,2024-07-14,2025-02-27
4439b383-d1d1-4b82-b86a-81ca3bf2dd6d,c119aa1f-0a9c-4df0-8bff-7c042151583f,68307.37,8.17,2024-07-14,2025-05-03
94907a07-0975-42c0-9b73-36a945a87ec5,095b38e9-14a7-40ff-8961-742c788d0be1,59083.71,3.4,2024-07-14,2024-10-12
f6b58ec8-bb43-4e3f-9dd3-01b80303d8b4,16c7c74e-ec4e-45cc-bbf5-8a92f7690632,35104.94,9.9,2024-07-14,2025-02-19
199e3932-28d6-4cf9-8ef3-192d7b559d98,5793ac3e-9f7e-4716-9f60-9b7097a5ce0a,89260.7,8.09,2024-07-14,2024-11-16
5047eefe-6e52-4b8b-bb7c-5a21a46bc629,9a1cb6cc-e159-4fab-a5c2-6f1f87969762,24406.39,9.1,2024-07-14,2025-05-14
3b1c47c7-ab74-44ce-b13a-89b8f7070e47,0bebca3a-7a1a-4f14-ae21-5e6982116a8c,69947.61,8.08,2024-07-14,2025-02-03
03ba0ddb-044e-42e2-88e8-63af84b8baea,163a8a03-ae94-4705-8927-3eb0a74fd96b,73356.6,8.1,2024-07-14,2025-05-06
