loan_id,customer_id,amount,interest_rate,start_date,end_date
5051ef16-01be-4e8d-a76e-c7c6655c1065,4b736cf6-0efa-499e-b094-b85ed9e2680e,431561.08,1.93,2024-07-14,2024-10-07
7d9d03df-5b33-4de3-b161-2f3a1563b0b6,e2496da6-1bfc-4304-844f-ee6244bb8287,50438.02,9.93,2024-07-14,2024-10-23
5ab39cf1-39e8-4a8e-8c45-0b297f061d76,46511fef-c770-48d3-b500-3405d6ea6036,404601.68,7.07,2024-07-14,2025-05-06
23618681-3dc8-4c05-a360-565a6d315334,56e8f85c-aa8a-4744-9e6c-855b12e6bc7f,285152.7,7.1,2024-07-14,2025-03-10
6002bb0c-838c-40ff-ae8a-cfdfb7ec26d0,28c2df03-16dc-4065-b331-24206c9fd65d,151938.53,5.66,2024-07-14,2025-06-30
695d3289-f236-406d-bd7f-16078cb0d925,bfb7a552-bb2c-4e62-af6e-49a7b097c652,324471.04,10.24,2024-07-14,2025-02-16
bb383a51-2f52-4f71-81d8-dc9aa448e3d5,61fc03e6-184e-4818-acdc-e42b85e51652,433016.81,6.59,2024-07-14,2024-10-01
d2cf1ce2-2274-49ba-94ee-4a50876ce47c,91f67689-9f37-404a-83f8-ea16a11e2ccb,371357.55,6.85,2024-07-14,2024-09-30
9423a41a-97cb-47cf-9192-bbe70e9a2333,1d49bc03-03bd-4397-90ff-a7b99c35fe59,187414.12,13.88,2024-07-14,2024-11-12
8f77a25f-8d58-4182-90a5-fd2c8ccf953a,a75c4daf-4609-4e53-b3a8-8ef2d1e84e30,50130.73,11.57,2024-07-14,2025-01-09
29260a0c-abdb-4a30-b371-13744bec71a8,4b736cf6-0efa-499e-b094-b85ed9e2680e,41831.62,1.99,2024-07-14,2025-01-07
62aceeba-acd8-47a5-8ec9-973a05a0897a,fe3ff17c-f915-4c67-9f18-43c8ac59e8e9,88248.04,9.01,2024-07-14,2025-06-18
74ca1a49-67fd-4711-b80f-14aeb90d3631,443c4ca0-114b-439d-8aa2-ff8379a8f0ba,310486.83,13.99,2024-07-14,2025-04-21
f75cd170-6e88-4266-94ed-f3f813968fd0,0520aa59-ef3f-46da-8c00-db2680b07b06,249531.84,1.97,2024-07-14,2025-02-11
d04e5aff-cec6-41d4-93fd-15b7a8b9d024,56e8f85c-aa8a-4744-9e6c-855b12e6bc7f,50394.49,10.23,2024-07-14,2024-09-18
c91a17c0-488a-4d1b-98bb-964f294d506b,04433708-4b6a-4c25-9ffc-f5fbae9c143b,206460.97,4.27,2024-07-14,2024-11-07
12b4e2b1-aa2e-4755-b463-1684795c19ab,4ea6bd08-3e58-46ea-837c-9ec640183e5d,119248.26,6.1,2024-07-14,2024-07-29
b393c9e5-ea83-4eda-959b-48af0b7f5fcd,5ad75f45-1a04-4466-bf6f-5e48e9c66708,387150.96,1.92,2024-07-14,2024-07-23
e255bb09-b5c4-4a38-a6fd-5235cc71bd32,1d49bc03-03bd-4397-90ff-a7b99c35fe59,185078.79,7.4,2024-07-14,2025-05-27
1503b7d6-3704-45af-81a7-6d46bcf681ad,72402917-63c0-40bf-8b31-73cece793419,79918.57,1.07,2024-07-14,2025-03-21
dac39538-0e76-47e9-b307-aada87c13bcb,264ed628-9a75-4753-9126-3e4c28fe6e40,442425.07,13.07,2024-07-14,2024-09-07
e9a82956-71a8-4df3-8311-0a1bc51e8f20,b791c40b-b020-4228-8ff0-42662f82e3af,351722.43,6.93,2024-07-14,2025-03-23
d0e7990d-e322-492f-9ddc-c881d8566835,6f541f8a-ee84-48d9-ae34-f7f5a04b0d3e,432162.44,3.77,2024-07-14,2025-02-03
5f16bf77-7f57-4f12-9ff2-fd7bbe9ebe53,b0a41888-7cde-4b82-bdc5-6850d9dec2f6,117142.26,7.02,2024-07-14,2025-02-05
f5e06eb3-fd81-41af-a28a-63517a9d94e7,03aa5dd7-5502-4c46-96b6-ceefb949e090,342045.76,13.73,2024-07-14,2024-09-20
d4241a21-1932-4f6b-b75b-be99f9a1a44f,503f40ac-24af-41c6-af1b-991e16ca9962,174695.91,12.86,2024-07-14,2025-06-18
85c6bc5a-280f-4f05-9dde-3b3ff58fefe9,6848ae30-c966-488f-b08a-820692ec99d4,63760.15,1.12,2024-07-14,2025-01-22
c29d551d-d479-48bd-bff7-c17c47c91710,5793ac3e-9f7e-4716-9f60-9b7097a5ce0a,232366.75,8.55,2024-07-14,2025-06-27
cf41c51b-039a-4c4a-b94a-baf3c0440746,50d4fb62-a4c0-4de0-ae09-d11228c7d2fc,321622.48,14.01,2024-07-14,2024-10-08
c6365e2c-ac85-4d99-83fa-3dc613176027,affc47a7-9fa0-44de-9e70-c02e7e1bca47,222681.28,8.57,2024-07-14,2024-10-08
39cd8f83-84b7-4826-b60e-c077a764abf6,fc6bf3a5-ca53-4e39-b701-21e81a60a23c,302533.29,11.43,2024-07-14,2025-07-01
e65fa492-63e7-4699-8ab2-ce2ea2337b0a,c530cda8-55e2-4cc4-b34e-12d29b408215,183599.67,1.97,2024-07-14,2025-03-14
89f6f66f-2a00-4850-a994-12b832801a6e,04a6104b-e03b-4574-9d20-ab0f161a1a0d,360493.24,9.3,2024-07-14,2024-11-19
73c7dc23-544a-472d-a49d-0824106bbc57,aa049aaa-60f2-46d6-8e9d-5be6e4bed2a5,90934.31,13.06,2024-07-14,2025-04-20
15df20c6-ae30-4ce4-a9d2-98d9b42f8d81,29d03ace-508f-42f5-af16-11d77ae909f5,267036.97,11.83,2024-07-14,2025-03-15
9a9fec4a-14f5-4653-bdbb-91e781cf1235,b782a911-c222-4227-975f-b1844c2a6bcd,431972.63,10.14,2024-07-14,2024-07-29
739545ae-b0a9-4994-b21a-5d0a3482480c,dc7c3382-0b05-4e4b-964a-1cab713003a0,494937.77,11.57,2024-07-14,2025-07-02
6f5c7202-16ef-4b6f-8cb2-211e775a39b1,0e2637b8-94a3-46ce-9986-1c9c3c108f38,92540.09,2.7,2024-07-14,2025-06-30
251c8af1-cf10-433b-844b-4cffb0b6fc4f,0279d145-aa48-4083-bc46-4202ff586d0e,266314.12,12.08,2024-07-14,2024-08-02
27f004c3-47a8-4d53-8dd9-dd6e8dfa2faa,affc47a7-9fa0-44de-9e70-c02e7e1bca47,112516.46,4.85,2024-07-14,2024-09-01
a1f370b8-ee0a-4d67-bc5b-0f48233b9f02,7c0bed31-ce56-4e37-87e7-1540bcd2b942,440463.95,11.77,2024-07-14,2025-05-10
6c14780a-1eed-412f-b70e-efa4172b7568,e1a30f9f-478c-4637-a17b-65e8807c805c,158111.26,6.44,2024-07-14,2024-10-22
c7b73461-5942-4e01-960b-80bfba757a88,fc4a7636-0150-43cc-af40-835021a2f123,242031.65,2.96,2024-07-14,2025-01-03
2ced8c3f-8165-49c5-bf62-c4459bd2913e,4f662789-ddb7-440e-94a9-6672d1ea1502,83955.34,8.85,2024-07-14,2025-03-18
db960919-1139-475b-a148-6602a60dd889,bd960a71-bb4c-44ba-b749-f1f22e7f8456,137451.97,14.41,2024-07-14,2025-03-25
5c07869c-d8f1-4014-bec1-96f21140c759,38a746ff-66db-4a8c-bd86-dd0e7c26a976,411777.06,11.44,2024-07-14,2025-05-15
6b779d69-364e-402e-a96d-cccc5f98a5f3,1d22742e-d179-43c8-a86e-c3f28390ff29,123630.2,2.49,2024-07-14,2025-06-10
6053a726-b161-4be8-8188-43862ec0614e,5355b366-d066-4052-b073-b0c4f5febc33,47704.14,9.52,2024-07-14,2025-01-02
e364c97b-c1b3-4760-a869-0e281ff94c4b,a48a8f2d-900f-42f1-8fe0-9206c55b070c,14430.09,12.63,2024-07-14,2024-09-28
cac9390a-0084-4276-a322-2f2012b4c88b,582c88fc-e2f4-4b89-bd2c-99bb02764f4d,231093.61,13.33,2024-07-14,2025-02-27
4c5a6a7f-dc04-4c6b-816f-714d2609481c,c5e649f9-be70-42dc-87bb-dfa86805a659,412368.93,10.3,2024-07-14,2024-10-08
f208033b-9bed-42e8-9d20-fd24f3960f9f,006e2b82-c4f5-4a22-9d45-8980c65e37d4,95487.6,11.25,2024-07-14,2024-11-20
d2ab5646-e466-4c1f-9b8e-8f1a40c8c734,4569bf74-d521-427c-b3c8-4f993ea53545,483365.53,14.95,2024-07-14,2025-05-12
e25cff5a-4545-49c4-b892-c98f37c855f3,9d4bcfaa-ca50-4c30-94af-fe0b1e851058,420483.37,1.35,2024-07-14,2024-12-12
0f4e2f8c-f6aa-40e7-b7f2-492da87209ce,4d42d43c-18de-4865-b15d-f695dbfc7cfc,358782.54,10.52,2024-07-14,2024-11-03
a2cd26cb-f322-4c29-a739-1481d94ab456,4b28f801-e36c-4591-9495-1b9b326b2525,250403.28,12.88,2024-07-14,2024-08-17
5bd6de5c-1763-40d3-8b42-4ad09247f51d,ffbad344-f0ae-4094-9110-3f01d67beb23,285848.29,1.78,2024-07-14,2024-12-31
d5c4cc02-a097-41ae-9c7a-cf5193e3ed50,02a3af50-e1b4-44cb-90d2-e98692c416de,229309.95,9.34,2024-07-14,2024-08-27
a07eb909-3ee5-49c7-871c-dca10ee38caf,e699f2fa-c988-492c-823a-bcdd06ce771c,77386.54,10.35,2024-07-14,2025-03-29
368bd03f-a432-4c89-b930-12864837ea65,c1a26284-0e11-4476-8e07-c2e261413b72,39306.76,6.64,2024-07-14,2024-11-29
5a10c923-585b-4872-b466-0ede84564c50,4b440644-9fbc-48b0-82a4-44496f6d0df4,354364.64,10.36,2024-07-14,2024-12-09
8461ec8c-b9e7-4d81-98c6-c3d6348558e5,1ee74d2d-7ec4-46fc-bb70-fba50ff5572c,342131.52,11.64,2024-07-14,2024-08-20
810d6014-7a96-4cf5-b5fd-3db6cdcccf08,f4d448b6-5f24-4da6-a39d-bf503887b403,477773.74,12.93,2024-07-14,2025-06-07
9c999d13-648a-4eca-8210-02c52f69e939,b9f1702a-1085-4554-bb47-62ec876e0774,81067.37,8.94,2024-07-14,2024-07-22
94925d78-2836-4120-8d2e-9d3c71d8c213,4c0668d0-182f-4f3c-ad59-c563ac2513db,38973.59,2.97,2024-07-14,2024-12-28
0d38ba85-09fd-4ae5-85fd-3a2b4c3080ff,5af703bb-4ab7-4645-8a74-7e247e587bf9,201782.55,7.3,2024-07-14,2024-09-22
adb4b630-8d35-4fe5-b20e-9aa5a26807dc,0574888d-39ab-4f88-8172-677955fa230f,272086.49,6.98,2024-07-14,2025-01-03
78632210-c84d-4bf2-99bb-3ae6b0f86a6b,7414401d-e14f-4a1d-995d-d2f0583ae273,276827.97,13.36,2024-07-14,2024-09-28
3fd02219-d838-4ae2-ab13-0c1ff5802673,30d50579-2c36-4985-b747-dba53b9cd508,10567.26,9.16,2024-07-14,2024-08-13
7baddb61-53d6-446c-a34e-220d8588afae,35869df8-60b0-4b01-9fa7-c926572616cd,124695.13,6.91,2024-07-14,2025-04-16
514d0998-1caf-4bc6-bcdc-8f53b9c9b5a2,e9c3737f-6d17-4362-9c04-cfd4d16d735d,228702.54,6.71,2024-07-14,2025-05-13
06e33bf3-08a8-4293-8434-b3e1eb45efb3,6715cdd4-bd09-4774-80f2-a690c7432b7c,338575.6,9.89,2024-07-14,2025-05-20
49c8fdb8-f91d-46bf-a3ff-d7db5d987432,dfb73c8c-9009-4683-ae93-a64b19e2b9d8,93959.89,1.87,2024-07-14,2025-04-06
93993839-7a33-489e-a48d-41fcb5a0896a,89d76a3a-e9e5-42e4-8f5a-ddba6d8c1921,21845.77,4.49,2024-07-14,2025-04-25
b93b164b-9185-467e-9678-932efd3f8ef5,4d42d43c-18de-4865-b15d-f695dbfc7cfc,114305.8,13.37,2024-07-14,2025-04-19
75c2e832-c4ce-43c2-8878-54e29d971908,b46f843d-7230-4e05-86a5-48ee91e86754,181600.06,13.66,2024-07-14,2025-06-20
1d345ff8-39c3-4c39-bb57-3e4d249cf070,fba51612-894b-4427-bd9a-df1157668729,80929.36,1.64,2024-07-14,2025-07-05
54aef890-2f1a-4787-bade-d11015ee8c7a,6429ded3-42f0-4862-be83-4c5d67a24c4d,80530.91,12.16,2024-07-14,2025-03-15
7ac4eebd-3717-4ba4-898a-b4919ff60ed1,b782a911-c222-4227-975f-b1844c2a6bcd,200035.54,6.66,2024-07-14,2024-08-28
a06bccb4-96dd-4248-b4bb-bff38f1a74ab,dc0414c2-3ba8-4e68-bb31-70161859a112,224639.97,7.23,2024-07-14,2024-11-11
df0b93a2-bdfc-4b15-9e73-6169eb1bfa32,73be12d3-6020-46b7-ae2b-a09f8791d001,182360.31,4.44,2024-07-14,2025-05-01
556b25e0-c609-4d93-aec8-e4dbf5973d1e,19a3fd64-58dc-4036-b9b7-080053146df7,127166.99,14.01,2024-07-14,2025-05-07
dd07577f-9973-47dc-a47b-99fa9ce53606,a4f52a9a-f1bd-4d10-a0e2-2fc339f685b6,17406.84,2.56,2024-07-14,2025-05-25
b577a8a3-1533-42cb-adf7-59c3cd4d253f,13a1f3b4-a778-4e64-bfc1-8cbce14bfd51,27163.86,8.41,2024-07-14,2024-08-30
91d502f8-bd04-45a4-b232-1feb9ddf62eb,93677502-a3d5-4a5a-9895-47d90de68f39,449649.05,9.01,2024-07-14,2025-06-15
04c637fe-fcd5-4d74-94b8-ff3189f9ba3d,df3f24f7-ae37-4f94-a2bd-7f07279d388f,412652.34,2.21,2024-07-14,2025-07-01
f66decd2-968f-4d03-98ea-8fc3dbd3e10d,e4086890-144f-4a1b-9e14-30bab107261d,50473.97,2.91,2024-07-14,2025-02-03
e712cf71-6923-405f-b5b9-ae8d3e359b9e,c9d26807-319d-448c-9680-a76c2b98f3fa,433886.49,7.35,2024-07-14,2025-03-27
259c8b02-5208-4f93-b5b8-edf4039be713,ee7f046a-c4fd-4ef2-899e-bc8b8b6d30e4,236915.46,8.72,2024-07-14,2025-05-16
9aaaa282-08f6-4dcc-be57-10588d6f364d,59db5ab7-40ec-4319-ab34-89dc34edb2c6,201086.55,13.99,2024-07-14,2025-07-13
b88f4520-ad55-4811-93e0-4ff0c158cd93,b655a065-4cab-4132-b27a-995a7bbd2c87,390349.68,10.47,2024-07-14,2025-04-09
dd8ae02d-3849-4387-b8cb-5461aef6b4ee,771bc120-c299-49c8-9b14-aa7f46229a39,256423.2,4.2,2024-07-14,2025-06-16
fd63a9bd-ec10-4fde-bbcb-5b1754616e78,e88a0298-b63d-4cef-a08f-f233f129e907,333264.25,8.36,2024-07-14,2025-03-31
dfa2a540-7d7e-4cc5-aa32-b720f11903c2,f43e9fd0-7e23-4416-8ff7-15932524f737,151111.63,3.86,2024-07-14,2024-08-23
8f7647a6-8f3c-4d1d-9fd4-f92d613f426b,c89681d7-37b0-47a2-b8b3-69c988cba5bb,120617.53,7.68,2024-07-14,2024-12-22
b259404d-0a37-4872-83f1-2a1dedba0e7b,98948ac9-543c-4e7b-b493-99193b743d79,483343.04,14.49,2024-07-14,2025-06-16
2f10e3a7-5c5c-42e0-9a34-8eb2672d6f1a,56c1cc1a-a0fa-4fcb-9068-268f2be60143,68051.88,13.09,2024-07-14,2024-12-22
fdaa95f4-02c5-4d9f-b8ac-d215b09c2d33,88fd4e8d-9a74-448a-a3f7-1840f7438f40,488002.55,8.31,2024-07-14,2025-02-11
1b0d95c3-2d40-4315-a3b7-df0a616497e0,b8bace2a-8b44-4fee-8321-32f28d3a0e13,46711.27,11.55,2024-07-14,2025-06-13
6cfcf90d-1e70-4f65-932a-7fb02c049e05,c9d1783a-7b08-4d0c-a448-b137e894190c,483717.46,9.15,2024-07-14,2025-05-29
96ddaff0-f7ed-442a-960d-2e90e2dcf760,40377afa-8e8a-4a7c-986b-000704951da7,250282.39,4.09,2024-07-14,2025-01-03
9effafe1-424b-48e2-b3f7-2c1a9b99d831,497795ab-f920-4c1f-b77c-1d85d9f2f131,450690.47,13.43,2024-07-14,2024-09-12
ec491922-b2f6-4b95-9406-8f30bdf8bccc,fff1d23f-628c-4f52-8e84-f35de82089f9,179788.01,3.99,2024-07-14,2025-03-26
efaad022-320f-422f-ab5f-06b05dd793ba,443174da-eb4c-4dc9-b540-881c482294f3,305149.34,5.33,2024-07-14,2024-09-25
e986db55-0b8e-4f09-9897-3fdfdbca40ed,5a6ac23a-877f-44e5-bcf4-0259e54acbea,183528.8,6.99,2024-07-14,2025-05-03
2ced9c45-1923-420d-b4aa-b41e9b8132d2,c884039c-efbc-459d-95f6-131a9f8155dc,324083.96,3.86,2024-07-14,2024-10-17
6418e99e-92f8-4c88-a02b-ed9c342e2bd2,affc47a7-9fa0-44de-9e70-c02e7e1bca47,246079.24,3.38,2024-07-14,2025-04-09
b4dcbe22-d52d-4bb0-b1b8-1decb0b149d6,1b0f2c90-2ec8-4432-8e10-541ab7bc32b0,209688.78,4.7,2024-07-14,2024-11-13
8aed23c9-428d-410f-adb9-165ab7d104db,b5bc7370-bbdc-4985-b66b-81f6a86a6021,44416.23,5.13,2024-07-14,2025-02-04
324dae95-8133-4de5-a17a-d1cbfe08e606,9f67af3d-3a7b-465a-b9a8-deddf7009ffe,439601.24,9.66,2024-07-14,2024-12-05
b5c991e5-e229-4bcb-ad4a-600e0a6c0f94,8d90bf39-3d1e-43f8-9c5c-277f99745924,448324.76,14.56,2024-07-14,2025-07-07
16fd4ca6-0f83-4c56-a8c7-427a200dc70a,d7afcc9f-e8f9-4fba-bff9-d15401b332fa,67603.41,10.52,2024-07-14,2025-06-24
76c86063-d8f9-4f0e-86d5-6c45d0d99f34,c74e1926-634d-4861-80d2-b3d133923139,65331.59,2.93,2024-07-14,2024-09-30
d8e0a3c0-1daa-46ce-a97e-1ac19c29fae5,71b1b0a1-d4fe-4983-ad9f-ed70e5087477,248555.54,10.42,2024-07-14,2024-12-30
81fa05bd-2ce0-4967-a43c-0bcd976e2fb0,7414401d-e14f-4a1d-995d-d2f0583ae273,20516.19,4.02,2024-07-14,2024-12-28
46d53b18-5757-4e87-ba69-7186d53e5a3c,79e68e5a-c776-42f4-90fd-deeb67ef5639,125323.24,10.13,2024-07-14,2024-10-09
7229b455-c644-477a-8b42-48c5afd4bf29,93223865-0fed-494a-a603-ac5bd44e688e,275709.56,9.06,2024-07-14,2025-06-09
1f222d3c-fbac-4d75-85cf-65f35e633432,690f1f1a-162d-40ef-838a-c5d8bd24849c,418920.85,12.75,2024-07-14,2025-03-20
8596d61b-3d14-48f5-96df-54892fa9f953,5ca68c06-3919-48e7-9896-2f428a97adab,257799.14,9.51,2024-07-14,2025-01-02
42c061a5-d93f-4059-a0a5-c09b04b46d33,5f535d1b-96e3-4b17-956b-e36cdb5b3a50,295996.44,8.96,2024-07-14,2024-12-15
39cb6884-0bb3-4a33-abc0-313f83ebbd20,39a00b6e-8a89-461c-86db-8689790adbb8,448561.18,10.88,2024-07-14,2025-05-03
d557a218-4f04-4f50-bdd2-095433d64887,a14f3f1c-f178-4fcf-91d8-899803f1b126,138995.18,5.33,2024-07-14,2025-02-27
6ea6f4ba-c43a-4597-821d-1ed43f519215,1e956cbc-1ba4-4d1d-9007-33155b86ba0b,242267.65,7.26,2024-07-14,2025-01-02
8ae34602-84f0-4298-a721-4a896a3f15b3,6c797ed0-8c8b-44ee-ad59-0c6efb57108f,448793.38,7.48,2024-07-14,2024-10-11
343278b5-fd21-4ba5-9afc-09d40b2fbaf8,dc7c3382-0b05-4e4b-964a-1cab713003a0,169314.17,7.13,2024-07-14,2024-09-04
8b8ade09-b487-42af-8a74-fafe1a5f4482,b39fa5cc-7c47-47aa-982e-6b5a6a6944bd,104968.4,14.13,2024-07-14,2024-12-18
f247c37a-e477-4586-81ed-1fd3f245c3bb,d51e2169-406d-4e65-a7fc-0b898bee13ea,403704.66,11.98,2024-07-14,2024-12-13
1ac92c17-58d3-43b8-8ba2-304fef72ae8e,4c0668d0-182f-4f3c-ad59-c563ac2513db,363836.52,11.84,2024-07-14,2024-07-30
4cc04a0d-c06a-4e66-93ff-415a80030428,b655a065-4cab-4132-b27a-995a7bbd2c87,376299.7,1.73,2024-07-14,2024-10-06
df603028-b8c3-4e19-ada9-e8f447e2ef34,28c2df03-16dc-4065-b331-24206c9fd65d,157842.34,2.34,2024-07-14,2025-03-24
24b72274-eb60-422a-88b4-c81695598a92,a1ad88f0-2be3-4182-8b95-dd09befcc574,488505.06,14.14,2024-07-14,2024-11-23
3883e7e1-31cc-490b-95ce-78ba742b6fe0,d5869468-b127-4608-864c-871a9798e50c,268548.06,10.09,2024-07-14,2024-08-17
bbd92724-9413-4031-a0f2-988ac680d3ca,6db7d267-de4e-4551-b5de-1e5bfa160680,42013.81,12.62,2024-07-14,2024-08-09
80c38aea-5db0-4178-a89e-6a5bf874151f,03aa5dd7-5502-4c46-96b6-ceefb949e090,201586.26,8.52,2024-07-14,2025-05-20
4ff6ce24-8fc4-4ea2-a8ff-6e18dc212c55,c7e6d971-b7a4-469a-bbb4-aa5c10d6521c,423262.95,3.0,2024-07-14,2025-02-04
69d8935d-6a72-48a6-bbfa-bb1412d7e6ab,edcbfbc6-c4e4-4c61-b872-9230a15f43fa,369340.38,4.68,2024-07-14,2024-07-28
454b70ea-57bb-4d9c-a0c5-0c925875597b,4cf54f49-87b6-4536-8cb1-ff9441650eb5,334773.69,4.65,2024-07-14,2025-04-19
0b6fe217-c7b3-41f6-b717-1b709d0e0d1f,8f94cf79-e1cd-495e-a986-a32c5fc2f371,249613.42,6.59,2024-07-14,2024-08-11
b90b3a20-539d-43e4-9b7c-51846a6f56ff,e051da9b-b03e-42d0-bf17-6dcd4981551b,494442.83,10.86,2024-07-14,2024-12-12
6088d2de-3f70-45d3-9f2c-bcc21dc7bc59,45660a39-3a51-48b6-9f75-1bf845567d47,99801.11,6.99,2024-07-14,2024-09-02
34706b7f-186f-45f9-9cb2-86428a4a19b0,45230999-b051-4dde-a038-ada6d07a18c1,393217.83,12.31,2024-07-14,2024-11-17
44d30295-78a3-4360-91ab-035713ec64b2,b47087fe-80b8-4d6a-b90c-8f2334d1d2ca,348031.72,2.04,2024-07-14,2024-08-21
499f0caf-6bea-496a-8986-775da6247ba2,3fff5857-d25f-45d8-bdc3-5dc776d087fd,308317.87,10.78,2024-07-14,2025-01-16
c66ef6e4-d489-4a21-9e2c-f7cbf926c5e3,04cff68f-2fe7-45f0-92d4-6f68c0e125a6,40247.01,3.54,2024-07-14,2025-04-17
7a08d5c6-595d-4217-aaae-1a1244a382e5,cbdd53fa-2e51-4779-ab13-a0bcc9c4a8af,232570.61,10.24,2024-07-14,2024-09-26
ede50a83-ce90-4136-b94b-cb9be0a408f3,965698c1-0156-4f6a-ac38-ab53667a720f,177215.64,13.37,2024-07-14,2024-10-18
34c7df43-69f3-40d7-94c8-06cf79c96b4e,2cea58f2-030c-4667-ad79-1c6dd59ed7c9,194021.94,13.42,2024-07-14,2024-10-06
c2a2b850-8961-4269-b769-2f1f843fe2b1,dc0414c2-3ba8-4e68-bb31-70161859a112,67744.46,14.04,2024-07-14,2025-06-23
591379a2-b1f3-4b88-9312-f6a1fa4f832a,2a3b6a06-5f4b-48a0-8a64-cd9ce078d7ac,280705.66,3.43,2024-07-14,2025-05-19
2311fc9e-980e-453a-8eb0-947450cbddcf,b8dedd32-89e2-4369-96bb-7ed22bf5b825,140355.4,3.07,2024-07-14,2025-07-12
a3a69286-9234-41bf-ba51-27c83b757c44,f2aa178b-26ee-4b04-b47b-7c1b8a9323f3,250856.42,8.73,2024-07-14,2025-04-26
6c6a4ff4-1d99-4068-9987-87016993fe5f,fdc0c5c1-ef84-4b2d-a6de-34a172bc1c9a,229213.94,9.79,2024-07-14,2024-09-25
6cea9c62-3ec6-46f3-924d-6b5a1654a89d,de0618f1-5608-441f-86f0-18d65eacd219,239684.09,14.57,2024-07-14,2024-08-21
e1a1dd7b-943c-47cf-ad71-4a37f844adf3,a2c30cf8-ae6e-4497-949b-b45d309c2ddd,293602.59,7.43,2024-07-14,2024-07-20
a4c4247e-e6d5-4ad2-bca4-596b6318cd6b,40377afa-8e8a-4a7c-986b-000704951da7,304563.2,2.87,2024-07-14,2025-04-29
35a0aeac-c04e-475d-a240-a7e32d16c42f,a9db0976-d7c5-4dc7-ba6b-be5e66c7ce97,35574.75,10.71,2024-07-14,2025-02-11
8c3fb7fe-b6e9-4616-a87c-03a40446a650,adbeedc5-1206-4992-8f4b-b5cd551ac4c4,352895.54,6.8,2024-07-14,2025-03-09
f8b0f81a-52fa-4043-ac9f-0007793c913c,8a7ee70e-29be-43b8-a4fc-00d22d032663,253581.85,12.65,2024-07-14,2024-08-02
4bf06913-62f1-43ed-9566-09f973f4f6f9,18c37a9f-a078-4d91-b485-fd28ac1b36b4,448699.58,9.57,2024-07-14,2025-04-21
6c0fc1d2-3740-4836-a247-55ba7a79c202,e08c5e42-856e-47fa-89f4-fa484a68bfcb,388355.3,12.49,2024-07-14,2025-03-05
0f0f8e71-4f81-4a48-ad98-3c246db0cb8e,38249aac-8e29-4b0e-a389-3db19e06fa50,27092.96,12.22,2024-07-14,2024-11-26
6140e134-c00a-4474-b5c0-cf9793c7ff6a,a6ae2cee-ccfc-4bfe-ad13-81a73ddf3e5a,432851.14,2.48,2024-07-14,2024-10-08
e915fd64-392c-470d-adfa-7a07ef9bad07,fc9abc25-924a-4941-adf5-d16d503e7b24,249459.46,8.04,2024-07-14,2025-06-21
bb5236ba-681a-453f-ac2f-99434a980fb0,6a976ea3-d391-41c9-a517-427475be3912,151638.15,11.17,2024-07-14,2024-12-24
ca802608-1ef9-4523-9092-6575d7e371e5,e22601f8-e911-44e9-a54f-9b8f7d9ca68a,277925.45,4.69,2024-07-14,2024-08-23
