investment_id,customer_id,investment_type,amount,start_date,end_date
184cded9-38a3-4483-ac79-3b2f91bcd305,366ca469-aa20-44cd-b80a-938f7840463f,mutual funds,142183.21,2021-05-18,2013-12-18
647c7e1e-864b-4362-b39c-74ffc7198e06,2fdc7320-8cc8-41ec-bc60-ec288a026ac4,mutual funds,165328.62,2024-03-10,2020-01-08
edf01312-e16d-4e7f-8b62-6f677c731b50,9ca4328a-20ed-4673-821b-0bda821d90fc,bonds,167982.36,2024-05-05,2024-01-27
ecc52ca2-fc8b-4273-9180-4322a142d479,26d98e09-b94b-4b08-962c-f53991acfdd3,bonds,162733.29,2020-09-21,2008-04-27
1635f945-5ee7-4417-a473-e430698eac83,8a6c3f17-fc09-4ca7-9244-77df80138302,mutual funds,41521.99,2021-03-09,2003-03-01
26248e3a-4702-4123-92c0-4e84e3cd432e,a453a617-0d8b-4bed-b785-899e84357e1e,bonds,79624.74,2020-11-06,2001-06-18
5689a97a-a628-4bf4-a5ee-87268430c9c6,f0bdbcf8-f6c5-432d-ab49-39d484137663,real estate,77015.99,2020-11-11,2019-02-21
959348e7-b681-4d6f-ae31-fe1ab107bcc5,921e28cf-d8e0-486d-8ea6-166b2b0273db,real estate,24975.24,2023-03-02,2017-05-23
f63d23d4-0f6c-4612-8f99-ff423cd94b77,e74a1f32-c9d3-4f60-8613-482144aa1504,bonds,193690.88,2023-02-01,2002-10-19
b2acdad8-91c5-4b55-891d-036e1fa88156,f47ddc0c-1549-400d-be8f-259f57fbb419,mutual funds,157757.99,2024-02-24,2006-03-12
4eb5c7c0-e8b8-4dc3-8da9-dc3575e5a54f,a1dab259-7eb8-4095-a543-c42e7e075b58,bonds,67104.23,2022-07-13,2016-07-04
90d2cff8-5f39-465e-a3b6-1f637d72c5a6,fdd3d457-387a-4972-9934-25fdfce78199,real estate,67966.76,2021-12-30,2024-03-21
f0114204-3b76-4deb-b758-5a717cdbb27b,0e756151-266c-4bae-8028-12ddabcb5eba,mutual funds,192328.1,2021-12-29,2004-02-15
fefdc4ce-b8f8-4c75-86f2-3fe5cb89c478,96017405-c782-454c-b569-68acb7f9ce60,mutual funds,148122.55,2020-08-22,2024-05-09
2a4dc15c-d368-494a-b90a-3d79932cd5b2,36cf805d-dc4d-4371-8fb1-ee4ffad73973,real estate,124904.37,2023-07-11,2014-05-22
93acb595-1117-49eb-be60-0781989a4cea,2b8668ba-bcdd-49cf-a913-5cd0838709c0,mutual funds,167312.06,2021-03-18,2001-11-27
d1d529ea-12b1-4b88-94f0-a0493e87f4f0,5dae4446-1c54-4ebb-9669-7a03beb97c83,mutual funds,72930.32,2021-08-05,2023-04-12
3aef1612-ab51-4d49-8d08-688d1b8cacdf,13dbd7ab-dd1e-4c3e-bd57-ba29ecc13c21,real estate,40184.63,2020-09-26,2023-10-06
a9d179b1-0384-4647-aec7-8d1f38134bef,e2ca2d11-7a15-45e6-9b71-f59984633b1a,bonds,79888.41,2021-06-24,2003-06-16
76f5cf4c-bbf6-4c32-ba44-e10b81d3d8f8,e264fec4-8ebf-44ee-acb8-a8db222f4108,mutual funds,133555.14,2023-08-08,2003-08-24
ca82869f-9b14-463c-8833-92824d71d0a8,9333e056-f0ad-45ae-80b4-de0bbb96c3e3,mutual funds,196142.21,2022-01-15,2021-10-30
2504d136-3d48-4fb1-8ecc-236437591930,8ea0e78c-e2a5-410a-94a3-1e10a16c31dd,mutual funds,129026.8,2020-06-22,2022-11-17
cf67e52c-4be9-4217-9d2c-f33dbcb71e01,91c59149-f870-469f-8887-43783176fc90,mutual funds,173350.8,2020-07-17,2022-02-18
096c5e34-8a1b-4e30-a069-7d3a5d944497,f49ec5bf-e396-45a3-8d98-d8feb1fe1fc3,stocks,44989.68,2021-07-06,2017-03-16
eff9d32a-a81c-488c-91e1-94c036863473,96b0a820-8ad2-4281-a98a-8c0f0ac5d204,mutual funds,187757.57,2022-03-08,2004-03-18
606bb201-f84b-4050-ad05-eadcfdb18bdd,95150354-e778-4b7b-90c0-c46399e9a423,real estate,72370.55,2022-07-09,2010-06-17
e88b118a-e9a9-4ba8-b55e-2d59462e4e4f,aa261ec1-58a7-4192-86de-a4c079a396c5,stocks,48881.45,2022-05-03,2021-09-14
1c4940b5-a0ff-47fb-8d08-15fbc8c37a71,1188f94a-a2b9-47c8-9fda-bb08317fc5bd,real estate,5751.76,2024-03-31,2003-08-31
12a1ed36-db72-417a-9a33-48aa3a3075d3,b4b32325-973b-4115-b9bf-7a6bb0f187bf,real estate,138553.08,2020-05-21,2004-05-05
0e4631c3-c7b9-4a33-930b-7f7719b53e8d,e74a1f32-c9d3-4f60-8613-482144aa1504,stocks,106985.01,2024-04-14,2015-01-12
67073047-7c72-4a36-9ed0-bca508579519,23b04454-cde7-4107-94f4-9b203f9be99c,stocks,150118.67,2024-05-31,2013-03-04
7f0cf7b8-b70a-4098-be6c-79ba4d02b991,c2a2beb8-4287-4c4e-8ab0-b1e3cf30d1c8,mutual funds,82813.99,2021-01-06,2013-04-15
ea979857-46d6-4617-9360-bf128f5eda6b,9e5e9936-798f-4af1-9789-d285e145a82a,mutual funds,152982.39,2024-04-12,2014-08-17
5f88edac-7090-45ed-930a-4db91e9d8fd7,6017e422-0351-4c35-aaf5-52a55cfd0ef5,bonds,143165.91,2020-04-10,2017-01-06
41578da5-c1e8-40aa-8dd5-f71f1975a924,7f845d32-2571-424b-beae-b1e43839ef04,real estate,193376.98,2022-02-17,2022-01-19
8c23418e-4cf1-422f-8d3f-b6a92d8ad787,4af3cfc7-035f-48e6-b786-1f9eb42d14ae,real estate,121056.08,2023-08-09,2015-12-24
08722047-cc11-4df3-bedd-a66617e51801,0bd2cc2d-da4a-4bc9-b449-2eb8bfabd8f9,mutual funds,61735.59,2021-05-05,2013-12-16
7a7eb89a-26a7-457f-9d75-41cc7a42ce2a,296b3e25-bbce-46db-9796-dd6465ba6242,real estate,192577.19,2020-07-11,2020-12-01
066f8616-60c1-478d-b087-beac9d1e0b20,5dae4446-1c54-4ebb-9669-7a03beb97c83,stocks,78789.62,2022-06-14,2015-09-03
77dae2bb-9bdf-453a-8af0-8ec09c4a0e24,e4b284a9-b476-4a96-a302-8eb7f3b570e9,bonds,74482.78,2020-03-10,2022-04-24
9d1f56a6-c065-4c43-b73d-6513947ddc2c,f3d0eec0-4cd0-4ab4-97a5-ca49b6413e63,stocks,148797.71,2020-01-28,2009-10-26
ddcfe263-0c4e-46a0-ac51-99d70d869fb0,4bacc692-51bb-43a1-9fac-dad173f44df8,real estate,112072.87,2023-05-12,2016-10-24
f3daba2b-00fc-4d26-8328-b98bfdd473ae,68ba3175-9d5e-4692-b42c-9194f1132d69,bonds,30151.82,2020-04-23,2011-06-22
577d39a7-9679-4f3e-ba30-6fdf6e531a9d,12ba1346-2d0b-4445-9e8d-76d6cd5a3445,stocks,77519.51,2024-06-15,2016-08-05
2b7705c7-5e07-437f-ac52-29aed02a8c73,c88daa64-0bff-4fb9-a092-5394cf5a93ba,real estate,79512.85,2020-04-14,2001-09-17
ef3c7596-50a8-462c-bea5-0a6303bce09d,8e07deb7-b9da-42b3-9765-796594496ff2,stocks,102769.63,2021-01-06,2006-10-15
acf4df61-631b-4ca3-aad2-a097796b6637,2fe00a71-a1e2-4f0e-97d9-1b139b1d13b0,mutual funds,139601.39,2022-01-30,2008-01-12
61301f65-78df-4e22-9f75-150bbfe9daf7,9bdf3843-7062-437d-a3dc-453498654665,bonds,62941.35,2023-03-12,2017-03-07
2cddb971-7d5d-4f81-87c0-251e33d13714,0a6c2982-f5ae-4355-bdcd-bd81506f2368,mutual funds,176962.72,2022-10-15,2023-05-09
65a99162-0610-4084-9c61-e1eec4473cb9,6989105c-1262-4d7f-95a4-42ad0730c7f9,mutual funds,34545.79,2021-07-29,2014-09-29
f58fae4a-c972-437c-be2f-23ffc44a8ae9,2daf1e6e-048a-4d7e-9e7d-dfbc32acd4d0,bonds,145443.15,2020-09-22,2021-09-23
4c8b4042-c391-4094-a3e1-d5ce67ea9374,2b0f46cf-7d2a-44e1-94d9-da9610db3726,real estate,189547.0,2023-07-22,2018-02-15
b52fc462-2500-4362-82d0-eba646962bec,cb160923-58bd-4ed6-8103-165eaa35835f,mutual funds,95977.45,2023-05-25,2009-08-17
1ee1bb0d-1bce-419b-8600-7be2fb0a2582,6efdc249-2178-431e-a7f0-52c9b2ec6cc5,real estate,6436.15,2023-09-22,2016-07-23
32d860e5-8208-4095-9155-b3811c622731,bffa0a57-9a0c-48e7-8f4e-29065d9472e1,stocks,68921.83,2021-12-10,2023-12-20
68434f9f-73ad-4767-8ad1-36f71cfc58ee,a71b4428-7656-4439-8007-93fba63d1ff6,real estate,154445.42,2020-12-13,2020-12-20
6313aa12-9426-43d5-a1a7-17a352de3ae2,4a4542fe-7fed-417b-b441-e0357242b268,bonds,19281.91,2022-05-12,2008-08-27
9fb9c5ad-3fd1-46cb-899f-8197df1cad39,b5ec91ab-06ca-4627-8fc3-c74f6a30990e,mutual funds,189260.15,2024-03-27,2006-02-22
5463e101-e603-4496-9548-7a01ad787301,26d98e09-b94b-4b08-962c-f53991acfdd3,mutual funds,147718.49,2021-02-18,2010-04-25
e5eec607-22eb-48df-9391-b1735fd6b178,301bd095-b1a3-499d-a2cf-d70b233fee71,real estate,29971.11,2022-07-26,2007-06-05
8b63c482-ad49-4812-a855-2b972387d9e4,fdd3d457-387a-4972-9934-25fdfce78199,real estate,97913.91,2020-05-04,2011-04-16
a0ea1f75-5194-40d1-ae1f-3dd044e3ead0,e8e1c6da-6498-418a-8aa7-54ca73b92090,real estate,180103.04,2023-06-14,2009-09-15
36ce5123-f71c-4a06-98d1-0e19e4ab183f,432948be-bbb8-4e15-ab73-9ff26d6ced4f,mutual funds,155526.0,2022-03-04,2018-09-19
3a188bb3-3b70-4e4a-b43c-d5f05176a297,2f4522da-0443-449c-a9fb-2559fae2a2b9,real estate,133464.96,2024-03-20,2018-07-09
f93ca4f3-2444-4a5b-bc0a-19abca3dca80,8ec00bd7-c799-4c77-a97b-3a1e198feb96,stocks,24354.83,2022-05-28,2020-04-06
c90aa711-82c0-46a0-9219-a767c2254cbf,9954064f-7264-4744-802b-7840b7445a7c,stocks,50385.02,2021-02-19,2001-05-28
856ed2f1-1c6f-405a-9a76-6637cebf985f,9a053c06-0a21-4937-98e8-8f22ab1502ba,mutual funds,89623.9,2020-09-15,2009-01-12
55bb1b8d-a8ed-48ef-8e11-b7abb0a1ca1c,0dd580d1-26f7-40eb-a820-10e50b3f4a84,stocks,37218.05,2023-06-17,2018-08-17
291b163a-b1d2-4630-b563-97b4a87e6e82,b160d961-7b78-4ae6-b631-71dc356afd13,bonds,48816.18,2022-01-27,2020-04-18
7c471f19-17c4-4fb6-80cc-413cb90347a3,f2c0e26c-15d5-4ba8-8d2a-53ad0b87010a,real estate,17062.06,2022-05-30,2010-12-16
2fadfd00-ca04-4fbf-89c6-9a8a2ea55b6d,3190df3b-5593-4bc3-8677-ea6b61f4c171,stocks,91276.34,2023-06-06,2021-09-23
373e8f82-9d2f-4abc-9f0b-912718529274,c634fb13-f63c-47a5-9986-fe0818b4223a,real estate,163161.12,2022-10-14,2012-12-05
993d5968-78e2-4b45-bc5e-d16664139747,9bfbe413-9769-4761-a366-45c9afbc6e44,bonds,159232.84,2020-04-01,2004-10-27
db7ef0e9-99cf-4161-ac1d-1dca827a1215,537ef1cc-00b7-4a8b-8b0e-5c625c42179a,bonds,115718.6,2024-04-22,2022-05-25
e627e37e-1e15-42fc-b4ca-9c5d28114258,90f8b8a2-066c-428a-8765-0274a5423bd0,bonds,78383.69,2022-04-26,2012-10-07
6867c132-af8d-4e62-8d40-7337edcfd2ec,3507b3c1-0a6f-48c3-a785-7806a582f500,real estate,58012.64,2021-08-05,2020-03-31
ec41ab91-0cc6-4cf9-b92d-d1dbfb8bb525,cbac35de-4ee3-4dec-ab31-2bbe617e8a56,mutual funds,40077.34,2021-03-08,2020-02-06
4bb6ef89-0143-462f-b294-92114e5f4891,fe02a6d2-9286-437d-8f6c-6e7c76baf881,stocks,104202.53,2020-06-14,2015-03-13
c5a5ab4a-a6ff-413a-adf5-6878cbda9080,a22c9e36-3dfd-489d-8c0f-4e13f1cc435e,real estate,159942.08,2020-10-21,2006-05-25
1763857c-bf42-4d59-b756-cc3a8a65ef67,33bb2c2d-7958-4447-97c5-d6e56cf8e265,stocks,193487.28,2023-11-04,2004-02-24
11f42809-d1cd-4ac3-b005-15768fb2bac8,19529a05-b245-424d-a4f1-3307fec8c162,real estate,102109.77,2020-10-19,2023-06-13
f851ab20-9889-409b-b354-263abf1832bd,a4e19a38-590b-47fc-a765-95d9a39eaccb,mutual funds,106796.25,2023-08-06,2022-02-10
d80f7c0f-29ca-445a-b955-a7028e078599,c39d68d1-7730-4890-b47d-5c7bb54a1263,stocks,140537.07,2020-02-22,2003-04-16
b6cbb370-f822-4226-8f77-0ed07725c8f5,993ec140-ddac-4444-863f-927ff40bc01f,stocks,108462.56,2022-06-27,2007-07-14
50b78432-9478-4a73-8088-a3c8b11460f1,2ba91efa-8cd0-4724-90f3-20feac654afa,stocks,120370.66,2020-09-24,2000-01-20
9d1c475a-df3f-4df5-945f-b6004784e5bb,b0b7453d-7239-43ba-bded-a8a2c3de9c2e,stocks,149261.48,2022-08-20,2013-03-26
1facd7c7-de55-4e46-8f18-bef55db1295f,b75d5de9-67bf-4b12-8dc0-ddfe2ef08724,stocks,17855.0,2023-07-27,2001-05-16
ac596b1e-b054-49b2-8d6a-5c6e859f7fb0,edd1b5dc-c759-4087-9d0b-64852f78c812,real estate,55609.11,2023-10-01,2009-08-13
7c017094-3a69-4132-9ac4-cc659537f155,9220efb2-daf5-4a16-bd54-fcd738a8bd1d,real estate,8256.6,2022-03-08,2000-03-10
ff6da796-149f-4401-84ef-70c404c8a14c,403f076b-bc27-4bea-a494-5bc58636a0bc,mutual funds,21476.75,2020-04-20,2001-10-22
7aa9f10f-f49f-4e84-a181-cdaf9357c91c,fca1bfc9-61ff-4752-9ecc-8406f7a9c75a,stocks,94473.97,2020-06-01,2002-04-08
9153d2ec-ca56-43df-927c-43c7d21d5ad0,c623ffee-f5ba-4d95-965c-546c5ef35bf4,real estate,39968.09,2020-03-06,2003-06-30
1bc2dd79-9a35-478f-b769-b3349d767124,a2db2c60-250c-4f9a-9d31-aba0284cca0c,bonds,160082.54,2020-08-04,2015-08-31
9b2829fb-2130-4dc9-b6ed-b12bef8435a3,c7eed2d7-a6d8-44ea-b139-05ee0ded5d70,stocks,182220.69,2022-06-15,2012-04-02
1eeb515f-f62c-48bb-865a-8861e63bb048,062ef5bd-b34a-40ce-86b2-2ae709cd69a1,bonds,11610.69,2021-09-21,2006-12-31
a760c4e2-834c-4593-9875-ae15c6d2c3df,e4e2fb70-0fcd-430e-91c9-272a5f2c8da5,real estate,53608.5,2022-04-14,2010-07-01
293df9e3-a39e-437d-a25a-3741c2d1fa55,3a30b948-c7d7-4110-b198-176f3600e8e6,bonds,158710.69,2023-03-23,2020-02-17
b71c1015-0fab-460d-aa7b-7f4bb93d2768,a22c9e36-3dfd-489d-8c0f-4e13f1cc435e,bonds,30156.87,2023-07-24,2016-01-25
0077fbc9-6be4-446d-a3e9-7b5526adee95,929fc644-9bba-4795-b1e2-79034e167a83,mutual funds,30822.73,2022-04-29,2017-08-12
4bad13af-8b61-4005-8aa3-0769f66033b7,8dc4d436-71cb-4608-8303-f3bea2462738,bonds,30201.59,2022-05-18,2014-06-18
fac3f4ed-f62f-4511-90be-bba88528a007,ce477b7f-6c06-40a1-9e46-b54d793a1a11,stocks,83585.89,2023-06-05,2015-08-19
275a2127-1135-4bd8-b093-69d942ab0785,a38f4a20-f62a-4bbd-8255-907b2c10d0e8,mutual funds,5321.77,2021-03-10,2003-07-24
fa228948-c9c7-4657-b98e-f40ddbea5154,cae940e7-7975-49f5-9a26-f5889fd1f8cd,stocks,178399.19,2023-12-08,2013-01-30
40c32c03-a434-4e9f-a8a1-2c897893e16a,b5401dd3-9134-4835-b443-ac7e2259baee,real estate,54469.05,2022-09-24,2020-03-30
3b0e042c-8054-42cb-bb6e-0759118bb05f,8bfaef76-484c-4297-83e8-0893e5de909c,mutual funds,174914.57,2023-05-04,2019-09-12
08c24e2f-ba7f-4a3b-819b-4914f4950b31,a7c1e756-598c-4663-a121-e2b2fdc82b6d,mutual funds,176918.96,2022-03-09,2007-11-19
5228d979-809a-4fc0-91c9-6955c0c2e548,b4df7819-e6b6-482e-a9b2-784cc261f609,mutual funds,35663.85,2021-03-10,2021-12-09
d4ce7551-93d0-44be-bbb4-59a91655e27a,8bfaef76-484c-4297-83e8-0893e5de909c,mutual funds,59902.27,2024-03-08,2019-03-23
9a82c91c-5b1d-4cbb-8231-0821ed22cf0e,e5079d9d-b550-4b10-885a-e50fcb8ad9e4,real estate,182355.79,2023-09-08,2020-10-03
fc95104c-8a1f-484e-b32d-9dd2970cd4e6,4c449ff8-88a1-46da-a1ef-5df5472593d7,bonds,22039.81,2020-08-13,2023-03-06
76dc1cc3-9524-4c01-ac46-770cf009c330,7ed070e9-2354-45cd-8e1b-76a2c20b9174,real estate,196274.69,2022-05-02,2001-12-13
1bc4cade-edfd-4af0-82bb-5dca4afc6e17,e69208e3-ffa5-4b42-88cf-7b50a044ab58,mutual funds,6076.82,2023-06-27,2000-10-09
1f0586ee-8729-42bf-b25c-399f8e60d7ac,c38db853-a507-4238-8595-d1ed332135d6,mutual funds,154071.13,2021-06-04,2023-03-06
7d015587-c424-4b0c-9c96-e235f0772e72,868815cb-5783-4ae8-8ed9-152f65493ade,mutual funds,42211.94,2020-03-12,2021-11-28
e6a31476-ec63-4a68-8dde-f7abd4446bac,a6b70d53-089e-45af-a64a-0c88fa808ee3,stocks,133451.66,2024-06-05,2005-05-30
3bdbfae3-0097-44f4-99c7-022e72bd1bca,cd26e275-8f64-4367-a841-a2d6ee4691d2,mutual funds,172264.46,2021-04-17,2009-08-22
d8bb5950-aaf0-44b8-aa36-9913ecd151ad,c07ea703-35c6-47ad-8696-c19fd807c43b,bonds,186166.46,2023-09-02,2006-03-27
62557973-ac60-4b3c-8636-408a2f8e4316,71c7b82f-4fbd-4115-8320-c356eaa95c49,stocks,187228.63,2022-05-06,2003-11-12
946ae6e5-581a-4ee7-abaa-3113d5f39e30,338a793c-35e6-4a97-853d-27c03c1449cd,real estate,96344.04,2022-11-24,2002-06-03
cb545409-58d3-4e03-98ea-52234c34f5e6,7d39c3ac-af6f-48f9-a76f-1c68d317726e,bonds,108535.07,2020-06-14,2008-05-22
2acb8951-2330-461c-b3bc-bebd85e0f623,30e995f8-9c72-4d37-998e-e725acda6458,real estate,103012.73,2020-12-21,2021-10-29
0f49fd71-be15-425b-971f-dc59cfc928d4,009d5ca8-98ad-47d3-90e9-0ddb27a69323,stocks,109743.9,2023-06-12,2017-08-17
c494cf6f-89e3-4ec7-a2ba-8043ed4be848,24af4cd6-a735-4d59-81a5-fac034b4b0a8,mutual funds,119530.31,2021-04-27,2000-08-27
5d9929f8-befb-4d96-bd31-ac037d4790ea,2202439a-8426-417e-84e3-659d74427699,bonds,93382.02,2022-01-12,2011-10-16
48b0ddb0-58d2-4ec0-a638-23708e177f8b,a36010c0-b901-470d-a786-1a087316f87a,real estate,12076.92,2024-04-16,2016-11-16
d748b682-bc89-4c12-a1ed-5b794d0d07e9,b75d5de9-67bf-4b12-8dc0-ddfe2ef08724,real estate,93308.02,2022-03-09,2011-08-10
2ec12d31-2bb4-4704-8275-df5751680ed9,8ff2d35e-98d9-426c-aa42-408c8cdf07eb,stocks,120418.66,2023-03-21,2018-12-26
3852cbf5-d980-402e-98cc-3d062beb9012,83f64fac-92d7-4ed0-ae6e-73a5dd8b1cd6,bonds,166030.93,2020-09-25,2014-11-28
f37ffeb7-8d87-4bb7-b1a6-a4581b4aaa3a,a1169198-202b-4603-a875-2d8e5e003808,bonds,163173.95,2021-07-27,2006-04-27
87905663-2dcc-4d41-86d3-f512c30b119b,0244a43f-0ada-485c-828c-7b5d88686026,bonds,142448.49,2022-05-11,2006-04-30
1a57a9ef-3c86-470f-904b-a45c3e73dab2,39538892-c438-4883-94c8-bbcaec35dbc8,bonds,171319.21,2021-08-29,2022-01-14
96663c3e-a79f-467b-8f6f-f078b0bcdc3d,5053b202-1033-4fde-b67c-07a9892d7574,bonds,99612.62,2022-04-22,2021-03-09
32ccf129-b356-49ff-aa92-cc9f3f50db7c,d89f9f76-3ccf-4383-8707-00a0619129b0,stocks,160971.27,2020-08-31,2011-08-21
f46db35f-2d2d-4249-9b77-65e1504184fc,67507a77-dc1f-4872-9380-03c83676c0a1,stocks,175406.01,2021-07-13,2020-07-15
a3909d5e-6b02-472a-a26c-322f7b8ca466,681ee2b8-26ac-4f10-8c99-321f8e8c6a25,real estate,175177.99,2020-09-27,2018-05-25
dcb24bb4-566a-40ff-ac28-092926f06556,30e9c17e-42ca-453e-930b-f1a00861ad38,bonds,160314.76,2023-08-16,2023-02-26
cf35c500-b221-418a-a2ed-b0eaf2f9bc34,3f2cade0-e2bb-4421-8525-18828292e1b2,bonds,49868.94,2022-09-27,2012-03-21
c98c8b6e-b58f-4856-8961-86dd85ba06d8,6e0e42ea-2804-42bc-a25b-78738955d8b8,real estate,134291.68,2022-08-20,2007-01-16
af71dbf8-f7f5-470f-a7c6-db3c7cf4c602,0a0a5b3c-f2c8-458b-a9a0-f939cd491ed7,real estate,48020.58,2023-12-09,2015-05-21
8092c93a-d671-4e4a-931f-88d83ecefe5f,ddea16dc-9624-4f46-9ab4-2b3ce805a736,bonds,63670.14,2021-06-05,2013-07-27
aa3d43cb-fc89-4319-9282-1049330b9d10,ad00da91-4e6b-4863-bc59-37572b0a786f,real estate,196883.81,2021-04-22,2007-03-30
12cc105d-4f17-4d8e-b001-792e7e680d83,f3d0eec0-4cd0-4ab4-97a5-ca49b6413e63,mutual funds,35347.55,2021-08-19,2005-02-01
aec0a5cf-e290-47fa-b015-af9729fd6c8f,069546da-80a7-4556-84c6-37f47632a36a,real estate,31711.52,2023-03-17,2013-03-09
adef16fa-541a-4bc4-9773-6c923d5336cd,e8e1c6da-6498-418a-8aa7-54ca73b92090,real estate,190750.21,2020-07-21,2013-10-30
3c85cf71-a67b-4bb1-813d-ecb540240302,bd01a959-8145-4ccc-a12a-d6cd0806eb95,stocks,138511.39,2023-07-16,2005-01-10
39376e22-83e2-4f91-8442-d28b5bf7a9d4,0c8455ae-c994-4188-a70c-018cf0d26679,real estate,140037.27,2021-04-04,2000-09-25
85b67870-af48-4438-b32e-0fd8348f9153,bf3f461e-0c4c-4993-8153-bf0cee98caf6,mutual funds,174518.91,2021-10-02,2008-01-21
78f9d7a0-a37d-4065-ae54-ccd70a71e969,53a775ea-7eef-4286-8a3c-074742ce5d56,mutual funds,29645.84,2021-06-13,2007-02-13
0f5527bf-fa06-4aae-ad4d-a6406d3b94b2,4b288bc7-cdc6-4a0b-905f-820e2e6e743a,stocks,121211.41,2022-07-03,2010-05-21
56936065-4c86-49a3-a70f-5e8b4d7b8579,f9d24656-820c-44e0-8caa-aecf801c584b,stocks,167025.88,2022-11-11,2008-10-27
609c392d-517b-4f22-abdc-0d1e448bc318,54100730-729b-4ed7-b565-b4f46b62eac5,real estate,170200.6,2021-02-28,2003-10-27
f7011dbb-67dd-4d00-957d-2c9d63d5602e,19e9b83b-855d-4f8c-b94f-95cf18d38f35,bonds,179782.39,2023-10-15,2012-12-20
d8d602f4-469a-430d-a691-ddd4ce117b82,3f9ac211-0b16-48f0-b383-4cdfc348969e,bonds,32300.52,2023-07-27,2019-08-29
f3a0ae76-6b11-46e7-94d4-067dcd335153,c33e8b06-acdf-4cb3-a740-9147e2629e7b,real estate,107736.48,2021-07-22,2001-06-19
8bcd8f4b-016d-414c-ac5f-581d717e28b0,c7d2fe41-f998-453a-8d96-d6d31ee94597,bonds,71717.21,2024-06-12,2005-01-21
f3c3e1cb-d731-4d48-9b41-407ae281ca5c,570a34e6-dd9c-46ad-8e05-c744fab88768,mutual funds,144148.19,2022-02-02,2014-10-09
7e933cd2-26d0-4160-8654-784e2c5cf0a4,41e97d13-3f86-4db7-a15a-8357e228eec9,stocks,98297.33,2022-07-07,2005-08-25
dc7e750f-409d-4416-a36b-6e2e8852e57b,2fe00a71-a1e2-4f0e-97d9-1b139b1d13b0,mutual funds,25067.42,2020-06-28,2004-04-03
de106bdf-7f76-4778-987b-20bd5e7a222f,0cd296f7-b67a-4d43-a044-c6d83b976ccc,stocks,192287.28,2023-03-03,2001-07-15
36e576e2-c0fd-4b58-bf77-e07497a650bb,e8e1c6da-6498-418a-8aa7-54ca73b92090,real estate,149963.59,2021-07-02,2019-11-08
78cb84fa-8a34-4679-856b-b612a71a27bf,868815cb-5783-4ae8-8ed9-152f65493ade,stocks,119206.99,2024-01-22,2020-07-08
