payment_id,customer_id,amount,bill_type,payment_date
ba9b3e6b-e7bd-4780-8423-2dc4476cfe51,7d48a27b-5335-4a96-9e0a-69d6ee4882ec,354.77,electricity,2024-07-14
75f871cf-035b-499c-9e78-cea9df63ddc4,27ac359c-4a02-4ab1-88d3-157f793b04ea,709.39,water,2024-07-14
c285c0cf-41a8-46df-9628-3cded40b5c2e,fa094d14-f50b-43ee-899b-feaa2ce200e0,557.95,phone,2024-07-14
fa181b13-eebd-4e1a-97c9-98e6169ab775,97f9aebf-e96a-495d-a2ea-48d82392f188,980.85,internet,2024-07-14
2fc5ba42-7019-4024-87fa-50ff894ce6ea,1251d2ea-25f7-44f4-a1eb-77a1302abc48,260.01,water,2024-07-14
eac6b893-f220-40ab-8c62-6bc3a7daab9f,abf42cd5-53be-4af4-9601-0545aea43f74,806.83,internet,2024-07-14
39fb439e-a1db-4576-bd84-776c4ac3d483,82f6fe76-26c6-4038-8bb2-4e3ce5b740fe,885.3,internet,2024-07-14
6a63edf5-1772-42ab-826b-7c36d26f2ac4,1251d2ea-25f7-44f4-a1eb-77a1302abc48,700.98,water,2024-07-14
6f15a97a-5e8c-4b47-9956-b3fafde6c929,0d6716df-3fc5-4b87-8941-65b1a809fe79,736.16,electricity,2024-07-14
1d5bc0c0-045e-4e1c-a788-171c81cda7bd,29417c39-ed64-428f-b97c-9683fcc7da30,53.77,phone,2024-07-14
044ee268-3a98-46a1-afb8-5ae67a70bf16,ff92a990-c1d5-40a0-bc59-0b4a5170a916,811.04,phone,2024-07-14
d54e2913-b306-402c-8e59-800915b8c8d5,7550e177-a088-40d1-8bd3-c9a5ce181f29,295.25,phone,2024-07-14
02510a77-18fe-4e98-b191-5c92c4f5b1f2,6848ae30-c966-488f-b08a-820692ec99d4,88.66,phone,2024-07-14
95a977be-927f-40b9-adf2-3b39aeec5a5f,ac3aa7c0-01a1-4e0b-9b98-06132e7efd19,461.09,electricity,2024-07-14
5015bbb0-e92b-4880-9914-30719dab7b01,90f50a6c-25c5-4615-84b1-b70227b6c4b1,590.91,internet,2024-07-14
36221352-db97-4782-9b09-b4ae54464937,580a7026-3076-454f-9769-6babb3c1d061,199.57,water,2024-07-14
64655e93-3992-4ba6-8222-613912e46234,65a6b813-f09a-448b-9826-1a1cec067992,926.6,water,2024-07-14
1befdfef-0e79-461c-97ee-1b6f9b90b782,4d1a6aed-53bd-495e-aea9-aebea93dc893,680.14,phone,2024-07-14
4a288e10-ac29-4583-b8d1-2b7f50513656,ffb37cca-a3d3-48f1-9bca-2334213d7694,767.25,water,2024-07-14
e2923064-c663-4040-9dfe-4fa6c29bf4f5,8a00310b-26a7-47bd-9ed1-14025f906b16,986.85,electricity,2024-07-14
caee0659-ff6e-4eec-bdba-dd761edf21bf,6b099463-2558-4328-95d2-61aa207d17b7,88.54,phone,2024-07-14
fb5ac36a-a805-487d-b994-eb79c332b483,209712fd-356b-4a60-a2d0-e5a5738cb3c8,975.36,electricity,2024-07-14
0dab356f-0a8c-48ac-bb60-46aecff44439,5fb64360-3eb5-4753-8e5f-83d4498eca6e,786.33,internet,2024-07-14
4bd97ffa-3502-4fdd-b127-c4992c542706,13bf026c-059e-44fa-b5d3-a531da87131d,902.68,water,2024-07-14
d5937b15-eb16-4a2f-880e-309769c6ae33,de0618f1-5608-441f-86f0-18d65eacd219,58.94,phone,2024-07-14
c028cb10-a0ad-4dbe-8d5a-d52fdbd76784,2a3b6a06-5f4b-48a0-8a64-cd9ce078d7ac,795.78,phone,2024-07-14
0c1d0b7c-8b60-47fc-8654-143b7fd3c3d5,0be4af6e-7ec8-4cb4-9d34-5e11ad1e1c84,639.01,water,2024-07-14
ff5e3c7c-5c95-4cdc-9f83-6e436c1bb2df,ab35dc31-2dcc-498e-9d1c-d3d9c099df57,112.01,phone,2024-07-14
01882b22-73d6-40fc-9593-e1aae4dc2cd2,a801a1b4-d7a6-4a23-b8ac-c941cf0a33ec,50.19,phone,2024-07-14
764efae1-fe7a-4320-b7d1-89468748c1d3,eb57ef3a-8d06-4150-8de3-71510495b5ff,343.13,water,2024-07-14
cdc82c3d-0db9-4886-9a22-b2c48c57985a,8b13bf63-0009-49e5-a168-4dfaa7e7e0cc,942.48,internet,2024-07-14
7278d61e-9226-4241-ba9a-38d6e19b8232,2d97f178-ea8d-44a0-b626-da1d969fe9d7,937.72,phone,2024-07-14
f252454e-da92-4a10-abff-bdd467e65414,14d09976-9e25-4895-9159-8a1acd38a72b,773.21,internet,2024-07-14
2255f847-f998-48f7-b3af-94bf2dc259cb,4a19bb97-a3bc-489d-bdfb-4953ae0abff1,827.14,phone,2024-07-14
f20ddced-43c4-46a6-b490-311244ac5c39,9e423931-7d41-4f2e-82a4-1d92f423b57e,72.51,internet,2024-07-14
a5c37924-7a60-41bd-9c79-e1c66179e189,c8e71684-d1b4-4e07-ae7b-4a9c3068b8e2,540.86,internet,2024-07-14
0c438ba7-9879-43bf-a30f-06bdd6655927,a1ad88f0-2be3-4182-8b95-dd09befcc574,934.33,internet,2024-07-14
a6d62701-ce74-41dd-bfd9-064230f247b9,dc7c3382-0b05-4e4b-964a-1cab713003a0,166.07,water,2024-07-14
c44e7465-1560-4949-8fca-f1cf2d05827b,b5ea4538-8b12-40c3-b4df-c22e1b982952,432.51,electricity,2024-07-14
ba36d9e0-7346-40d8-87d5-9783a5567e98,0f5fb885-b101-4f2c-ac03-a5eeafa00fd9,778.76,phone,2024-07-14
8b2b6d56-0ec6-49dc-99ac-4bb3c40ceaa3,8da076ff-1684-4e26-bd02-be618040153d,222.21,internet,2024-07-14
8e5c67ca-e55b-46cf-a7e3-54a20db48baf,c387f3b3-5803-4f0c-80cc-b1767b89add4,133.73,internet,2024-07-14
f0fa1f0a-3ce4-4ce0-8f94-8a8f81d6c6e7,46e79e57-9695-4cd5-ae25-5778656fcd75,861.94,phone,2024-07-14
0d817127-79a1-4c36-a085-b8a3b74641f0,8993b2db-da08-45db-8475-2f8fe3b3e8b8,723.75,water,2024-07-14
e8b46bff-433b-4e11-b6b6-3c8fa1d511c3,7284c661-14bf-4805-80c9-d1c91268844d,811.96,electricity,2024-07-14
dafdf0c7-caf9-45db-9c58-f9566685edbb,4ee82f1f-5c8d-4b98-ae4e-26377ad445e4,956.48,water,2024-07-14
f4eb523a-d381-4282-b661-32dc07d582d8,ddfbdb56-7512-4896-88d6-13162a98133c,121.33,water,2024-07-14
0e815476-a2d5-4a8e-a2f6-1f3af00495a7,01b74b7a-bc7f-4080-b1b1-b1e1c68dcf39,752.94,electricity,2024-07-14
9fde057f-a68a-4468-b8f6-dad0e51310a0,889d796f-1807-4dcb-aa7f-c971b7060314,439.05,electricity,2024-07-14
e7775eb1-2eb0-4e0c-97f1-510cf9e056b9,40b43d96-0193-4b55-9987-057853b57c3c,687.24,phone,2024-07-14
8d5aa03a-9c6a-4908-b8f7-e140f0b5e5fa,aa049aaa-60f2-46d6-8e9d-5be6e4bed2a5,356.98,phone,2024-07-14
66567075-52cd-42ad-83ec-d87679e7ec76,b94c4414-3a9c-45f2-bbf0-5fea2f711215,300.35,electricity,2024-07-14
dcffcd15-607a-4cef-ae71-1f31cf01afaf,0574888d-39ab-4f88-8172-677955fa230f,444.05,phone,2024-07-14
358680f8-3a69-4721-a5fe-d66bb019535a,d2fccdf8-7cde-4cac-a0ca-9ead16e1080b,588.28,internet,2024-07-14
8f98c610-b229-4427-86e0-7c4fdc58e182,99cd7b13-ad72-48b2-ae47-5ca248938afb,691.56,electricity,2024-07-14
3994ed5b-1739-4cdf-96fa-facc1ca5ccf1,b1ab2c2b-f872-40c4-b012-f133a96cb00a,221.96,internet,2024-07-14
97fdac50-bf8d-4269-a19e-6a543c4d707f,30d50579-2c36-4985-b747-dba53b9cd508,949.43,internet,2024-07-14
11cc7d4c-5a31-4f93-badf-31a8c047faee,b053dc1d-0c51-41c2-b9c9-f87b0829a924,793.23,electricity,2024-07-14
6c0cd223-3316-4758-8108-cb51f61cd215,9a8a7c4d-b691-4335-9ded-6fa8766a69ca,910.48,electricity,2024-07-14
154bf68f-0397-464c-be60-a7ce83ef6c71,757a5a00-3a6b-4d71-8369-86fe2bf678b9,617.34,water,2024-07-14
43f2fe27-41a5-4900-b79c-4e71f9ac6ca3,bb6ecaa2-597d-4dc3-8780-5d906b8110c3,507.03,water,2024-07-14
2cff994d-4cfb-4447-8437-295d7ece9fbe,15047c53-db4c-435f-81d4-9fb11f841636,716.42,phone,2024-07-14
ac230bc6-52c7-4510-8a8a-d19c6b2ef3f8,c0bf3d0c-a328-4a38-8096-2875132e8091,846.75,internet,2024-07-14
bf94d696-5e05-440a-a3bf-c8f71717e84f,902c5049-6f87-4628-a1ef-d91cec7ecb2f,676.06,electricity,2024-07-14
55f4567b-1243-4433-b534-9b8f1b13ba17,347a0184-3c76-476b-80e7-b647dd600250,410.3,electricity,2024-07-14
80108a10-debb-4bfc-8e26-365c8466f11a,d24d1389-3f91-465f-80d4-d8a8208b0d65,72.07,phone,2024-07-14
ee5d0392-1157-4007-addd-7458b77327f7,992177b6-7fb4-4143-9bec-bf2b52383bc9,365.04,electricity,2024-07-14
c341f985-7c1c-4ddc-980e-23b6a560eb23,71a2b7eb-88e3-48ff-bcda-cb6cd83e6071,458.53,phone,2024-07-14
05959355-31b3-42df-9da5-8f16eb4b8984,e0f7d496-b634-46ba-a77d-014c9ab25932,921.8,phone,2024-07-14
52410fbd-ab6c-40bd-a595-8909014c9fbc,d8e5d9fd-8f33-4ebd-9868-3e531deb1249,105.06,internet,2024-07-14
dfa68eb7-2bb8-457c-a151-26d2f869dc6f,b053dc1d-0c51-41c2-b9c9-f87b0829a924,214.82,water,2024-07-14
7665116d-cb04-4ff1-938b-c2708a5b2ad4,4bfe6b37-f145-4263-99a4-abae7d4553ed,150.26,electricity,2024-07-14
cf0ef631-4818-4075-809e-f4a066503f1c,b3e341e3-17ea-4c66-9543-14913002e3e5,370.26,electricity,2024-07-14
7f8df1d1-8930-450d-9612-9faddbb4f0ef,f0fa017a-4b04-4a8d-b4b0-19d2a7705e6e,514.23,water,2024-07-14
0188ecbb-4204-4c2f-8d71-16a98fac8f1d,2b3cbf01-6770-4209-bdf8-63a869316dcb,709.24,water,2024-07-14
c513f054-1023-4fba-a986-41eb4fbd9545,85860e2a-40a4-4032-b8e7-021ceb1b71d5,638.83,water,2024-07-14
0c0a4393-7ffd-4197-a73b-aea156062d1c,b42d3fdb-45ac-43f0-b914-43ee5c99c6d7,784.81,water,2024-07-14
9ffcb8a1-2499-4153-8eb5-5e4cd61b48a0,39c9ed3f-ff5b-4aa9-9e1a-f530b1c30353,646.2,internet,2024-07-14
f8bb0364-ca67-461f-b3e2-a5f60aeba0f7,e2f18419-bfe2-4758-bc92-ea834c659d69,898.73,water,2024-07-14
12aad83b-5feb-40f0-bac5-5005912453b9,eb57ef3a-8d06-4150-8de3-71510495b5ff,350.88,internet,2024-07-14
811ab8a4-bf48-45db-9bc7-2ddf586f266c,e982f40d-2001-417e-b454-bef13aaa19a1,52.92,phone,2024-07-14
d7a11866-5360-40e3-b30f-e5ca18e30ded,0bf2eb60-a269-4ff1-ad95-780799ec53d0,595.58,phone,2024-07-14
ffd04a3c-a0f4-4328-8af7-5d5e7c5c8268,1635324a-f2b2-4678-9c6c-0eb6d9f76860,242.79,water,2024-07-14
35cdcf72-71a0-456c-ba94-f6504e5f23e7,56c1cc1a-a0fa-4fcb-9068-268f2be60143,636.01,phone,2024-07-14
8816abc5-e524-4a66-bacb-249189fb1542,a80e065f-48d1-4dfe-b2c3-708136661045,495.93,internet,2024-07-14
423a4e93-e3d2-4529-8291-1c3c91064580,f2aa178b-26ee-4b04-b47b-7c1b8a9323f3,569.08,phone,2024-07-14
61c1347e-54b8-4a5b-9fd6-1400f9a7e0fc,5a6ac23a-877f-44e5-bcf4-0259e54acbea,130.41,water,2024-07-14
5f193974-bb63-4931-ad5b-88e0da566599,937db7cc-f114-4d48-9aee-0f0e0db295c2,607.1,electricity,2024-07-14
ded93201-6518-45b7-b50a-d47b0265cc8f,87fb8c0e-140b-4c4d-be13-8fc1e471b2d6,590.21,phone,2024-07-14
461828eb-f79e-4165-a071-f2b42f19dbf2,5fb64360-3eb5-4753-8e5f-83d4498eca6e,886.35,water,2024-07-14
b5653bad-e06a-446f-9c41-a6743363fe4c,7a327451-9146-4269-bd14-e66f557ee908,115.63,internet,2024-07-14
937d8664-6eb5-4fca-9c81-b837d610ed2b,ccdc0ae9-5f1b-46b2-b75c-248ca79fe5ed,771.44,water,2024-07-14
5e6d6351-367d-4d27-ad0d-fe9bdd1989b0,2eaa382b-5fe2-42dc-b5fc-0c8d283aa21b,869.68,phone,2024-07-14
b948c6c2-6835-47f7-a7d2-6c61e18deafb,680a19dc-d8d7-4037-9d4b-fbb79efe9e01,650.6,electricity,2024-07-14
7a415873-ae28-4863-a7f9-36990e260fef,497795ab-f920-4c1f-b77c-1d85d9f2f131,631.07,electricity,2024-07-14
43a0724d-3d69-45a0-8269-b28c92568b02,2ed4d610-c9bb-4f77-b3a9-15f8159ae21b,263.17,phone,2024-07-14
b84f701e-5228-4e08-b6eb-038462560750,affc47a7-9fa0-44de-9e70-c02e7e1bca47,502.01,phone,2024-07-14
9078460e-e8a6-4c89-ba70-f0275bc42fb1,443024d2-a8fd-438e-a560-c328086435c4,635.23,electricity,2024-07-14
05d73984-a451-4fee-8edd-2854f9ecd52e,f860fc1f-4c53-458f-9210-2d606b4d698a,511.92,phone,2024-07-14
7502d357-69b5-4329-ab8d-741ae0027510,101b00b1-643a-450c-b73f-a8b3b686cc41,740.13,water,2024-07-14
0074c412-5709-4832-99d0-e9935e82037e,3a022970-36a8-4896-a457-875853caed3a,102.29,phone,2024-07-14
9fd731b7-6236-4382-a2cb-ad58d62620df,f054e314-d165-455d-b3cd-e51310f11457,931.7,electricity,2024-07-14
de892af5-5a20-45cb-b9be-88dbabc08b7c,de0618f1-5608-441f-86f0-18d65eacd219,697.33,electricity,2024-07-14
3481f527-211c-4a6b-9851-f6ecb6ecf699,40b43d96-0193-4b55-9987-057853b57c3c,56.16,phone,2024-07-14
709046ef-6eb9-4a8d-b5c2-bfd5197fe616,c6ede869-49ff-4385-a91f-294b6e4a8be3,875.16,water,2024-07-14
3cd776cf-2683-4aed-9f4b-c12ccacacb15,45dd5397-f0e8-401f-b98b-8f51c1ce4ec3,725.06,electricity,2024-07-14
8e592adf-30ae-4fac-8b42-e279212134d4,8690dd3b-12b8-49fb-8711-2c4ecdfad2d0,249.78,water,2024-07-14
f0efd6f8-9368-487d-b10f-f1bfd95e3db1,f6cc867f-0567-4ad1-89a5-5e02d03f2d3a,671.52,phone,2024-07-14
455a712d-9d97-4f6b-b671-f1d6c22c66cd,9a083376-569b-4c47-9b1b-13aab8edeb12,736.93,internet,2024-07-14
94a7470e-ea71-4ab0-b946-7db04f4cd5ec,fa094d14-f50b-43ee-899b-feaa2ce200e0,264.18,electricity,2024-07-14
b4e332fb-54ce-4b78-a35f-dc24635fd916,15f23897-158a-4565-81ca-58101e78982f,249.05,phone,2024-07-14
e952390e-2f15-4701-be7c-76a5d91bf670,291c731f-0250-4738-821d-0910f8ae6a08,197.9,internet,2024-07-14
81177015-2c47-4357-af41-f00c398cd5c8,8e20888e-b718-48b2-b1b3-3e3623d47732,200.51,internet,2024-07-14
44401ae1-3f73-4887-9369-4d64663540f8,36350439-847e-46f9-8a61-fbe0d8c7587b,65.53,phone,2024-07-14
f01e0e42-ecc9-46de-b7fa-6e55abfffd14,f2226358-1dc2-4ffb-8a10-3b631cbfa544,501.42,internet,2024-07-14
36dd423b-a9d1-4b0a-9826-5403b44b39b5,5734f61e-f720-49b0-8be6-53f81d4d8e29,81.19,phone,2024-07-14
b55f0b4a-36f1-4d47-8cdb-02235bd8ff4a,b9db3368-4eb8-46d8-a840-6a4d2275b590,913.23,electricity,2024-07-14
2640c0e4-28c4-4f83-bf82-8e3054ad6afd,d87b727b-1774-454f-835d-5b974f4658a6,654.16,electricity,2024-07-14
71962703-6b88-4dd3-b8a2-a88dd0482926,fa094d14-f50b-43ee-899b-feaa2ce200e0,145.57,electricity,2024-07-14
42d02210-104e-4270-b5d5-9d7497a224d7,94368dd2-c885-4baf-ab3e-7b6d01888cf4,894.23,electricity,2024-07-14
35cbc941-3d82-49ed-b072-98210d52382f,0d139602-10c6-4e84-b1e0-da1402f3e4e8,881.12,electricity,2024-07-14
a1bf7a34-9e85-4c2a-9ce4-9c7c274b3624,f9d5bafc-f692-4729-833e-992a384da6bc,666.52,internet,2024-07-14
df66e2b3-fb5c-4dda-87bd-108dd3f3fcba,dc0414c2-3ba8-4e68-bb31-70161859a112,762.19,internet,2024-07-14
75e24bbe-2ec9-41cf-a957-1b645dd00bc0,85eae58a-e72f-4fb2-9be8-5ff32583e520,624.29,water,2024-07-14
483a369f-c34e-4e2c-82ea-1a94b0bf4ad6,d991d9c2-b8c5-4eb6-baa3-09a49b0bab8e,930.79,internet,2024-07-14
d126d76b-a0ac-400e-ad44-188687aca5d3,e7b6bff7-35ed-4ceb-ab57-02b0f50db91a,446.87,phone,2024-07-14
0e47b7af-ea0a-403e-af0d-03f50bedfa79,c6c41456-1d22-479a-9534-5a4b2ce02e25,355.58,phone,2024-07-14
a980c42f-8de7-4d92-ba92-c628d46c17db,e2f18419-bfe2-4758-bc92-ea834c659d69,644.19,water,2024-07-14
5d399471-822a-4d06-b1ae-4da2f564653e,a28d28df-d764-492c-8a41-e7966cc1da0a,686.66,electricity,2024-07-14
6f504d72-3388-421d-87ce-021e3180ec0b,50d4fb62-a4c0-4de0-ae09-d11228c7d2fc,401.25,electricity,2024-07-14
e38493f2-5735-49fa-bf53-91b76456b79a,8fd49661-4f0c-4eb7-a023-d041d222012a,583.88,water,2024-07-14
eaa138ed-5c90-43e8-97de-ecf8f1767090,a1ad88f0-2be3-4182-8b95-dd09befcc574,225.09,water,2024-07-14
8eaf6cb4-a718-4fcc-aaf6-5259126e2d52,4ea4533d-5e09-418b-b71b-05b302c897a7,215.22,internet,2024-07-14
284bf572-65e4-41ac-b01c-806b11d558ba,bafb9563-f780-45e3-af42-2084ef2a4651,402.81,phone,2024-07-14
63f9f0b0-1c67-423a-aeee-b4cd5e5b5a8e,d92f401e-fb89-466d-88b3-20af2e636fef,853.51,water,2024-07-14
6491840c-84d1-432d-87b2-d161efb1c26f,02a3af50-e1b4-44cb-90d2-e98692c416de,387.21,water,2024-07-14
26517484-b68f-4876-8ab7-c70d03d2b042,e420baf3-f487-4c1c-be26-9d3987790af7,709.29,electricity,2024-07-14
ca6e7990-f564-4fa7-9365-629560626282,690f1f1a-162d-40ef-838a-c5d8bd24849c,57.65,internet,2024-07-14
7e05c211-2d0b-46fa-a3be-9bf498480727,6350bae2-ae7e-45ad-8ecf-ecc3a822ce34,959.65,water,2024-07-14
933113c0-3f3c-41ee-9caa-efbeb9f34cfa,516a20c1-5794-43fa-aee4-3ab33fba27d1,745.81,phone,2024-07-14
ebeeff2a-9967-4295-9ebb-53343769ec98,46d9ccfc-7174-4ba1-a787-c71fdbfbd931,172.28,electricity,2024-07-14
6440d686-ddca-4066-b7a9-b3afbc1dfb6c,cefc4ec4-3708-4313-a0b6-c30fb4a0b76e,670.17,electricity,2024-07-14
8bb979e4-43f5-4044-91b0-324e118ada99,b11cfeb3-1e63-4c1a-aaa2-2d797f82b809,977.02,water,2024-07-14
7330b4d7-ebf2-44b9-b42d-0d4b175bc8da,02084a52-aee6-4e63-8e98-739091f593b3,922.21,phone,2024-07-14
7bae8f98-af63-405f-84f9-f386aaba98eb,9ceb7144-c8e1-4990-bafb-3d3f22a08fc2,724.77,electricity,2024-07-14
2264e766-3bcc-435e-9153-cb7fa82825db,39a00b6e-8a89-461c-86db-8689790adbb8,808.19,phone,2024-07-14
8a8c2fa0-f935-47e5-836e-083068463f27,1a44cdfc-0733-41ba-b969-f32239e27681,420.26,water,2024-07-14
7b671936-beb9-4023-9bec-1a780ccb6d5b,7cc67297-703a-4a85-aaf1-90abec379107,521.33,water,2024-07-14
35a74ebb-174a-4331-851b-d0eb1dc49393,3a022970-36a8-4896-a457-875853caed3a,872.24,internet,2024-07-14
f901b347-7087-450e-ae60-9dae7d6a3940,3a022970-36a8-4896-a457-875853caed3a,752.6,internet,2024-07-14
9e069ce8-d0f8-43ee-81cf-ab840f7216a2,a1ad88f0-2be3-4182-8b95-dd09befcc574,945.73,internet,2024-07-14
556427ec-15f2-45af-b065-9e9f5b6ce02f,a974c221-00d0-4172-8be8-d79645ce419c,415.69,water,2024-07-14
e5fb5b26-f549-4e53-976e-06526f8fc637,29f07c65-9250-4f35-be2b-912a0e9d1331,299.47,electricity,2024-07-14
15026522-9d68-4729-aa1e-4460c1fac40c,38249aac-8e29-4b0e-a389-3db19e06fa50,306.33,phone,2024-07-14
1c7b01eb-30c4-47d3-a502-ba32ed904dc6,4e0ff061-5cea-4fe8-87b6-2b5ca6b8a29b,210.18,phone,2024-07-14
e7f5c403-9d56-4798-ab58-8ca2896ff68d,70e94d3b-8ee3-48a1-b598-ec6d46cbf2cb,621.0,electricity,2024-07-14
b363406f-d41b-4bf5-a7a6-65a9942cf5f1,4152f0ad-2509-4a9c-97fb-a4889ff310d1,417.73,phone,2024-07-14
2ae70552-d10a-4123-bf24-81b7a79d9b6c,9fc9d60f-ebbc-4672-a1cc-d28e2770e350,587.89,water,2024-07-14
2d3066d2-2add-44b6-862a-cf58a67dc699,9dcd1397-3f5d-4659-923d-8f98b09ae98d,850.57,phone,2024-07-14
fb9b4f51-0500-4f04-bc07-8442f26794e5,3e6ec528-737f-49c0-9be6-164c35b14a61,780.38,water,2024-07-14
c4e2893d-f5d3-4509-85d8-5c3eb629d478,dbd8fbec-7151-4398-9dc8-a82b7a4deb71,782.7,internet,2024-07-14
4b505de0-2edc-4967-b79e-aed539781069,6a85b691-3442-4c2c-b818-2f2e2118c4ee,108.8,water,2024-07-14
5fa728fc-b499-406e-89e5-91419d080425,3e98dc53-d66e-47b4-8533-40d30cfde2ed,235.09,internet,2024-07-14
53319d25-5281-4e65-a7f7-1acc0b1348b8,ff92a990-c1d5-40a0-bc59-0b4a5170a916,225.34,water,2024-07-14
5b2ba68d-b968-49c9-ade2-ed308531a078,e429c39b-4486-42ba-b5c1-668cda4291a6,218.14,phone,2024-07-14
3f9357ac-dc8c-499c-881e-331084909cc9,17a51ef8-98b3-42ac-b21e-0803e5a779c0,128.23,internet,2024-07-14
c947a9f4-e446-4e80-ae4e-fbc685164493,38a746ff-66db-4a8c-bd86-dd0e7c26a976,980.35,phone,2024-07-14
4b073505-c6f4-4762-acea-b4c068a5f5c8,02bd81ca-707c-47fe-8db8-a3545498fba3,434.84,electricity,2024-07-14
dd20c101-92b0-4af5-aa43-eb7f6a06224a,e7a7f46e-bd6d-4429-b6d5-6d62b907f53d,814.26,internet,2024-07-14
9f75a78c-df11-40c2-968c-1e8fed60bdfd,87fb8c0e-140b-4c4d-be13-8fc1e471b2d6,58.31,internet,2024-07-14
4b9b1fc0-5f0d-40d7-88e0-8fd207cc7209,2f83cefe-200f-4735-ad94-a70bfec99d29,917.23,electricity,2024-07-14
3fc1a366-d853-4dd7-9d9e-a21f47bee219,4e126ca0-d3d6-4b72-ae1b-7f3cb5e5b948,154.77,water,2024-07-14
20681cfd-221f-45d1-b5f7-fe8ec7436f59,fa2d7c82-43aa-479e-b68f-9e2e1f7a2216,344.54,internet,2024-07-14
98fbbd43-c33d-4c78-892c-dce15b592f6d,472e748f-be6e-4103-89ed-cf36ea98ef6e,890.46,phone,2024-07-14
282bb413-56fa-44c8-940d-bb9f03f39ed6,45c778da-deb1-4f68-b010-312508ce46bd,221.6,phone,2024-07-14
fca77348-c3fc-45c7-9467-b0368efb7f72,39922b61-4d87-45f8-8751-055ad9d8a8c1,231.98,internet,2024-07-14
2d719a9d-48d1-4494-a9d4-cf7d2220c010,a583e439-0c76-42b0-8508-a206119763b3,569.79,water,2024-07-14
4ebdfa5a-4c1e-4adb-b133-f4c457199806,936482dd-d3bd-407d-a67a-55f3be55421b,96.64,internet,2024-07-14
4a9f308a-d5a3-47dc-af36-a0d6aab164c5,4e7009ba-d0a4-4c7b-bbd8-51b8239d4c16,777.59,internet,2024-07-14
ab21003d-f075-4703-a405-a74cce88d8a2,6a5c1877-afcb-4fda-9602-6d67bfbaba21,960.26,electricity,2024-07-14
c1cf90d1-4d08-4c40-bb11-4949dd4b6e4e,2014bc9a-89f7-4dc5-a343-d1fe7a64d7fd,619.35,electricity,2024-07-14
3b8d41fc-c7a9-43de-b889-511d87da0a4f,608bc4e0-f8d1-4827-b164-c8a4a54ea25a,396.23,phone,2024-07-14
b48a4817-dda6-4d76-95b1-7528a1ebcfc5,93223865-0fed-494a-a603-ac5bd44e688e,106.74,electricity,2024-07-14
19f4770a-5238-4430-855e-8ab6c6818198,d5869468-b127-4608-864c-871a9798e50c,221.03,phone,2024-07-14
433e500b-55d3-4c86-9e2c-5e2edf46eb2d,5bbd557b-8c8a-4f56-8f8b-dfac981ab572,972.79,internet,2024-07-14
