goal_id,customer_id,goal_name,target_amount,current_amount,start_date,end_date
265faeb4-6526-45f7-8712-360b36d7b1d3,59a7134a-a04a-4a7b-95d8-5ee40e94d639,future,38776.01,25040.04,2024-07-14,2024-08-12
02bbc09a-363f-4d3d-a10e-a5f9777e5089,b3bd16dc-811d-43b6-b8a5-0e6d7c268416,water,22109.54,9781.34,2024-07-14,2025-03-08
b61eb2f3-dec5-4823-b923-969bde9fa08f,85860e2a-40a4-4032-b8e7-021ceb1b71d5,teacher,40735.13,30324.96,2024-07-14,2024-12-02
f495e5e3-79a1-4dba-861d-86c99cd9981a,db4470b1-5630-42db-b1a4-ad34eb0a189b,impact,16678.73,38431.11,2024-07-14,2024-10-08
31b8a5b8-3d13-49bf-acc4-a3f5af31a0a7,3e6ec528-737f-49c0-9be6-164c35b14a61,order,3188.77,2558.55,2024-07-14,2024-09-03
454303bc-74ed-4123-b620-dfb7a7bde45a,130e4b5b-1325-4c32-b59a-549e869c8622,above,42293.8,5470.07,2024-07-14,2025-05-31
a6a94bbe-e5b5-4681-9979-b03bd932f90b,7e0d6801-4062-4c8a-b4dd-2b224cf468f1,family,45940.3,47850.39,2024-07-14,2025-03-04
0e379347-49a9-4b18-804c-0035cc9d4eb4,97f9aebf-e96a-495d-a2ea-48d82392f188,scene,38206.35,29437.91,2024-07-14,2025-07-11
0b462fbc-c1cc-4b3b-a039-092af1aa389c,827d07c4-c756-443b-99c8-00cf544e8767,stop,22977.0,35547.9,2024-07-14,2025-02-21
4d909251-f4d1-496c-8ad5-c9aad0dbc0e5,503f40ac-24af-41c6-af1b-991e16ca9962,sound,17285.16,19111.42,2024-07-14,2024-10-03
94262b29-7182-4b26-b58a-988d64f85589,28c2df03-16dc-4065-b331-24206c9fd65d,throw,47638.36,1431.66,2024-07-14,2024-11-04
8992c452-4210-474b-995f-ccce09a662dd,d3f7a2f1-7d4a-421f-aafa-75ecdd5b1bb1,discussion,34780.2,20133.97,2024-07-14,2024-10-07
44b2efd0-f014-426e-a9ef-fb0bb1616447,9b35087b-90c4-48e2-8532-191bf7a59ac4,consider,47071.54,21860.06,2024-07-14,2025-04-19
aa08e6c8-1436-4078-b123-6b45cf90eba7,e051da9b-b03e-42d0-bf17-6dcd4981551b,key,17926.27,6404.3,2024-07-14,2024-09-24
48e44232-34e4-4654-b3d1-194c20994fb8,0f5fb885-b101-4f2c-ac03-a5eeafa00fd9,off,7696.71,21419.34,2024-07-14,2024-11-06
b32ef4e5-c9b1-4a2b-8d54-bdc701ad3531,5d3c8deb-d8c8-47c6-8b19-1cf4d14f1c72,newspaper,21484.93,47972.12,2024-07-14,2024-12-17
743aefc1-5066-43be-b6de-6df0f31ecfa8,278619e6-24f3-4920-9b1d-e06c9eeb48af,body,15761.76,4727.77,2024-07-14,2025-04-04
d7b14664-952b-45f4-8d47-4014de301663,21ff5e1d-49fd-4db9-be50-d669e890686c,report,49537.34,28330.47,2024-07-14,2024-07-26
1f73340d-a29d-4f10-bd56-7d682cd9ef1e,d991d9c2-b8c5-4eb6-baa3-09a49b0bab8e,year,10129.84,13120.04,2024-07-14,2025-01-26
7ad5dedc-9a49-4fa6-8771-c40b1a11d5c2,ab39dff9-d6c0-40ff-8333-4d4f45e1278f,economic,19569.55,45876.9,2024-07-14,2025-05-12
9785cebc-571e-47d0-9428-3d513f2a2e24,4cf54f49-87b6-4536-8cb1-ff9441650eb5,mission,19846.58,5630.67,2024-07-14,2025-06-05
9de35d83-5d18-4594-aa7d-6fe14521b1a3,d12984b4-8be4-486d-b67f-4ad61396f0c6,half,46059.3,38379.86,2024-07-14,2025-03-27
e3349480-5b0f-4e8d-a640-3038a933ec6c,40b43d96-0193-4b55-9987-057853b57c3c,different,40731.89,20562.0,2024-07-14,2024-10-07
eb9a1e04-dc3c-41c6-aae6-880fd01e160a,9ea90c4e-a552-4a38-a526-ae0155332d7c,main,1504.92,49908.87,2024-07-14,2024-07-18
16fbc292-c7da-40ed-8d4e-955e9b2635e0,7a327451-9146-4269-bd14-e66f557ee908,store,504.44,1682.24,2024-07-14,2025-04-10
f5009755-5a20-41cc-897f-0df34723d9d0,c3621040-cebe-4ca5-b20c-501832421dd2,social,46000.52,6572.14,2024-07-14,2025-05-25
31cef99e-faef-4aae-82b9-b1ccf0d3aa24,cecc311d-02a0-4435-b131-54d6dbd8817a,result,28318.75,7182.69,2024-07-14,2024-09-14
a018fec9-da6d-4d92-84f9-4bb2dbd0b5c8,9f065232-cae5-4544-8adb-cbeea74383a0,billion,29165.0,29199.17,2024-07-14,2025-07-04
959ebc3f-8421-49c9-a0e5-56ca56cffdcb,1a621072-00ff-4916-a8a2-4ab65fd2ab2c,past,26897.79,34509.88,2024-07-14,2025-04-15
22eb6c19-9311-439c-9e6e-23fbc74ad154,a801a1b4-d7a6-4a23-b8ac-c941cf0a33ec,tonight,1400.17,22474.37,2024-07-14,2025-01-28
6d8d912b-0ba2-4518-8c68-42c822692d6b,e420baf3-f487-4c1c-be26-9d3987790af7,size,41313.23,20860.61,2024-07-14,2024-10-04
6955e9f1-901a-499b-8ac4-9044d3964247,443174da-eb4c-4dc9-b540-881c482294f3,each,6298.43,47860.88,2024-07-14,2024-12-08
368c63ee-2b5e-4389-a0ba-917422689d4b,7bd6efb3-2871-4a4e-9fd6-895d70e98da2,Mr,2283.91,38408.4,2024-07-14,2024-09-03
982eeb79-4704-435a-a016-8ac1044ede79,6db7d267-de4e-4551-b5de-1e5bfa160680,old,44792.98,1878.42,2024-07-14,2025-04-25
28e84d95-1af1-4c7f-b9a7-dde5a06ec22f,90f50a6c-25c5-4615-84b1-b70227b6c4b1,miss,28237.33,3197.85,2024-07-14,2024-12-11
4d832ba0-5df4-44d4-a8aa-26c8d5c9fe5f,65176401-57e5-40fc-b682-19504889ec4b,who,12520.86,40071.56,2024-07-14,2025-01-10
4640aa6e-d67c-4a45-8ad6-5370a1338f1e,3299fef5-467b-4e45-9f19-a8087b7b87f2,nation,43609.36,35484.79,2024-07-14,2024-09-10
e885b372-9ca6-4f8a-826c-1b40586af99d,bfb7a552-bb2c-4e62-af6e-49a7b097c652,western,22805.05,35977.17,2024-07-14,2024-10-13
d72acc94-7ec6-42aa-89d1-6917f64e45c1,b11cfeb3-1e63-4c1a-aaa2-2d797f82b809,program,12392.26,26975.85,2024-07-14,2025-04-05
e2300520-ee4b-41ab-a858-d46fa48aea6c,ebfb1ceb-7533-4e9e-b0c5-e0ed83eae578,it,22544.83,49941.19,2024-07-14,2025-04-04
c82750da-8bcd-4820-a472-124901447264,c9fbd4c3-f10f-47ed-9333-4af6aeecfd15,particularly,43824.12,40951.2,2024-07-14,2025-01-30
4813a3b7-f7e2-4e1d-b262-8ec27f676873,c0e5bce0-3956-446d-aa6a-a2e592f3808a,detail,33737.89,18268.95,2024-07-14,2025-04-04
03db5d4b-b1d3-40f0-b4f1-a7d3fa5c0874,a9a44c54-e30d-4778-a8a6-8a5cfd072e06,represent,20249.84,21606.92,2024-07-14,2025-04-04
2462226c-5f57-4e5f-b564-a45668b56ab9,8b2cd53e-7593-42b0-81db-15024fc4c84e,want,27208.17,762.51,2024-07-14,2024-11-22
34e1f5be-6d85-4ec2-a3ad-a24b25887750,fae6aa49-5d09-4746-94c1-b938a6dbe3c5,mission,37101.32,7069.49,2024-07-14,2024-11-26
943b19d0-050c-4464-9aa9-9bdde0ba2230,49c8eb51-6c76-46e3-bd50-1437e3028c8a,hundred,24634.74,36476.57,2024-07-14,2025-03-24
ee4596d4-4bee-4d11-a65d-15d82670ae9e,a583e439-0c76-42b0-8508-a206119763b3,drive,24108.44,22583.63,2024-07-14,2024-08-08
0bc3fd30-714c-490c-9cfa-920384ab76b2,903d080b-92ca-4f93-91f1-fef0ab3ffb02,reduce,11332.08,39772.46,2024-07-14,2025-01-09
f25089e8-8749-4e8b-86ba-0a1900a5e615,4f09054c-a806-4b61-8019-6f7c6f6b505e,girl,6712.08,42262.41,2024-07-14,2025-02-17
d423b3df-fe8a-420d-861f-f6f79bfce07c,ee00aecc-94b9-4b64-92b4-59460288703e,back,22602.59,18792.21,2024-07-14,2024-09-20
513a0caa-388d-46e5-89ad-726cddaad001,716b1e8b-2725-474c-8002-6402303a611b,note,45195.55,4750.79,2024-07-14,2025-05-18
8aca8100-65a6-4278-aaad-a060403209f4,1a44cdfc-0733-41ba-b969-f32239e27681,discuss,48219.47,1079.09,2024-07-14,2025-06-07
057af0ee-c5b2-4f79-a3d2-782e01dce5d2,936482dd-d3bd-407d-a67a-55f3be55421b,skill,11206.23,45699.61,2024-07-14,2025-02-26
f6c5cc5a-e8e4-47c2-ac8a-d443860b7311,7284c661-14bf-4805-80c9-d1c91268844d,inside,8623.53,11688.3,2024-07-14,2024-12-31
c0a27cba-9a5d-4c88-831a-cf48589fa081,f151fd94-4892-4ddc-b8b6-7b97e97a05db,keep,43747.32,593.06,2024-07-14,2025-03-13
8179a957-45b5-43a7-90a9-4ff4b1dfafee,cf8eb6f8-24ea-4362-8034-cc02814dd23f,discussion,11410.44,3212.37,2024-07-14,2025-05-25
1045bc9a-f429-443d-9972-739b3f467d70,5355b366-d066-4052-b073-b0c4f5febc33,network,43145.01,3764.95,2024-07-14,2025-07-11
24f0e451-6d00-4a9e-a8b1-60609e580e64,c0e5bce0-3956-446d-aa6a-a2e592f3808a,policy,548.01,34301.82,2024-07-14,2025-03-06
db4bd36b-da5a-4951-b2e0-993b5b85fb8a,6429ded3-42f0-4862-be83-4c5d67a24c4d,story,37184.99,24005.31,2024-07-14,2024-09-22
2cb6f1f0-05c0-4a85-b0e2-9cce4e18a9c0,009c3103-443c-458e-8add-0dd3b21df9bb,far,31850.6,22907.9,2024-07-14,2024-12-30
17563e93-ff2d-4901-a66b-aedd9bd62c22,48960895-fa4d-406d-8034-9b457c87ecb4,reason,37966.85,32079.93,2024-07-14,2024-07-24
489a8956-b211-45f0-ba05-f4ba031e99ba,a6e09839-9f6a-4f4d-9854-b493d427719b,remember,1743.88,38194.08,2024-07-14,2024-12-24
22d892dd-0e29-4ba8-b825-aed453255779,c67e1c01-0924-49a4-bb6e-f28cb38d2390,federal,29830.2,26406.05,2024-07-14,2024-08-05
4dbe989d-f7bc-4224-b1c4-7b6f9c1967d0,fc6bf3a5-ca53-4e39-b701-21e81a60a23c,modern,10590.15,37645.83,2024-07-14,2025-06-28
0fe45ec0-6062-41c3-8378-b3f18e4ed166,5793ac3e-9f7e-4716-9f60-9b7097a5ce0a,other,925.5,25128.25,2024-07-14,2025-05-09
f23351fe-47bb-4126-aa3b-47386941f4c3,b053dc1d-0c51-41c2-b9c9-f87b0829a924,many,24847.35,11894.38,2024-07-14,2025-04-29
565bd317-2cf9-4edc-9172-5241f7d1c658,6a98c01c-cbfb-432a-b0db-081893035701,science,7964.57,27854.8,2024-07-14,2025-04-29
692ba3d3-074f-490f-b60e-521252c71567,b11cfeb3-1e63-4c1a-aaa2-2d797f82b809,detail,31054.32,27014.25,2024-07-14,2024-08-06
4acaf998-6ee0-4da8-973e-c8c7e8a3b806,eb8ac500-7704-4cb8-92d6-2cd6055bff79,financial,25310.8,31667.13,2024-07-14,2025-06-13
13937640-97ca-4f2e-b112-f6d53bf2d4a3,62005ae1-56b0-4442-8cc0-5b5b5aac49ff,natural,20439.51,37081.03,2024-07-14,2024-08-23
40a192be-9f87-4f45-8ba9-e7da335afbd2,2ca0ff49-f8bc-418d-b76d-7fbe815c5c0a,able,44156.11,15803.59,2024-07-14,2025-02-02
66f2b8ea-c1f7-4e17-b7ee-d210ab474a20,193a39b6-8d01-4b5f-aacf-10dbfbbbd784,a,3775.4,13153.42,2024-07-14,2025-07-08
ece6d098-f8de-41a0-ba08-55db34a28753,4d9cb573-09a7-4ca2-9ef3-c27a447a5ae1,reveal,6637.95,1363.6,2024-07-14,2024-08-09
d91cc58d-d2b7-4e29-9222-1980a926ed1e,cc96bc8c-6e2b-4956-8a5e-479ec2ffca51,address,46543.52,20260.89,2024-07-14,2024-12-09
be67e7c0-e5ef-4c70-a300-a400b4ec5bce,8babc6c8-21d5-4c66-b1c3-984c16f21e71,fast,45128.03,24848.35,2024-07-14,2024-10-09
50affbc1-9d45-40b7-ae39-851cd2eb67db,feb5abea-8b2b-46b9-a08e-318d6ae37865,call,33797.34,44820.91,2024-07-14,2025-02-18
6f33108d-27f0-4cce-a790-8da2e36e0c8f,89b7778e-a1fe-4052-bd2f-207dd8c55f10,own,2824.83,33745.71,2024-07-14,2024-09-21
6860d2fb-516a-4e48-860b-423a8d737c46,c5b4df03-370a-4917-818f-bba455986614,test,38710.2,15669.7,2024-07-14,2024-10-24
13b624aa-5fad-44b9-8a3b-ca38fa619498,7b99b3a2-a414-4e66-bc6b-ab83e5a809f5,every,29005.86,47961.83,2024-07-14,2025-01-31
0016a2ce-f73d-45a4-be4e-5533b5142892,6aea6211-cad1-479e-873e-db9477f88fee,against,14450.18,5190.29,2024-07-14,2025-04-19
4955e12f-2b27-438e-a352-2a4b4c951660,3dbe206c-c738-41ed-9784-ccadc642c35b,type,28099.91,13387.02,2024-07-14,2025-02-05
6049812f-4db6-4f22-88bd-5eca79ac19d2,10571e1c-8e97-4805-8ec4-7094d272c1d5,listen,28450.09,39154.16,2024-07-14,2025-06-08
bd1a9c99-7a29-41a8-8908-d78c1d58fef6,f505b952-4eef-4e5f-ac00-556bd5ba5b57,fund,14204.31,22391.63,2024-07-14,2025-01-10
f1b9ac69-23df-453e-bea0-460694d29872,c0e5bce0-3956-446d-aa6a-a2e592f3808a,form,24502.46,44980.5,2024-07-14,2024-11-22
cba0a38d-fbc1-4035-8a5b-78058011302c,827d07c4-c756-443b-99c8-00cf544e8767,choice,39794.63,40323.45,2024-07-14,2025-03-24
0ef5ea79-38d7-470a-8626-c6995dafd88b,b94c4414-3a9c-45f2-bbf0-5fea2f711215,former,40107.69,6403.53,2024-07-14,2025-01-03
129e1038-bb08-4b0d-8098-f1e329990190,d589e29f-ffe1-4cd2-9be0-ff437388b361,news,25584.22,31216.2,2024-07-14,2025-04-17
777def76-4942-425d-b5c1-b9d8bdd47798,ee00aecc-94b9-4b64-92b4-59460288703e,radio,17506.04,34305.01,2024-07-14,2024-09-20
424a3c50-e154-4b14-966c-43b15d1db32f,9a032907-4e1e-4426-9675-8e3530f0f39b,no,47523.95,22293.45,2024-07-14,2025-06-25
93b4d99a-8023-47f1-bda0-8ad2fde1985a,d8b7c931-fe83-48ad-86af-e2c4a026fb5e,each,12860.79,4386.8,2024-07-14,2025-03-29
e1fa635c-21f9-4ddd-8501-b88b5ba81768,c0f86d8a-aa49-4431-854b-8c75db0c1812,behavior,34107.81,19320.11,2024-07-14,2024-10-18
aa561c00-d637-4f59-b186-6d55e1351dc1,1d89b13c-a5fb-4a55-824e-a9d825169b1f,project,19690.92,22447.11,2024-07-14,2024-07-28
500e4e7f-cf69-4f96-9fcc-fac0f5094d9a,c9d26807-319d-448c-9680-a76c2b98f3fa,clearly,35916.57,5091.18,2024-07-14,2025-04-23
fb4f29e8-d512-4cc3-9b53-45b25e0751b1,9dcd1397-3f5d-4659-923d-8f98b09ae98d,line,29158.87,22723.3,2024-07-14,2025-01-02
c2b6ae4a-a4ea-4e33-b823-e404ff34fbc5,dc6338a9-92b0-4c14-b710-d80422e63507,mother,16462.37,6112.57,2024-07-14,2025-06-30
312a6903-b651-4633-868a-6fc49d95507d,031f463f-ab3d-414e-986d-9bec1bf98f51,before,29810.77,17457.7,2024-07-14,2025-04-08
c8542ab1-09c5-410f-8b72-59eeec785183,c6a8e557-e307-4117-a4e1-5e94f40a40d7,truth,34230.86,13426.33,2024-07-14,2024-12-02
b419a975-590f-488e-9cad-9cd5887b79b5,2ca0ff49-f8bc-418d-b76d-7fbe815c5c0a,may,32009.62,8112.75,2024-07-14,2024-07-19
7fa990a7-d791-4606-b392-d2bc05cd25b1,d3f7a2f1-7d4a-421f-aafa-75ecdd5b1bb1,leader,19551.83,36132.52,2024-07-14,2024-09-14
5204048d-8504-4784-be2e-701067ca986b,6a85b691-3442-4c2c-b818-2f2e2118c4ee,feeling,28564.54,18472.75,2024-07-14,2024-12-10
5958201f-ee4f-4039-90f0-507d5eeaccdc,f83f5fb2-d410-4fb7-b1c3-4a238279d6af,financial,20649.04,12525.61,2024-07-14,2025-05-11
1c76e351-558c-4ad8-94e9-05c8804dc9c9,65bd5265-17d3-4186-a4e1-a8cb596dbc36,arrive,19900.42,14305.55,2024-07-14,2024-09-10
e777d027-4624-4d7e-b145-4c5163affa08,51f0d247-a648-4a72-aa4f-015f5038cf14,without,45988.45,33122.51,2024-07-14,2025-06-08
96986c82-ccba-44c7-b754-2be41babe133,788fa84a-bc90-44aa-8453-70ea6c98366c,major,6516.41,22708.49,2024-07-14,2025-01-09
4ac75931-e920-4a68-bda2-92e44a664aa2,d92f401e-fb89-466d-88b3-20af2e636fef,dinner,4234.65,38536.99,2024-07-14,2024-10-02
cd9b57df-b962-4741-9ca3-2ea16cf47013,9893ceb1-4bf5-46d1-9ecb-95c404966aed,discover,39740.29,7370.89,2024-07-14,2025-05-05
42ddbcf5-9054-44b3-8278-1a714cfb2a63,9e423931-7d41-4f2e-82a4-1d92f423b57e,final,48673.2,34770.42,2024-07-14,2025-04-21
0ac2e8f1-830b-4813-aa8f-fafeb9f112d7,e2f18419-bfe2-4758-bc92-ea834c659d69,arrive,12854.26,44844.8,2024-07-14,2025-06-22
2ddc7338-0be1-47f7-abfa-4467bc2ba4a1,ad3023b6-c338-42fa-be43-9673f853a1a9,then,22647.11,43354.96,2024-07-14,2025-04-17
f16b5b87-f145-4da1-82ec-5f72279c457b,3024e122-43f6-44de-9f53-84dee2c186d0,compare,2914.6,32591.03,2024-07-14,2025-01-28
b67766cd-aed9-4b9c-b60d-cf443f7f7546,9ea90c4e-a552-4a38-a526-ae0155332d7c,protect,1435.0,14277.86,2024-07-14,2025-01-07
0bacf69e-7773-4564-b2ff-e3ca57eca22b,1a44cdfc-0733-41ba-b969-f32239e27681,measure,47825.43,2996.53,2024-07-14,2024-11-19
85a9527c-bca8-45f2-b29e-de36a5193aad,172a2f7e-c461-4743-9ca2-d35d925fb569,write,18864.18,2561.94,2024-07-14,2025-03-04
53d81656-b476-4dbc-94eb-691a10ff9417,2b3cbf01-6770-4209-bdf8-63a869316dcb,indicate,8341.43,25534.17,2024-07-14,2024-12-31
1b40941b-0b37-4a12-ac86-35e22a49d366,87fb8c0e-140b-4c4d-be13-8fc1e471b2d6,myself,46299.3,16166.72,2024-07-14,2025-01-17
5bfceb0c-5e71-4010-8d37-bf42ccc80eb7,edf18d16-dd97-4ac7-9e6a-f9845088a911,similar,45420.3,10296.15,2024-07-14,2025-01-03
c9864c47-7ee4-4e43-bfad-01224b84d482,d5869468-b127-4608-864c-871a9798e50c,trade,23053.42,28462.33,2024-07-14,2024-12-29
e08e8e07-8d25-4d4c-89c1-1a8c79ff32e6,0f4da183-c008-42cb-ab2b-6b93e540fd90,response,39716.78,30845.65,2024-07-14,2025-02-08
c32da620-0c90-4102-a6ae-5ae4761b171a,6088b719-ff04-494a-bb6b-313022ec2019,measure,27364.15,43932.7,2024-07-14,2024-07-17
e901d2fe-d4c6-4bfe-9664-f7aa4bd22056,221f3a45-bed8-421a-9c8b-b3fe66580d9e,how,4361.89,34625.4,2024-07-14,2025-04-23
3e420528-c156-4f3e-afab-64479d3bd9aa,9ceb7144-c8e1-4990-bafb-3d3f22a08fc2,within,10870.69,6200.59,2024-07-14,2025-07-05
26af54ae-6fdc-482e-b389-ffe646732f03,cfa54e9f-ba29-4cf9-912b-28f6a4ee652c,current,21294.28,19676.05,2024-07-14,2024-10-24
15c349e1-9a9f-43bb-ad46-69ee172c68df,75efde82-8274-472f-8ecd-d72932aca4fe,several,48068.62,7751.88,2024-07-14,2024-11-27
08e05e99-949c-4783-ba6d-d73320e2150c,7a832179-da80-4eac-8a76-71f976cf7df1,charge,23791.75,12709.21,2024-07-14,2024-08-16
a892e469-b70e-40cf-9d07-bfede7531c5a,0f4da183-c008-42cb-ab2b-6b93e540fd90,either,11224.49,35172.75,2024-07-14,2025-06-06
6d369ba0-12ac-4159-b464-b65b6be6ff15,225b4f71-53d9-4799-8943-9df5b0a0d183,these,44128.99,23850.04,2024-07-14,2024-11-11
f736bcd2-1cd9-411e-9df8-312b1db95f93,e1a30f9f-478c-4637-a17b-65e8807c805c,lawyer,6813.0,13941.03,2024-07-14,2024-11-26
0241e75c-f19a-4715-8e41-8f460487dc92,bfb7a552-bb2c-4e62-af6e-49a7b097c652,how,7727.58,8044.06,2024-07-14,2025-03-27
98800a64-1553-4d11-9144-cc704e095815,f3f12ebd-dc9c-4233-b6e1-6d1107ebc320,world,48009.61,7443.66,2024-07-14,2025-03-19
192d126f-cb01-472c-a4df-4491c4b90c77,221f3a45-bed8-421a-9c8b-b3fe66580d9e,build,9074.33,29571.78,2024-07-14,2025-02-12
5201aceb-6168-42af-a09a-7b85b4a92dc0,4b6b25bf-f0f4-4604-a0f0-e3a3ac705ed7,reflect,43758.74,22013.78,2024-07-14,2024-11-22
8f6e3296-7130-42bc-9d77-c75cba34aa0c,84430ea5-2549-45d9-a4e4-c75a81680695,too,18540.43,33512.54,2024-07-14,2025-07-06
6177134f-2306-4a49-9a85-3d793efcc42e,6322aac0-7f69-4765-91b6-858182000383,who,39519.84,1295.44,2024-07-14,2025-06-11
e6a1ef17-5b06-48c0-993b-bad9281cac3c,a50f0d5f-b78f-42a8-86ef-887b9802dae8,southern,38940.72,40722.03,2024-07-14,2025-05-31
792c6bda-c391-415a-be04-cafd14ac4393,fae6aa49-5d09-4746-94c1-b938a6dbe3c5,per,39029.2,13234.73,2024-07-14,2025-05-06
f3b64e0b-9bf4-4ba2-ad44-448c30b5bbf5,a6955261-68db-4c06-a56c-7b1477306f6c,rule,15862.38,14289.22,2024-07-14,2025-06-29
3f5384a5-cfb6-4704-a49b-edf340d8f103,744dcac8-93a0-4ab3-9b2f-7e0555b8391b,reveal,3301.52,23433.95,2024-07-14,2025-03-13
41b32410-e88e-44dd-9db2-79fe57c48c1e,b47087fe-80b8-4d6a-b90c-8f2334d1d2ca,long,31448.15,20356.82,2024-07-14,2025-04-12
32893f70-f24c-4c5b-ab08-cff1af5bd3a4,6088b719-ff04-494a-bb6b-313022ec2019,customer,36957.12,43440.24,2024-07-14,2025-05-06
95ae0921-2df6-42b2-a6db-f1c0616c58d4,4c0668d0-182f-4f3c-ad59-c563ac2513db,fear,9326.19,33073.85,2024-07-14,2024-09-02
18fb713e-0014-46ab-883e-da56f7c3d017,b46f843d-7230-4e05-86a5-48ee91e86754,ever,22468.73,42404.56,2024-07-14,2025-07-03
c65b8611-93ed-40ce-885f-3ce3c765ca2a,6682ff27-fdb0-466c-90a5-6738ded01c61,market,16178.83,8382.59,2024-07-14,2024-12-19
a899ecbc-680d-4947-9bcd-d9b0cbaec25e,4b28f801-e36c-4591-9495-1b9b326b2525,back,12242.16,12881.17,2024-07-14,2025-06-21
0f3a7359-f606-4fa6-a0f9-67f1d81139bd,9dd1bdba-e2ea-42fc-b386-edd308640d27,also,33141.79,43958.38,2024-07-14,2024-10-24
fb65f63c-6963-4e1e-814d-f6db464fac44,095b38e9-14a7-40ff-8961-742c788d0be1,his,11747.69,15623.24,2024-07-14,2024-12-26
a61f9e38-cf60-4ffd-87a6-250f87382aca,6eabd930-6cb7-4b9b-a846-dd0c36dd3c03,stand,10941.66,4669.24,2024-07-14,2024-07-18
3ddf01b5-54ce-40b9-82ce-e90429194868,10e0d7d4-d6e9-4fda-ab7a-eae20f859d77,these,7157.85,37872.83,2024-07-14,2025-04-22
