transaction_id,timestamp,customer_id,amount,transaction_type,category,description
78e323c9-d1b8-41f5-8c96-2099243bd96a,2024-05-03 13:35:34.474756,9959,115.18,credit,healthcare,Last about either.
48ba4696-9c1d-4ebe-a53a-a856e867f8aa,2024-01-01 06:09:58.787725,8527,-447.73,debit,utilities,Phone smile brother.
010ba3ef-3d46-4a05-96f9-b14de28924ff,2024-02-12 19:41:01.843209,8298,173.28,debit,healthcare,Could wide good cause money.
33766bc4-166c-4a27-8b6a-c1c8fc0b32d9,2024-05-13 03:24:44.166189,6648,-360.23,debit,travel,Range involve government.
820a98e3-1397-4fc1-866f-5cf270c25887,2024-04-21 01:41:22.204566,5045,322.34,debit,entertainment,While letter media east resource through.
9252336c-6e0c-410f-9428-1f20041bb79b,2024-03-01 18:18:32.942852,9226,405.07,credit,utilities,Interest policy admit view.
623d1d94-f0de-47cb-bd36-93fe0178dbb5,2024-03-25 12:50:14.118738,4361,219.84,credit,healthcare,Decide space memory side measure nearly.
f2e85fc0-cf56-440c-abf9-66318b7e7ed9,2024-01-21 16:29:44.861163,7072,120.43,credit,healthcare,Write away image loss assume.
f3dd251d-4ef6-4e16-adf4-eb99e8039b82,2024-03-20 14:19:01.649755,6269,339.1,debit,rent,True recently later national.
cf350239-f89a-4f45-aee2-f6641b8a121d,2024-05-19 01:10:29.194600,4024,334.92,credit,salary,Wear break despite deep.
0fe35418-e8ed-4c0f-9101-11f2d5b1a531,2024-06-29 13:53:02.177477,5726,-423.68,debit,rent,Door chair since lawyer.
6273474e-43a3-4d4e-844f-ae56ee79de74,2024-03-29 18:43:10.184784,6113,-477.81,debit,entertainment,Nation whether sell foot top.
ebb7ee3f-37ad-4417-bbe4-28719b701068,2024-02-26 01:49:32.169819,7505,-365.23,debit,healthcare,Consumer down people.
941baa29-92e4-41df-ab97-e3143c90c0b3,2024-03-15 19:48:02.916582,1946,136.78,debit,utilities,Inside moment have do.
6598ebaa-6038-4e71-906d-3bf50ac6c0f5,2024-04-03 08:44:46.942592,8820,475.37,credit,salary,Value plant measure.
0f428d8f-f522-40a7-990a-6b9e02777be7,2024-02-26 18:22:42.166578,2779,-454.5,credit,entertainment,Others hard watch him me behavior.
c1e8c3b5-7232-416c-8b88-0d336fc185e3,2024-05-11 18:19:28.758320,7939,435.66,credit,entertainment,Wrong cover present risk.
74d1c004-ff57-4d69-83d7-37edbf7574e8,2024-06-11 07:49:12.264514,2826,47.83,debit,travel,Side go camera recognize try husband.
237c6fdb-558d-45b2-a076-60b0ad48dabc,2024-01-20 23:38:37.313823,3213,-449.9,debit,salary,Which follow certain story though recently.
b220bb36-9e68-4a1e-a9b6-704d8b50cc24,2024-03-21 21:06:29.721724,8542,-413.4,debit,travel,Listen light usually.
40805de4-9c68-4ef6-a30c-9b8e3c75af65,2024-02-01 08:22:48.508782,9123,-382.08,debit,healthcare,Fly mean interest various.
5a393d84-96e3-4684-87bf-d46fc41eb8ab,2024-05-11 20:35:06.514574,2483,-182.62,credit,salary,Newspaper be protect city.
6ec5aacb-043d-4674-86e2-13ce9bc31de5,2024-02-14 10:12:02.384371,8638,-277.24,credit,entertainment,Quality stock determine lose agency.
d13cef90-fbdf-436b-8d5a-81a9deadaaf9,2024-04-20 01:32:53.851647,9916,493.6,debit,rent,Guy white leave policy author bill.
66bb8653-fc8e-4fb2-9b86-2c037ba8559e,2024-07-01 18:03:22.388573,2943,-344.42,debit,salary,Anything water nation some.
adcf6f94-baa4-4614-b401-9ca6b51dc8c2,2024-04-06 13:38:36.951388,1444,-255.34,debit,healthcare,Hour sort PM on people.
ebb0fd02-7ce5-420a-bbb3-a2f88788cd21,2024-04-15 09:25:46.549509,4259,407.76,debit,travel,Pattern sister local enjoy his.
cea6fe63-0a11-43d9-b00a-1da99f79cbca,2024-06-16 02:57:26.769063,6789,-52.02,credit,healthcare,Minute pressure look political forget.
3b5c111e-d0dc-45b4-a121-8de860fdbbba,2024-06-23 11:00:13.138381,3258,407.59,credit,travel,Structure sit laugh tend.
37415b83-e9cd-4e55-818f-3c2115d7a4e5,2024-04-09 01:09:04.861938,9205,-446.86,debit,groceries,Anything check fight.
3335393e-a472-4584-a04a-e54ef0b2dfa6,2024-02-07 16:20:10.656651,4832,181.66,debit,healthcare,Throughout similar loss executive call.
6f297975-503f-46fe-88cd-b4ebecb5b623,2024-02-16 10:43:50.479499,4097,-332.56,credit,travel,Sign candidate speak benefit keep.
bcd847ba-91f3-4e71-baac-dae74c61286e,2024-04-30 08:48:41.708082,4592,241.02,debit,groceries,Machine series chance keep write.
81a4d6e8-4822-4028-9186-8ea0859f30ed,2024-03-18 16:45:42.777999,9944,198.07,credit,travel,Call community dream.
c2dd040f-81cf-4715-8f50-db3dd30b41d8,2024-02-17 20:27:20.433815,2883,264.33,debit,groceries,Certainly water how television effect his.
2f0a8560-4a87-44fc-9fcc-20a1d95e1012,2024-01-10 14:40:59.784055,9452,134.12,credit,rent,Action street others.
c2812281-0666-4dfa-abf3-40ce5b6ef6d3,2024-02-06 01:17:39.246757,6755,382.53,debit,salary,No direction night.
898187eb-e185-40a1-89aa-31bc9f16a3ae,2024-03-06 14:35:42.142240,4642,30.65,debit,rent,Theory skill close event.
e700eda9-a67d-411b-8272-74d92ee6bbc0,2024-04-23 16:35:54.124918,3460,455.84,debit,entertainment,History artist option.
d55f4412-dd37-48b2-9d4f-136de7191412,2024-05-23 08:57:25.180924,9512,-169.47,credit,rent,Test dream standard national ability tree.
c5622d96-0d83-4843-a60a-1e77c95043ca,2024-01-29 22:46:30.752623,1974,-21.42,credit,rent,Player amount child.
4019fd41-d0bb-46b1-95d3-6eff4a3adf8c,2024-06-05 07:19:08.465282,5506,344.21,credit,salary,Student resource fear attorney.
dfdfb2d2-624c-401c-b232-8e856d68cfab,2024-01-05 11:06:50.845637,6646,58.39,debit,travel,Government also go.
2e00a586-4265-4bf9-8e7a-fe7184a0579a,2024-07-02 01:33:45.228518,5565,116.35,credit,entertainment,Suffer energy vote.
5352fb88-d290-4f80-a1bd-a56ed385818b,2024-01-02 08:14:27.067806,7266,58.55,debit,travel,Play bag rather skin.
301e0d0f-5dbd-4ca4-8092-57760ab58b61,2024-02-06 10:35:01.890940,5577,-431.09,debit,utilities,Line skin great party.
82ccbaf8-b7d7-4cd7-bc49-ba2a3d455863,2024-04-07 23:48:18.402632,8680,-164.47,debit,utilities,Deal include human good system else.
c604a04f-54ec-4636-8917-5b0c064f91b7,2024-04-18 02:59:38.323760,5898,433.79,credit,travel,Page suddenly or.
1368d8e8-56ba-43f4-9ae0-f133f9af7b89,2024-02-29 10:58:07.945583,1046,459.59,debit,salary,Also modern fly high minute.
c832df98-2b83-4896-b480-2b95fa33186c,2024-07-01 07:10:59.964593,4805,494.72,debit,utilities,More identify foot popular pull baby.
beaba8d1-ea0c-4b53-9e18-b7d715889e69,2024-02-10 11:36:45.200355,1908,151.22,debit,salary,Field life toward risk goal cover.
6907ce4b-50f6-42d4-98e4-040a390015bf,2024-01-04 13:33:30.258894,4848,466.47,debit,healthcare,Significant these campaign.
146303a8-8371-4bf0-bd84-4b896ff8ca81,2024-06-29 07:18:05.916480,6338,339.44,credit,entertainment,Start debate old son policy.
2f80f703-ed93-43c6-94d5-0c6526a044f7,2024-05-05 14:18:15.198169,5515,-76.46,debit,salary,Race approach a.
a536964a-8c8d-4b7e-bdc9-73efae099930,2024-06-21 03:59:41.154860,4885,-6.97,credit,utilities,Assume energy foreign.
be458271-ea99-40fd-9be3-b75280a205e3,2024-05-02 10:42:32.876430,4697,150.6,debit,groceries,Religious determine cold.
b60156a7-a8c2-413b-bb56-36d65c1dfba7,2024-02-16 13:18:29.636034,4090,387.5,credit,travel,Lawyer threat for.
ef92f0fa-a1c8-49da-8898-3ed132373b56,2024-06-04 06:46:09.038358,8027,188.05,credit,entertainment,Opportunity computer near police team.
3dd2733e-db6b-4eb2-acfd-d5aaed85f1d6,2024-01-10 15:39:14.682032,9942,64.04,debit,groceries,Quickly west throughout happy social share.
9c029dcd-3d26-49da-9264-aaa2944bf087,2024-02-15 05:06:54.203056,6076,308.67,credit,entertainment,Parent official a address check situation.
3854e55c-0f0c-4efc-bd1c-ec5ae07d59af,2024-02-16 15:53:55.119034,4943,263.99,debit,groceries,Page guess morning relationship fine.
e71f2b5e-f18c-4860-a4d2-7a376604ed5b,2024-02-13 09:41:38.613906,3166,-69.92,debit,travel,Consider necessary government pick history.
c401513a-2676-4606-96df-0b33d9e43de7,2024-03-30 13:59:48.189387,2721,374.2,credit,healthcare,Boy early hospital.
e16cf2fe-4b26-4840-93cf-491559546c80,2024-01-14 08:24:11.210347,1394,-120.42,credit,travel,Senior memory door discuss.
e141ed6f-1c36-47a0-959e-a6a41ee4e0d4,2024-01-01 10:16:38.381076,2334,-450.62,credit,groceries,Close rest guess time.
b58bbe2c-0922-46e0-be22-9edf7e4fac6d,2024-02-02 23:05:54.978301,3970,-346.52,credit,entertainment,Provide likely sell.
3756983a-51e8-4395-a1cb-8adf157b554b,2024-03-14 17:20:37.196966,5295,292.76,debit,healthcare,Security understand meet.
e992b791-d9c6-424d-9522-1d7f118446f2,2024-01-11 18:08:45.165512,5053,329.09,credit,entertainment,Vote should hard huge lose.
fb132091-dabd-499d-9119-fd53d71a3614,2024-03-07 04:35:18.164016,8558,-166.06,debit,rent,Security outside much little.
3dcb3a61-607d-4f78-ac83-6eee188c5d88,2024-03-21 13:04:32.250978,1039,-452.17,debit,rent,Police budget push certain.
27696e2b-2806-4643-9bff-99fbd5bca573,2024-05-27 18:03:30.076142,6885,-355.43,credit,groceries,Shake movie approach some.
f0a80768-d786-43c4-aa70-0d80d3f4b792,2024-01-29 01:53:57.892101,3627,-107.37,credit,healthcare,Share dark beyond past western west.
efb5725a-d58e-485d-802e-5021f00fa50d,2024-01-02 14:37:51.957118,4472,-377.29,debit,salary,Responsibility drive three.
a16c1e8e-ba76-4bf7-b737-2d8474360241,2024-05-07 15:23:07.090327,8230,69.77,debit,utilities,Environment sometimes impact upon ever.
4968f13e-8baf-46bd-968e-bf489d54db0b,2024-05-03 17:10:22.754812,4995,246.09,debit,entertainment,Treat evidence idea political marriage.
2d8b1a85-7443-468b-8f02-0ba64a6ff2af,2024-04-20 22:50:15.226783,1888,-18.52,debit,entertainment,Something pull front nature.
9d27b541-8c15-474a-957d-830d2073bb1a,2024-02-13 11:54:58.663622,5807,-345.18,debit,groceries,Water social religious might.
804d9fba-0c2c-4b53-b013-8ecc190a299a,2024-04-17 00:32:32.174147,2801,83.89,debit,salary,Beautiful community thought.
745e7930-9b25-4f60-bd78-8767fc610387,2024-03-06 09:02:41.850507,9483,492.96,credit,rent,Thus family firm worker realize.
1b39ffb1-1595-44ee-a30b-ed11cb19d06c,2024-02-28 19:00:57.880460,7351,-119.18,debit,entertainment,Resource reach development.
57158900-82c6-4ae4-87c2-847773d94d71,2024-03-16 00:45:58.354425,2022,151.11,credit,rent,Simple strategy front.
267b1f69-966a-42a7-bfad-9a03799f7d6a,2024-05-27 01:40:39.558653,9278,-290.18,credit,utilities,Ahead body painting red.
7ec324bf-978d-4471-9133-cecc96d1d936,2024-02-22 21:03:27.599325,5381,96.54,debit,salary,Wide quite team coach sure chair.
8961ab00-74dc-4c09-87af-650b533daad7,2024-01-26 01:48:40.397329,8063,-14.97,credit,groceries,Social network impact.
ee1978cd-d1c5-4381-898d-ad7d7b48132b,2024-03-04 05:57:17.263230,5210,-240.61,debit,groceries,Away three significant quality eye.
f48ffdba-64ae-48f7-a89d-099a28568750,2024-06-12 05:04:16.130643,2015,-392.4,credit,healthcare,Future player throw bed.
0782d535-f07d-461b-be34-06829d20517c,2024-06-16 18:48:21.096551,7369,156.35,debit,travel,Teach within board common set.
e33576b0-d529-4e29-ba1c-4577f6007fa6,2024-04-08 20:07:49.036302,2826,-162.25,credit,entertainment,Minute pull government friend.
2707825f-bb44-4234-97a8-261f96735bae,2024-05-12 18:56:45.532314,6369,-340.06,credit,rent,Summer training garden identify activity.
6b5f39e4-7d1d-4188-b657-5e7f2c874f4e,2024-07-05 07:38:07.340639,1053,-219.85,credit,healthcare,Never radio less none.
ed676118-349b-4f0e-ae27-55f061f86074,2024-02-05 19:47:40.565920,2430,386.26,debit,salary,Night phone if fill college.
932f1934-0538-4474-b1d4-cb750480f46f,2024-01-17 01:34:23.346042,6169,-229.63,credit,salary,Describe environment magazine.
6db6c1fb-f065-430c-9ee9-93713f254b34,2024-05-23 15:45:16.485305,3211,393.49,credit,travel,Nothing reflect rich.
439bc86b-ac2c-476c-8699-ace03e6a8658,2024-06-03 17:52:55.401252,8077,-78.78,debit,salary,Much art different different east itself.
55dcd251-04fe-476b-b57a-c7be5ba743b3,2024-04-05 21:52:44.648506,5310,-15.67,debit,utilities,Interesting wind word.
9597fb49-74f7-47b5-87eb-755e45520bfb,2024-06-29 12:29:59.212622,6299,99.92,credit,travel,Run to according move similar should.
ae9ab71e-be7a-4e92-8b45-520dd4375ec5,2024-02-20 00:47:02.494242,5502,-200.15,credit,rent,Responsibility of draw purpose increase next.
d200617e-8cfb-453c-9097-148a7532c504,2024-05-23 00:21:42.145651,1809,-18.19,credit,travel,Skin type show store.
4f929bb0-956c-426d-919e-4a9348ab9f3d,2024-07-04 22:18:28.964147,4123,353.86,credit,healthcare,Field hear himself write.
b70593d7-0314-4a29-adb7-3801b0bce55a,2024-02-10 23:38:57.308709,9847,-303.41,debit,salary,Better long woman dog produce.
d7d88d9b-b04c-4578-b30a-ffeb5637c825,2024-02-26 04:27:11.208142,9441,492.08,credit,travel,Fill week although second home.
47ba8e1d-b98d-4282-a065-d50ba03ffc83,2024-06-14 10:59:55.208344,7350,82.28,credit,travel,Born unit while treat use size.
abbb7f45-9eb6-4185-b4f1-69c11fb351a1,2024-05-24 22:32:25.945004,6824,167.08,credit,rent,New occur partner.
649a0e42-540f-42a7-98f0-a620d504e3c8,2024-04-01 16:31:47.988607,8433,214.05,debit,travel,Phone peace page fund.
f4c0d16a-877b-4b0b-abb0-1fbe2694e9a6,2024-01-09 23:18:52.015898,2575,-355.76,credit,rent,Eat which policy relationship several.
4209cd13-23c1-4698-8f41-6f5072435613,2024-03-03 09:29:23.893258,5943,8.66,debit,utilities,Interest camera relationship move bank.
c36dba37-d385-45d1-b14c-78c7148073ae,2024-01-06 06:11:03.227280,3045,-254.26,credit,rent,Use tough mention hour his represent sort.
9fcf1834-ac5c-484f-abec-e662c99166ab,2024-03-30 12:18:23.609640,5553,262.75,credit,groceries,Go no who partner above.
9fdc124c-6b94-4175-b5b0-9ae1d27d0671,2024-03-06 17:30:00.936418,9981,-136.35,credit,entertainment,Pull might out church total remain.
116000f4-83d2-4142-8e92-7589503528d1,2024-05-03 21:11:00.644738,1477,403.8,credit,rent,As body consumer future piece reveal.
ca5a68b2-9e13-4aff-992e-440b4ac98fbf,2024-01-23 13:39:54.633128,4298,377.9,credit,entertainment,Rich issue describe open here knowledge.
cec2956d-27d0-4487-926f-204276eee650,2024-03-03 12:44:21.279014,1937,-480.0,credit,salary,Experience center radio direction ready.
de90fcf7-0aea-4e54-9aeb-3f94e9fa0810,2024-06-22 08:06:54.813431,4373,342.89,debit,entertainment,Be world surface bar.
58a912b4-0ca3-4d9e-85fc-847ca7a28e2d,2024-01-08 03:38:29.162776,1249,-235.49,debit,entertainment,Really end player well so.
1ee9bea6-32ef-427e-8db5-9d5fa58a2c1e,2024-05-02 08:08:08.221785,9124,274.39,credit,travel,Three stay huge.
b12c229c-410e-4eb0-9c49-b8ce7b35574e,2024-05-23 00:34:29.237218,4686,478.42,credit,utilities,Property no but realize.
236a80ca-5b50-42f1-b29c-deace737fbce,2024-06-01 22:05:58.795135,9179,295.5,credit,rent,Onto positive look onto alone.
95bb4d53-4abd-40a2-9284-00207aa81ba7,2024-04-27 14:29:16.562874,9993,-13.08,credit,salary,Seek wear relate head financial.
bc6d6c29-6860-48f1-9654-ff072b3d9b66,2024-02-09 17:39:01.622309,2701,394.77,debit,salary,Off onto possible.
7b7bbd96-0f9e-41a8-80ec-5a385098359d,2024-04-16 07:53:35.454026,3625,-309.55,debit,groceries,Impact campaign fly administration purpose themselves professor.
083a4c93-64c1-4dec-b1c8-61f4b47a249c,2024-06-22 11:45:33.629002,2364,367.12,debit,salary,Continue impact product.
033d12e0-e3b9-4b07-bae1-580c39a6b722,2024-01-05 20:59:27.517807,9465,144.45,debit,healthcare,Beyond behind feeling list thing but.
0d41fdc5-b2e5-4f8c-b8d4-cd869348778a,2024-04-05 02:58:50.965723,1777,-448.17,credit,groceries,Police least indeed.
6325673f-01de-4f5c-a3e7-b822194531e8,2024-03-18 22:08:25.849775,3287,-195.93,debit,entertainment,Major beautiful hope.
75da9081-4cb4-4385-975f-a520f0caffc1,2024-03-11 10:35:21.927027,6670,-134.49,credit,rent,Fast simply discover.
e63612c3-3525-46a0-9735-46db360c086a,2024-05-31 14:45:32.359319,9593,-213.92,debit,travel,Than physical fly glass conference.
0761efd7-cd9f-4cdd-8629-a6b4a28c56c1,2024-04-29 16:14:57.917802,1858,-408.49,debit,rent,Effect call ball.
3aa8d0b4-3ace-48fa-b43c-a7ec551e6b67,2024-06-01 17:42:53.600490,5485,243.75,credit,travel,Yeah resource near moment.
aa27f98a-60ae-4a53-bd87-d2384c78f3a7,2024-03-14 00:22:32.903306,1005,69.69,credit,groceries,Measure alone produce explain clearly.
61531925-38a5-41da-80c2-24ee3ebeaa90,2024-03-29 08:17:57.976573,8120,-462.09,debit,travel,Other road item course specific.
01e54a4a-e1ae-4826-b2d0-b09a212323fe,2024-04-28 10:42:48.217798,6269,99.76,credit,salary,Others authority right impact window.
466c0a94-e4bf-4ba6-b9b1-947497687213,2024-06-09 05:32:57.519838,4536,-67.63,debit,rent,Method physical father.
f35d6329-7b5a-44eb-b510-2576a6f8a6ba,2024-05-10 23:30:29.598349,1935,313.26,credit,entertainment,Various play protect.
e91f5acf-953c-4ad7-85a2-d2fe12d63edf,2024-05-15 04:58:57.911998,5815,81.26,debit,groceries,Add own close.
d6b5cab5-980a-4d66-8f3d-fb064a01b92c,2024-04-02 21:49:14.796623,9737,-279.57,debit,groceries,Prevent pressure else hope south go.
eee09a25-4002-4190-83f2-c3d8d7befa66,2024-01-05 21:59:53.707118,7984,-303.25,debit,entertainment,Guess option measure.
8a1ceb94-e50f-4c3b-96ff-203eaf194bc2,2024-04-20 00:31:47.311874,5630,-359.02,credit,salary,Still art little hospital how.
d42c3306-a847-43bc-81a2-4ca5c62c7b53,2024-02-15 23:56:51.910980,6455,-248.52,debit,travel,Itself any study political rather wind.
5442d9ee-d65b-40e7-8e0b-2d3f2a93ac65,2024-06-30 23:14:36.521701,9897,480.16,debit,healthcare,Cold able example on beautiful.
b7207895-66ae-477f-b268-010b4c13198f,2024-02-19 06:31:36.306228,5729,-156.94,credit,healthcare,Weight successful like beyond job.
9b2800b5-bc08-4f83-b6ef-cebf378d4ddf,2024-04-10 06:15:08.688567,5488,-260.56,credit,healthcare,Require event less.
5441ddce-fcdd-4b48-a2c7-89be0f17ea1a,2024-07-04 15:51:01.235572,9087,-58.52,credit,travel,East card beyond meet allow area.
241a9625-7f73-44dd-b255-015217b675d3,2024-04-11 18:49:31.522503,2791,-426.67,credit,travel,Guy their time front.
b7b0ae54-6f7b-451d-9543-64c0d6a9b364,2024-02-09 17:36:30.409564,3537,226.44,debit,utilities,Improve hundred lead hundred.
e2af7ff6-a24f-472c-b8ff-9b853784968b,2024-01-08 04:09:42.322609,8952,299.38,debit,entertainment,Thus mind thus.
a2fdf7f1-eb58-43a6-8237-e467d447cd1b,2024-02-29 16:26:46.193897,5271,289.66,debit,rent,Experience our impact star.
0344683c-720c-46d1-b953-c515804a8eb2,2024-06-19 04:01:07.878252,8987,-486.51,debit,entertainment,Majority hospital system increase.
1a78d220-7966-4c6a-b3dd-df0325ad5f77,2024-03-27 09:33:12.658396,9656,-131.97,credit,groceries,Pressure design party arrive.
64491f26-54d8-488e-9de6-c240f711d54b,2024-01-21 20:39:59.313954,2330,154.01,credit,groceries,Foot represent put article tough together.
fba5358b-8887-47d1-a5ee-b7857a288321,2024-04-17 10:34:10.481017,7852,259.83,debit,salary,Writer from president various ago tax.
610d6204-169f-4bb6-9b1c-ac8715315b67,2024-03-01 07:05:02.940618,5067,432.33,credit,rent,Begin never anyone.
70151e57-7f62-4a93-8dfd-02b4c346befe,2024-01-24 04:47:07.567538,8975,175.32,debit,utilities,Through remember nation see sit.
fe9d2294-5cc0-4cca-ba34-b917b6c1b041,2024-02-22 00:21:49.728319,8526,492.87,credit,salary,Dinner lose lose.
3c0038be-862d-419e-a9fd-7d9d37475358,2024-05-01 04:43:07.479956,5050,-39.27,debit,rent,Need trade teach fear wrong production.
d6785b7d-bce1-4532-a0d2-24bc53caf92c,2024-03-17 04:38:50.254785,8944,116.13,credit,rent,Experience soldier shoulder effort hold security.
4900ecbb-53fc-4ebd-a77c-9ec3850206cb,2024-06-10 09:16:53.841778,6538,433.2,debit,rent,Provide culture public.
1b863f35-868f-4fcc-82f2-ad608cd0feab,2024-04-18 10:29:05.535764,4347,109.27,credit,entertainment,Rule east believe administration.
b0972852-a92b-4f77-958d-9d56e2ba2b39,2024-01-27 17:09:23.479831,4905,-460.11,debit,entertainment,Wall senior college yet evidence.
999020e3-86f7-4fba-a65f-92abf0735247,2024-02-23 02:51:45.130051,7252,236.59,credit,travel,Sure defense face level interest head.
6ac10aaf-1bb2-42ac-a58e-72743aab84be,2024-07-05 07:10:51.451740,4975,393.22,credit,salary,Prepare place its drive anyone.
3a9504e2-1ed4-4c2e-b568-b9af73393780,2024-04-02 15:04:32.569832,2510,231.13,credit,travel,Eat to practice window once.
492a0b87-ef50-4c3f-89ed-7972f9dec14c,2024-02-09 17:36:52.775829,2776,-55.08,credit,entertainment,Others often specific they.
7aa75025-15cf-47da-a9fa-c9d70611cbb4,2024-02-08 12:04:08.670984,9950,459.78,credit,healthcare,Play a reality surface.
ea1812d2-a7e8-40ed-82a0-a89fc62c9ca5,2024-02-13 14:01:13.913787,3229,-220.14,credit,entertainment,Oil page say.
5d61528c-30bf-447e-a1ad-833bb47f2eb1,2024-04-18 09:14:44.103756,7514,420.39,debit,travel,Author artist recently huge.
c0ac9494-2f72-4c25-bedb-bb079698fbba,2024-05-19 01:47:58.079317,5883,-296.11,debit,utilities,Your which agent address even maybe.
ff65c5c2-9011-46f5-bfb5-a64e540cf3c1,2024-01-23 14:42:22.853286,8419,-322.71,debit,groceries,Green rather road.
6f35ac90-7f29-4cf9-9cbe-cba757b3415f,2024-05-20 20:38:54.824639,3564,-169.97,credit,groceries,Call past doctor account ask production.
1a3c1eb6-e4e9-4a62-94f3-18767c622f8d,2024-06-08 15:21:29.395180,9950,464.03,credit,rent,Company tell word.
8f962417-3863-4fd4-a898-9331c24a161f,2024-04-22 12:44:07.335280,1299,-442.54,debit,rent,Character rule station.
3d76d383-cbbe-4ee7-8ccd-c48f12908aa1,2024-02-29 12:26:19.638177,6004,70.09,credit,groceries,Discuss example market sometimes past doctor.
040a0648-c6b0-4eb6-8c12-6438ed5c90eb,2024-03-20 06:55:44.639733,4227,438.72,debit,utilities,Sit student law.
76069055-d653-43e1-bc1b-6d82bd2d25e8,2024-05-18 02:13:50.558516,6665,382.34,credit,utilities,Line enter left service anyone more.
7382d082-82f1-4e63-b702-7dbb6492de31,2024-05-12 04:32:08.712355,5589,-182.68,debit,rent,Inside air position dark.
eadea1e1-f710-4a71-adcc-5e3487bd2cca,2024-04-28 14:37:10.355846,9783,-73.98,debit,travel,Maintain over against guess program.
f1a19131-a734-4f01-bfaf-18d964ca94fc,2024-03-06 14:30:38.427871,8184,-91.24,debit,healthcare,Adult significant in program.
e3fed798-c3ee-4337-aa91-7700a207e042,2024-07-01 02:50:53.756770,3191,-324.57,credit,rent,Series suggest third out fight.
b7877190-40e8-4f73-a382-66ad4bb3fb60,2024-06-21 16:59:30.035115,2138,-121.32,credit,healthcare,Provide these across visit.
ad9038a2-24a4-4fe4-860d-539c767aa707,2024-05-01 17:11:11.572192,4753,440.74,debit,entertainment,Exactly threat might nation drive.
d01e06c3-6162-48d3-8084-80648ae46961,2024-05-18 19:37:35.418857,6988,-149.62,credit,healthcare,Ok toward each see ball mother.
13e46229-78be-4efe-82df-aa1a11a18484,2024-06-28 19:06:48.301873,1265,293.23,debit,utilities,Identify control institution close real everyone.
26d02fda-e10f-4609-a250-5219285bc204,2024-06-16 16:26:51.705781,6225,-228.41,debit,entertainment,Field consumer whom mother.
a4822990-0b9d-4e67-96fa-b2126b3d115a,2024-04-08 11:18:22.181708,8231,-204.67,credit,entertainment,Across experience north fire health.
2715288b-36f3-4147-9629-4c772fbd5059,2024-04-12 00:33:57.444400,3944,-98.81,credit,groceries,Do difficult hold.
6b5ee40f-481e-4e5a-9310-9ead19e8803a,2024-05-15 20:28:10.151161,9671,-346.76,credit,salary,Play area list safe.
