cheque_id,account_id,amount,date_issued,date_cleared,status
765ef0b7-af38-4eb6-9d9c-774bed5b2a65,d3e40bcc-7d26-4bcf-a007-8987215d9a54,1712.34,2024-07-14,2024-07-15,pending
3f2541eb-83b6-4e01-a9f1-231304278de0,73df50ee-48b3-4963-940f-3fac39477e2d,5704.13,2024-07-14,2024-07-18,cleared
1c774306-519d-4dcb-b839-a94f71933b96,4ce27da3-590a-4ea7-96f3-fd6855bafc13,9091.11,2024-07-14,2024-07-19,bounced
20378682-0aa5-426c-bdd4-e25507a87c88,00357cef-8330-4c59-8d0c-daddef681de7,8731.59,2024-07-14,2024-07-16,pending
d5715c86-3d80-4d1a-8328-43798e7012f0,5d181f60-f510-4cdc-8474-28a71ddc4244,8614.93,2024-07-14,2024-07-20,pending
d6963fbf-81a2-4f09-9789-cb0f4ae545ab,435018b3-d419-4bed-a62d-b6a5f00ea6dd,7760.78,2024-07-14,2024-07-16,pending
3b418a0a-0774-4c53-ad60-1af2f41ec67c,d23b33ac-8b7f-4b2d-bb15-455efb1e83f0,7133.33,2024-07-14,2024-07-16,cleared
9cc33bfe-8947-470c-8549-82cc4c9968fe,49053dcc-51ee-4333-9375-e06569d7127f,8161.73,2024-07-14,2024-07-15,pending
76428c1b-06aa-4bf2-82fc-407f2d040634,82c423f8-8846-4589-aa36-e6ae8c9cea4e,1041.83,2024-07-14,2024-07-19,cleared
0367f201-1bfb-4831-ae68-41d63425a1df,716baada-5985-42fd-af91-009b0f782894,8981.38,2024-07-14,2024-07-14,bounced
a33aff8e-ecb2-404d-bc36-b50d11ca440c,71b00dcc-da28-4aba-a923-7467ee9a8097,3980.93,2024-07-14,2024-07-15,cleared
17955058-d43d-4971-b5a8-42a5f65c2a20,f7311ffb-8995-4a6e-aa6c-864716414dfc,2269.38,2024-07-14,2024-07-17,cleared
83fe9ca4-9fca-43a8-92ce-5defdece87c7,9400dae7-c272-4812-a06c-da89887bf4eb,1287.88,2024-07-14,2024-07-18,cleared
0445ce15-9cb4-4d1c-b516-8837d08663a5,d27c3717-d8ef-4e61-80e5-e26d4fbc05ef,5759.88,2024-07-14,2024-07-14,pending
48b6c831-95c5-45c3-b614-0ab87d60f1af,10f81e7a-8f3e-4df2-9cfa-1585218d6e29,1399.16,2024-07-14,2024-07-16,cleared
c762f747-fe0d-4fff-b18b-51b16ca5e57b,f5114294-8d89-42ca-8985-7b7df90d887e,7452.49,2024-07-14,2024-07-14,pending
0d24d8a2-d9ab-4f37-ae6f-370cc25ee108,6902cb62-0ccc-4d20-a39f-c9a3813ab915,253.97,2024-07-14,2024-07-18,cleared
78a9c4c3-1405-4c13-9be5-429f4877d338,c013f06d-7726-41ef-8ee1-0b28f416a3be,218.34,2024-07-14,2024-07-14,bounced
21008883-db73-41e5-874a-cbd09e12e53e,68ca7d7b-4dc2-49e4-9252-8e799a4bca93,9125.29,2024-07-14,2024-07-15,pending
6b8347be-35ce-489f-8e16-a91f67683975,d3e54c72-78bd-49b6-9a27-0327324b178e,8598.42,2024-07-14,2024-07-18,bounced
c982eff7-bbc3-4cf5-9f36-64761816760e,4993e380-cefc-4172-ade9-cb4a456d134a,6215.42,2024-07-14,2024-07-14,pending
92d3868f-5fe7-40f3-bede-102dcd82e888,f0a340b4-d2a5-44e4-a83e-65b482aa0f94,7481.0,2024-07-14,2024-07-14,cleared
96a23a87-788d-4f95-8386-6a4ee7256d16,20f68e8e-1326-4613-949c-1f81ffb63010,3893.06,2024-07-14,2024-07-14,pending
f4651491-8f4a-492b-a33b-c0e5714914f7,035b2a12-17df-41aa-9e65-285f252b7d5a,5219.35,2024-07-14,2024-07-18,bounced
7bc71cda-c4b5-49c9-990b-50c77c12d854,6d2a501e-1033-4481-b000-d115542d8b1a,6894.47,2024-07-14,2024-07-16,pending
ff1433b3-811e-4075-a487-adc36e654374,ac166437-2f13-42a3-a938-18758bf7abd3,4673.7,2024-07-14,2024-07-20,bounced
6c0275dd-9433-42ae-ac4b-dd0840469d60,19f748e9-5429-4ef9-ad9c-5fdf89236746,5387.48,2024-07-14,2024-07-18,bounced
827e6147-cf25-4033-8d41-8c2f760be40d,29308767-b2ae-4afe-93cf-98d2bfabb5a0,2776.43,2024-07-14,2024-07-14,bounced
b6bb4acc-fc85-48fb-ad6a-23e51506f79a,1c0ed689-1587-4b2d-bbd4-3b2f1b6e632f,7930.56,2024-07-14,2024-07-15,cleared
cd475a52-fb95-4d49-8dc5-3e8647ed92b3,b8ebb57a-3d52-4ae5-8187-a625a9ee2f13,6763.16,2024-07-14,2024-07-19,pending
26409562-16c1-4781-8139-ff82b19afe33,b84e6ccf-9a71-410e-9f64-2a471a675300,8543.53,2024-07-14,2024-07-15,pending
debac578-6cd5-47d6-b9f6-3f284664b51b,856c02f9-9510-4f3c-98d3-8ad5ff9484e6,9790.66,2024-07-14,2024-07-14,pending
8fe1afa5-4501-4f2b-916b-ff03230d010b,ee0f619e-21d6-44fc-85a9-3582859899dc,2558.09,2024-07-14,2024-07-17,bounced
9b39c703-018d-42cc-ae49-a97a25deb3f0,c079d1be-d881-4ae6-a1a9-24fb95965731,6915.11,2024-07-14,2024-07-17,pending
b6643af0-6362-4b62-af5b-2770e9fb47cd,72cc6558-f73f-459a-a342-0e4b69a238ec,8861.62,2024-07-14,2024-07-18,cleared
f3d9e93c-c5f2-4ff6-b9b7-5d2e52dd1c1d,59f4a481-f28a-4e46-9cbc-9cb20c3c1921,6653.95,2024-07-14,2024-07-14,pending
00d76a30-85c5-46a2-8a0c-bdb1d72a986c,7227c19a-df04-4cd2-8444-5b13dd434f56,2782.76,2024-07-14,2024-07-18,cleared
9208ecb3-2503-48d0-af43-3bcc54eca1f3,f70c8423-416e-4a1a-b516-e6aa408f4f56,6367.88,2024-07-14,2024-07-16,cleared
8c87727c-c596-4024-96ff-b9597793ac67,7b74b537-4b60-402b-b98d-d09e8afe8c63,4712.52,2024-07-14,2024-07-15,pending
54363aff-a6f9-4439-be09-867751af4aad,e25bec0d-14cf-4d3d-89c0-512770ab938f,1853.41,2024-07-14,2024-07-18,cleared
c81dc4c5-8c4a-436b-8f2f-8985577ecd4e,372f2241-2e5a-4e00-ab1b-d79f06bdbd99,757.08,2024-07-14,2024-07-17,bounced
ed25623b-0c98-488e-8b63-b6f42b46889c,7b30cf1b-32d8-427b-a855-9925711acf0f,3357.46,2024-07-14,2024-07-16,cleared
a0ac02c3-d3d5-4976-98fa-8f6a6248d28f,b4b7b05c-9219-48ea-89b4-83f1aaa11a79,231.57,2024-07-14,2024-07-15,cleared
32e2242f-e387-4841-b579-b75d35d9c732,6c662814-082a-41ba-9892-6ec14dadc6d0,2079.08,2024-07-14,2024-07-14,pending
8b6d974d-2a51-48f4-84e8-7d2e5b35f24f,a6491f8d-f26a-41bd-923b-6dfdfa7d89d5,6395.04,2024-07-14,2024-07-17,cleared
36a420a7-debb-47be-90ce-b95931944c6f,432f9198-3fd0-4b82-a0e4-5542f93a5542,7697.85,2024-07-14,2024-07-14,cleared
f57d3bfc-423c-4217-a161-bc14821f2b99,b4b40f14-2103-46a4-8c32-e5827b8f4b2f,280.27,2024-07-14,2024-07-16,bounced
8a2e480e-6dff-4645-bbd7-411ae91bfa58,2e854b49-3665-44c0-b017-26e3856f50c5,6992.04,2024-07-14,2024-07-19,cleared
60928f7d-dd5e-4aa1-88b0-c5d31ded4362,77c6635e-c42f-4a59-83dd-f3051fb80c8e,2906.76,2024-07-14,2024-07-17,cleared
ea946024-598a-4ff3-810b-4a97c5465b41,9bedd204-ad45-4612-9104-d97bf42b25a8,6977.85,2024-07-14,2024-07-16,bounced
89683e24-581c-472a-8f1c-1863ea4d5b6f,debafff9-6375-45e0-893d-64c0be6e8d55,5636.22,2024-07-14,2024-07-20,bounced
d5b89559-fa90-4f85-bf66-9eb7fab91697,43ec9709-6260-4492-9ae9-dad82de1e9ba,4343.95,2024-07-14,2024-07-15,bounced
ecbcbfc4-3967-431e-b993-0fd2cbbd082a,b44a7914-b3a7-4064-ad77-b41c045ba0a7,7901.81,2024-07-14,2024-07-14,pending
4765f8d7-03d3-400a-b21e-295d74555fc1,331be54b-3440-476c-885d-a1426ec84e9e,7059.09,2024-07-14,2024-07-18,cleared
aba5202c-658e-446a-bbb9-643150d905d6,9b03cd34-ec59-4a63-8fa3-220ae31e1a36,2529.58,2024-07-14,2024-07-20,bounced
e077b4b3-3554-46d8-b37d-0c95bd2111e5,59356fc0-7c7d-4c1c-bdad-ffba20161ac4,4076.51,2024-07-14,2024-07-18,pending
5e58fc73-1b15-475a-992a-2fbe82893a7f,9400dae7-c272-4812-a06c-da89887bf4eb,8149.31,2024-07-14,2024-07-15,cleared
abaa46d1-6202-4bb4-8196-347e520f9a74,4ccc4e1a-e627-4fc0-8814-5b4c7ca06a5f,5377.51,2024-07-14,2024-07-14,pending
6afcd0cb-2b89-4e32-8f2d-a11f082743de,cf125372-6812-473f-817e-379aee7df40c,7218.77,2024-07-14,2024-07-19,bounced
be88d76c-2b55-409d-bbbd-8bf4409712f6,5b8a94c5-bc56-45fd-bb65-610a2d4eba44,2002.02,2024-07-14,2024-07-17,bounced
9cec8558-7966-49e0-a41e-29304baa562a,cc084883-de18-4c7d-9e68-0630fb528609,2423.06,2024-07-14,2024-07-20,pending
cc84428b-e525-4ef9-9d58-ab407d01e7f3,3b69ea8d-4498-46a9-bf2d-3390f8a32f84,8597.9,2024-07-14,2024-07-18,cleared
12bfde7f-70c9-43c4-9fc4-d063a92dd74b,28e86ef1-2569-446e-afd6-a4fe5e6dae3e,6065.97,2024-07-14,2024-07-15,bounced
ca4fea65-dddd-4bf8-b1ca-6bfa790caea3,bfcb58f8-e1ad-4a2a-bbdc-608710230605,3912.21,2024-07-14,2024-07-18,cleared
af9e86f0-41c0-439d-9d50-06591cfd2652,d2218475-757f-4674-8cb8-74f7bfbcebf4,4570.49,2024-07-14,2024-07-16,bounced
af435794-e1d7-4682-8e46-69d985724eda,f2e3e752-3d9d-4b9b-9b05-a59116710f0f,8085.53,2024-07-14,2024-07-19,pending
6392d350-7b9b-40e3-b0b2-03930a711e16,5bf8e09f-f291-4efa-b7a7-b483509cdd38,6564.28,2024-07-14,2024-07-19,pending
13ef8bc8-925c-42e6-94a0-3a80ed7f3d25,1a76644e-07c2-4e33-8955-5d45c19fcd34,5953.92,2024-07-14,2024-07-19,pending
bdae9a07-6519-446a-b395-f2e431763906,8a4d54f7-ea83-40a8-abc7-6e6fe0d38ad3,3537.36,2024-07-14,2024-07-18,pending
2269d28d-d99d-4bb5-af28-5ab66adc646c,adcf1cee-882b-430d-9157-d9c1c1684df4,6474.23,2024-07-14,2024-07-14,bounced
810471b0-7341-4dca-9230-84c339b94332,02439a00-4f6c-4afb-9f8e-22ab7fd34ab4,8631.61,2024-07-14,2024-07-19,pending
b7edc11c-4cd9-45c2-86dc-fa7b5c33b3de,cade0d42-2565-41d2-834f-796e90139716,9870.94,2024-07-14,2024-07-18,bounced
3120d7f8-8352-457c-b06c-6e13ecf4f5e4,a8e78581-9134-4138-aade-1dcce8654997,542.49,2024-07-14,2024-07-20,bounced
0d72bce7-ed7d-4138-880d-2a968f3a2548,74eb4e90-bf34-47ac-8633-ae3080f147a6,3552.02,2024-07-14,2024-07-14,cleared
a6082dd7-f428-4670-a384-c139f32b836b,dba5dd9e-c28d-44da-976c-7fe3f95d0476,2784.41,2024-07-14,2024-07-14,bounced
facbcb93-6a0b-45ab-9b0b-07f422e1d56c,2e91a62d-fbf8-4fc3-874b-cecf9d14ff30,7839.69,2024-07-14,2024-07-19,cleared
7e840ec3-0353-4bc7-8f09-748b8b302a04,681fa84a-ccd4-453f-b2d1-0cb51183a1c2,7809.66,2024-07-14,2024-07-14,bounced
bdb163e1-dbdd-4079-8b96-2bd52bd3ca87,030308cd-cd8c-4fc1-8336-2d4b944ff431,1931.03,2024-07-14,2024-07-16,pending
cc3bb689-0e89-45c1-84c7-26b734d12928,1f64ee70-fd20-4e4c-b463-2209fdec5980,5831.95,2024-07-14,2024-07-14,cleared
96e207d8-637f-4dff-a222-dfc8e629e6a5,bb01b807-7db1-42a5-94dc-40f7df982da3,3142.22,2024-07-14,2024-07-15,cleared
eead764a-8698-42d2-874b-9bca41f26528,baf5b9e8-623a-4cc9-aaa0-c7a3444ea26a,1182.54,2024-07-14,2024-07-19,pending
68572bd5-b908-4cd0-9455-dfc2fd9f7d75,7bc4c297-6b2a-4806-89d2-32674c9b6194,5328.57,2024-07-14,2024-07-16,bounced
9a6c2293-8d6b-4556-b11e-29d213b0e51d,dc382577-4cf4-41c6-818f-b971ad4f959c,1723.54,2024-07-14,2024-07-15,pending
cc2d4afe-37d0-41ec-8460-cea666a11637,6d45f1ff-e7e2-4b8a-98bd-201b2270fcdd,6077.32,2024-07-14,2024-07-18,bounced
04c00a29-caaf-479c-baef-ee6bb1b7c290,c965bd8a-9d06-49b9-8421-11d9f45e62b1,8477.32,2024-07-14,2024-07-16,cleared
06120f24-f49e-49f5-82c6-1d3fe9c20e0d,6d2f12a6-5f66-4fd5-b225-37fc2c1baad4,7573.36,2024-07-14,2024-07-17,bounced
0f63c5f0-406a-4fc8-a878-1e844b3620e1,bdd64ad5-49fd-4dc9-b0a9-a552d3717568,1964.26,2024-07-14,2024-07-19,cleared
c5915fdc-2048-4b6b-8d57-6f8c5fd6cd9f,f10c59a8-bd4d-4efa-94e8-7daf767d89f3,5688.48,2024-07-14,2024-07-20,pending
8afbfdc0-f4f6-40e2-93c7-cb91eb50b858,c6e26f95-c222-4d54-9658-ff8652e06c66,8828.48,2024-07-14,2024-07-20,pending
ecb762d6-72d1-4e58-b594-92ceb43fbcfd,fed9949d-84c9-45b2-8078-784c2bbc0b4b,1317.93,2024-07-14,2024-07-19,pending
8f2c093b-c568-49e5-8fce-94216ee48a0a,bcb1407b-b037-4b2d-9f1a-f51c350794c8,6256.86,2024-07-14,2024-07-20,cleared
71501d33-42df-486b-a8e9-0351e317fae6,2fc5411f-6d35-48b8-9178-8b3e71fbd730,7535.97,2024-07-14,2024-07-17,bounced
2c1d92c3-2320-43ba-becd-440470bc58f5,5fdfc046-e53b-425e-900a-89c0ee2d8afc,3167.03,2024-07-14,2024-07-17,cleared
23a89517-5897-45a7-b400-b540c6346d47,edfa51bc-4561-47a9-9906-44a13fa69db3,5317.59,2024-07-14,2024-07-17,cleared
851a75f2-84be-42e1-8787-4c0089d83baa,4ce27da3-590a-4ea7-96f3-fd6855bafc13,422.04,2024-07-14,2024-07-17,cleared
b78ab631-ee4b-4b7f-8b79-9beb38562545,b145753e-f103-4c8a-b87c-6f95e1ee14d7,5969.33,2024-07-14,2024-07-16,pending
9237a320-d0a2-473e-9e29-ce03c0e89187,ab6d41a9-08da-4cbb-8034-204aed0fbdaf,7646.43,2024-07-14,2024-07-14,pending
b698dacc-655b-4350-93df-3ae9af936b76,baf5b9e8-623a-4cc9-aaa0-c7a3444ea26a,122.15,2024-07-14,2024-07-16,cleared
f7d0f6c7-afe5-45dd-a776-b4e5c0b4d438,bb31371d-c1d3-4dde-bf6d-1579ca639f9c,3193.75,2024-07-14,2024-07-16,cleared
703bd5ce-7005-40cf-817e-c1623eb5e4d8,bb61deec-c93d-46a7-8838-26a8318cc5dd,6832.46,2024-07-14,2024-07-14,cleared
b27c698f-cde9-4596-b5ba-ddbc93368c76,7faa0d11-b147-4e7c-bc20-39ccfe214004,6586.76,2024-07-14,2024-07-18,pending
41e29836-e767-4719-af41-e31c6fa8a8f4,b2080746-7fcd-4ed3-885a-8a38e321a5e9,5415.31,2024-07-14,2024-07-17,bounced
90bb5226-e0e6-41f8-bb25-b2f3cc1817c1,7dac9af7-3d6f-4930-8897-a84f422f0af6,6708.1,2024-07-14,2024-07-18,pending
e68e8636-7662-4a73-9e23-87c62b3da030,714be45c-b9f5-4df5-8f4b-21ac0dd167fa,8529.43,2024-07-14,2024-07-17,cleared
b75d804e-9bf7-4b9e-908a-83136a02df48,5e058de9-c371-4fdd-a5df-624b54bb8b5c,3308.7,2024-07-14,2024-07-16,pending
82a0c0cc-a82b-4444-ae08-32c9c7a1e7df,b136ff5b-80b5-41c7-addc-5e4c86eb293e,9938.89,2024-07-14,2024-07-18,pending
6642ef71-30c9-45f1-8b67-9231ec782982,7fb5ca17-155e-49c7-8a37-66bad815006b,3890.15,2024-07-14,2024-07-14,cleared
6b6a9dd7-6111-4aa4-b72c-2ad520691ef1,dba5dd9e-c28d-44da-976c-7fe3f95d0476,801.68,2024-07-14,2024-07-15,cleared
60977443-d217-47ae-babb-708b0d525287,27f0d300-c9b4-416d-8458-a26c5261b27f,336.47,2024-07-14,2024-07-19,cleared
1bbef4d4-f00e-4a75-bc78-a5f61ed4769c,5dd6bd79-15f5-4ad2-8daa-ec8650953a7e,4587.24,2024-07-14,2024-07-15,cleared
b2c7ee90-a1bf-4af0-bee3-6ac4be611d13,977bea68-29e1-4658-aa11-c094b69c37f5,4311.3,2024-07-14,2024-07-19,pending
5e495b45-e728-4e45-8a5b-e1759ded337f,7bccf880-a92a-42f7-8dc0-c8f28da02895,1257.33,2024-07-14,2024-07-14,pending
7d750875-581d-4e3c-a0ed-2f74bebb1945,a0766801-cfba-4880-85fd-7ae00b1c2a73,8397.47,2024-07-14,2024-07-20,cleared
7595ecac-ffe5-4c5c-854b-c9ae3cb45c2a,1f64ee70-fd20-4e4c-b463-2209fdec5980,1018.7,2024-07-14,2024-07-17,pending
675c206b-c20c-4965-99e6-8eb103e60892,0d966a8d-cfae-41b1-98bb-0fda066967b3,5862.59,2024-07-14,2024-07-18,cleared
5fce449e-5884-4368-996e-ca74db6ef6c0,683600e3-25f5-4e73-9b8a-1f705bcc0578,7348.57,2024-07-14,2024-07-18,pending
6b0db670-5ee9-4504-ac4c-37404f8a9863,05e75cfb-8789-4e51-b088-7ddf13758961,3291.76,2024-07-14,2024-07-16,bounced
e3d84f0a-9666-48f7-9844-0f1e8ab7f88f,1cd07fd5-889f-4d48-81be-8f4548a9db5a,4027.74,2024-07-14,2024-07-19,bounced
8e19db5a-e35b-4388-966c-2cd943f9c54b,a30e4019-86ea-4dbb-b688-82463f299b84,5773.85,2024-07-14,2024-07-19,bounced
29c0d2ad-d949-4d49-96fe-6f3a8759d186,8908463c-0eee-44ef-b1db-278ba27910ad,2587.45,2024-07-14,2024-07-20,cleared
e60512e8-292b-4a69-b940-bb902509fd5d,15e6b55b-de9e-4a44-9a19-be3f269f3a61,9315.64,2024-07-14,2024-07-19,bounced
bdc1a726-f686-4e15-b6c8-7964b3ac3d3a,0a1e6a76-1801-48d1-adf8-393475a3ce69,1594.08,2024-07-14,2024-07-18,bounced
8b0453c1-de62-4cd1-95e8-c91235d2ddc4,dca5b841-1179-4ef7-85b5-95d54b4189c8,2219.9,2024-07-14,2024-07-19,pending
510912f1-f8a1-4199-b6fd-d8be02a5daf3,d714381d-c25a-4f9e-b4a0-b069cb0f2e70,6805.5,2024-07-14,2024-07-16,bounced
39603514-543b-4b83-911a-2364fd63ea87,af48b980-439b-4d31-9821-ef095393ad6e,694.97,2024-07-14,2024-07-20,cleared
b87020dc-9d2f-44ca-9c7e-dd8a58ae1cbd,4f363f93-a4dd-4b03-82a3-a7df299ad871,6077.7,2024-07-14,2024-07-20,pending
716bdb2e-ffce-4f1c-bca7-30e124927823,43932646-6963-4dbb-a26c-612379d5f42f,234.7,2024-07-14,2024-07-17,bounced
ea6f0a7b-7879-4872-82db-1522a37994d8,3589b9cf-b34c-4085-8e3d-306c4a84d168,2644.17,2024-07-14,2024-07-17,cleared
a34d5162-e33d-478e-b414-ab3042f4af65,091206ca-b1a6-4850-99ae-406ea6a1b85f,3971.99,2024-07-14,2024-07-16,bounced
27e0ad73-b8e8-4a50-a88c-7a5bae67b9cc,5614e19f-e43d-4c0e-a2bb-0a59f0ec633a,9455.37,2024-07-14,2024-07-14,pending
ba9f4536-2619-4498-84a5-74e9dac73f66,a64feaba-e874-4bc4-a49c-a57c103e6daa,1244.07,2024-07-14,2024-07-19,pending
2a7c6183-07cf-41f1-988b-353e5de61481,cd41f60c-c0c5-4f07-b7ff-9d58fc604177,4022.31,2024-07-14,2024-07-19,pending
1cbab492-1bf6-46c1-9589-3c3ef6a36536,607b93bc-3354-49a4-be4f-975a2794c9ad,1895.92,2024-07-14,2024-07-15,pending
a3874246-af6d-46a2-8fd9-ca7b5958f345,dca5b841-1179-4ef7-85b5-95d54b4189c8,4762.74,2024-07-14,2024-07-16,bounced
0a78a114-98eb-41a5-9ce2-fd5d49ca03cc,c976ff5d-3f23-4fa5-a20e-ec19e2158610,9269.71,2024-07-14,2024-07-17,cleared
dee71519-a7bf-445e-9505-7fb0fdfeb270,097edc11-69b2-45bb-ae6b-b5b1c52b5e4d,7763.14,2024-07-14,2024-07-17,bounced
007e4778-8eb9-4ebe-bff5-5c1da2a04475,8fdbc7a2-5b49-45a9-93f2-f6ee80e112d9,5684.99,2024-07-14,2024-07-16,bounced
c7a6f077-ab2f-4de0-8911-7a153ced9207,1fbf3a46-82e0-4be0-95e9-9608753bfda7,8834.85,2024-07-14,2024-07-19,bounced
5bd7cf9c-05fa-47e3-8dd2-28dae4e0a786,ecc4d039-1a92-4a68-9022-f0146b7b5060,1715.02,2024-07-14,2024-07-17,pending
c0a002e7-0b73-4e66-add1-a294b60c4cd5,fbb70a5d-6b9b-4a47-919d-e56b35054a59,3212.15,2024-07-14,2024-07-14,bounced
a00c9e18-042c-4ac0-a7a8-ef2fc1cd2adf,d4c7f981-01f0-4f7b-ad47-34c316b3518f,4122.23,2024-07-14,2024-07-19,cleared
68fa8686-9ff6-4b96-a9b7-67858b6d6b0b,6c484957-9f1a-4bdc-923e-a7c69be62c4d,8539.17,2024-07-14,2024-07-18,pending
1fcf417e-25ac-409d-9908-be485d37ca36,bf1c86cb-1149-4c49-9f7f-6f56a305c3ac,2370.47,2024-07-14,2024-07-18,bounced
8bb7bdd4-6cc8-4477-a6bb-f74e1b45efc0,1f64ee70-fd20-4e4c-b463-2209fdec5980,693.65,2024-07-14,2024-07-15,bounced
7cc2caae-9b7d-43c5-8d6d-d277909fa67e,62a4a586-666d-451c-84dd-7246f8f9101c,1051.62,2024-07-14,2024-07-17,pending
57be5ea4-c647-473c-86e7-c4adbb91a63e,8e2a131a-2c80-485c-a446-883f5d8c8d71,264.41,2024-07-14,2024-07-17,pending
d149c3ed-f9b4-4fdb-adac-09895907cedf,15e6b55b-de9e-4a44-9a19-be3f269f3a61,3420.84,2024-07-14,2024-07-18,cleared
d15cbe64-640b-44f1-a52d-d32a3839b264,e37f85e4-be33-4fbb-89b5-815c8f54d1f3,4243.04,2024-07-14,2024-07-14,cleared
e2d13d03-c71f-4adc-83e1-2e862324d8fc,52c11bc9-6761-494f-8b9a-e67d8126e648,8266.45,2024-07-14,2024-07-16,pending
2f1762b5-b3f6-499a-b2d8-7abd8b691ecf,4ccc4e1a-e627-4fc0-8814-5b4c7ca06a5f,7343.28,2024-07-14,2024-07-15,pending
d70e1d06-5d09-4d2b-8010-6699647ebdcd,fef4fce1-a251-4f4b-b9b4-1b316395ac8d,7653.01,2024-07-14,2024-07-20,cleared
2e834472-9c0d-4162-941d-ac7b91b1b0e1,e4b70e2a-e185-4bec-8950-2f781494c691,1388.79,2024-07-14,2024-07-17,cleared
6b93ceab-85d7-44a9-a3ff-88f010938a4f,ee85ca3d-4843-48d0-858e-59c2fd3b9770,9749.32,2024-07-14,2024-07-18,bounced
380c0266-b738-4a43-b3c6-9c76005cdb2b,120d9c7e-269d-4407-bde0-e87b6a5c9cf0,6333.52,2024-07-14,2024-07-19,bounced
fb8db870-97cf-4689-a888-5de69e64f688,f2e3e752-3d9d-4b9b-9b05-a59116710f0f,8531.01,2024-07-14,2024-07-15,cleared
352fb744-0c7a-4bfb-b528-01e28b57c161,0f07f6a8-205f-42eb-bd96-583b8a936085,1144.28,2024-07-14,2024-07-17,pending
