deposit_id,customer_id,monthly_amount,interest_rate,start_date,end_date
fe44bbb3-51e3-4ff1-b99e-1fb7cdb6b959,4f064a0d-ab1c-424b-875f-90c551dacbdf,351.79,4.31,2024-07-14,2025-04-25
0681384b-14a8-48aa-84f5-fbacaf798ad1,7ef58352-c396-435a-aca1-3f85ab2892d3,1307.19,7.62,2024-07-14,2025-02-25
cfca9258-2537-433d-90e0-6ead89edcf16,dffa7a26-04e6-402f-a2c4-793dc929b32b,1615.58,8.67,2024-07-14,2025-03-12
46227a1c-c522-4f13-a176-7fae2a888fd9,b791c40b-b020-4228-8ff0-42662f82e3af,298.54,9.68,2024-07-14,2025-06-12
64c6c425-802f-4b56-aca9-d73d9a4bd6fb,009c3103-443c-458e-8add-0dd3b21df9bb,514.63,2.67,2024-07-14,2025-04-06
4a8dd6dd-24d9-4998-90c1-546dcbad78fb,cbdd53fa-2e51-4779-ab13-a0bcc9c4a8af,691.55,5.44,2024-07-14,2025-06-14
5587d6d2-daa9-40f4-b02d-c201ed17f6ac,7836c75a-398e-4607-890c-19664eeaa204,235.53,7.34,2024-07-14,2025-06-12
3283bb4e-4df6-421b-b6a3-45f81ee9e94c,b39fa5cc-7c47-47aa-982e-6b5a6a6944bd,1881.52,7.96,2024-07-14,2025-07-05
284a5e83-f552-4910-b224-6c87af2999e3,99cd7b13-ad72-48b2-ae47-5ca248938afb,1282.66,9.2,2024-07-14,2024-10-03
1b5b7700-f42f-44f2-a9dd-d9c6016fc874,2fb84584-4089-47f7-b9bb-d51d60033c2a,1460.31,6.62,2024-07-14,2024-12-17
24af72dd-b243-4b9d-8c06-c330d63985fd,4e78ea95-fc81-4b95-85d5-73894660b9d0,1545.61,3.15,2024-07-14,2024-09-12
d807bf6f-e1cd-4cb7-bf63-dd171b7e84ed,0cc2b6c9-914c-4dc2-a759-4bc05ac50ff8,1931.28,9.49,2024-07-14,2025-05-09
c3d46322-bc59-42df-8080-07d98304b27c,68ec35cc-150d-44b3-a6c8-d6627bf6a954,1109.79,1.21,2024-07-14,2025-07-05
3dba146a-5fd7-44a3-9a48-173ea2cc1247,c0b5c80b-185d-4f7f-b0b4-f6ef9642fc69,1248.09,6.59,2024-07-14,2024-12-27
191dfda7-8e3f-4a50-9ab9-f1d9e7f818ad,e699f2fa-c988-492c-823a-bcdd06ce771c,1071.77,4.56,2024-07-14,2024-10-11
db07d73c-7e8f-476e-a478-f5a6c006d376,84fac005-335e-487f-8456-0cef82f4de18,603.02,9.36,2024-07-14,2024-09-03
78d20902-4c52-4311-a07d-91b10bed833c,37458891-9343-48f8-a413-fef25ce91c6e,545.87,2.0,2024-07-14,2024-11-30
7de27d26-ec9f-4217-85bf-ddc1f5462e7a,d87b727b-1774-454f-835d-5b974f4658a6,737.9,8.8,2024-07-14,2025-07-01
16792db4-3ac5-4573-9095-d234fc9722e1,1d49bc03-03bd-4397-90ff-a7b99c35fe59,875.82,2.71,2024-07-14,2024-09-23
43c1aaa2-4a32-49c2-9af1-705e7becbcd4,97e5deba-def6-4bfc-8370-e9861418e718,1394.33,8.48,2024-07-14,2025-01-07
16131f04-2162-4db7-8ba0-d5cecb186713,757a5a00-3a6b-4d71-8369-86fe2bf678b9,625.27,4.15,2024-07-14,2024-12-19
b616b019-4327-405b-812c-3af000b1cf14,c362fb7f-8b38-4fd4-b41e-e602da886753,469.16,7.77,2024-07-14,2024-09-24
70294bfe-9a75-480b-b830-c43b92eba40e,e88a0298-b63d-4cef-a08f-f233f129e907,1610.78,1.72,2024-07-14,2025-05-09
a3edb702-8887-4331-85fe-4477e4abb20b,dc7c3382-0b05-4e4b-964a-1cab713003a0,863.31,4.85,2024-07-14,2025-03-29
b21847b4-38a5-429e-b039-ad9c5122610b,7550e177-a088-40d1-8bd3-c9a5ce181f29,306.08,8.97,2024-07-14,2024-12-27
e1b896a8-0c17-4882-b3df-6fc69ec83254,130e4b5b-1325-4c32-b59a-549e869c8622,1580.82,9.27,2024-07-14,2024-10-05
2bc4f588-b2d8-4048-a349-5ce660fd0298,a77794db-35b5-4580-938e-11a0869db303,1432.74,3.2,2024-07-14,2025-03-08
1da596d6-f16d-47d8-b0dc-be3917f3392a,32700920-8b57-4800-9a52-1ad7b6144ce7,474.16,4.33,2024-07-14,2024-08-03
fe041c9e-7b97-4959-9b15-69aa40618cf8,a77794db-35b5-4580-938e-11a0869db303,1217.07,1.05,2024-07-14,2024-12-26
6e820afb-3587-4fca-934a-9b6ea7588bea,9dd1bdba-e2ea-42fc-b386-edd308640d27,1981.16,4.58,2024-07-14,2024-11-30
1910bc13-63e2-4586-9282-2fd89f3d6670,6db7d267-de4e-4551-b5de-1e5bfa160680,1531.97,1.36,2024-07-14,2024-08-06
d1297f98-bbb3-4159-b6d2-fb128aa50bdc,8b13bf63-0009-49e5-a168-4dfaa7e7e0cc,1904.6,6.47,2024-07-14,2024-09-28
3d539321-1a93-401d-9b3c-293902796ac4,095b38e9-14a7-40ff-8961-742c788d0be1,105.6,9.3,2024-07-14,2024-10-28
8b66cfdc-50e5-4ec1-8df9-c3f5d8b84bcc,d87b727b-1774-454f-835d-5b974f4658a6,1157.88,5.62,2024-07-14,2025-03-16
02cdabb5-4f7f-46fe-9bfb-35ccdecc27f4,063a8742-ff9d-474c-a9d9-6acdf71ea9c3,584.46,8.72,2024-07-14,2025-02-23
1de52d35-81ae-4a66-88e3-28296d5e7320,fba51612-894b-4427-bd9a-df1157668729,283.3,7.94,2024-07-14,2024-11-30
e1c6222d-f6e8-4185-b880-f3f012fe376e,46511fef-c770-48d3-b500-3405d6ea6036,1606.27,2.31,2024-07-14,2025-02-27
b85bc020-6f69-4ccb-bb65-e9deaddee4c7,74fead80-f52b-4fae-af52-37d83106af0c,1350.32,2.66,2024-07-14,2025-06-26
4270f6d4-2b9b-498c-8715-49f062e780a9,74fead80-f52b-4fae-af52-37d83106af0c,276.99,9.19,2024-07-14,2024-09-14
e55948dc-ab4c-499b-90a6-2bb76ff510a8,88b4f3dd-4e2b-4b4a-932a-16508f6ccea0,228.2,6.83,2024-07-14,2024-10-27
dfc84914-fe9e-49a4-b23e-8cd62d96129a,3ada9da2-abc8-42bd-8119-238a48ecbc26,1607.13,9.43,2024-07-14,2025-03-13
09971a7c-3377-4e68-965c-d9521c0fdbe5,50d3101a-db24-4afe-8887-09dc6fd5f111,297.83,9.1,2024-07-14,2024-10-18
fff64f27-9fb2-4c21-9658-652a771bbcee,4d42d43c-18de-4865-b15d-f695dbfc7cfc,1073.49,5.86,2024-07-14,2024-10-09
c4adbf70-3f7c-4534-a82f-24515d7adede,f2af51c2-45b4-4acf-a61c-79f762e92f15,128.95,7.38,2024-07-14,2024-08-03
84aa561c-080c-4c4d-8f53-70a5bf9ffaa2,9893ceb1-4bf5-46d1-9ecb-95c404966aed,1879.86,6.94,2024-07-14,2024-09-18
bcc5f21b-e03e-423d-9817-8ba04c8eaf1d,6f4eb730-955b-4913-b7b6-08277932b7c7,1022.87,8.49,2024-07-14,2025-04-14
7cf943cd-727a-473f-85a6-f0de3114a3e9,10c05da7-46af-45c4-98ae-2a1777d22757,961.24,5.4,2024-07-14,2024-09-02
fcfa4668-a895-4d8a-a3be-9bc23e821dff,ccab8c5b-1b76-4ebc-ad6b-8371f813f446,1759.23,6.47,2024-07-14,2025-04-13
f2100029-373a-4255-bea6-4f723e2db6e0,827d07c4-c756-443b-99c8-00cf544e8767,749.77,4.98,2024-07-14,2025-04-12
898862a0-2118-44c2-aeb1-6c4bb0567556,7faf8255-c766-4ac2-ad75-376b96410e5b,1192.12,6.79,2024-07-14,2024-08-09
40822357-d443-4dc8-8c7f-3bf164aa2630,eda65fee-85f8-455c-8ea3-b6fd6e8667a1,218.42,4.52,2024-07-14,2025-05-11
1a684f28-2ea6-43c9-aac4-6d0b824ec553,c098eaf7-d544-4ee4-b79a-6721004a1097,1092.77,4.84,2024-07-14,2024-10-07
f08aa5db-e778-4a95-aa9c-c991d15cdd07,926e5012-77d1-4b09-8c1a-829652eb9287,774.91,6.84,2024-07-14,2024-09-15
10d0ec3e-9c15-4079-b5b6-cb1c6e55949e,89b7778e-a1fe-4052-bd2f-207dd8c55f10,385.75,1.51,2024-07-14,2025-02-24
7933b66e-ce50-4c58-b531-93b5436b5481,27f84479-73dc-4a4f-bad5-1d266da8def8,500.2,2.03,2024-07-14,2025-04-02
508ac16c-0ac9-44c3-a3ea-25cc5cf0f6a1,009c3103-443c-458e-8add-0dd3b21df9bb,897.25,4.98,2024-07-14,2024-10-30
ef2d0193-a0b7-43fc-a2aa-2d06a52ffcc8,9ea90c4e-a552-4a38-a526-ae0155332d7c,921.39,6.16,2024-07-14,2025-05-03
c82f5ed6-e987-40f8-886a-fb488be7ded7,dc7c3382-0b05-4e4b-964a-1cab713003a0,1216.37,3.73,2024-07-14,2025-07-01
ebac8fb0-1e84-4742-b235-06d21f57f25a,582c88fc-e2f4-4b89-bd2c-99bb02764f4d,146.45,7.09,2024-07-14,2024-09-30
3c1d8dd2-fa45-40c6-99e5-7fb5945b6ec4,df3f24f7-ae37-4f94-a2bd-7f07279d388f,1802.83,4.48,2024-07-14,2025-03-16
2ffb076b-8ebd-4270-b479-8811b9d5e4c8,89b7778e-a1fe-4052-bd2f-207dd8c55f10,1525.66,3.48,2024-07-14,2025-01-28
448dd790-2231-4b08-a290-b75d5647a651,9f065232-cae5-4544-8adb-cbeea74383a0,252.68,4.28,2024-07-14,2025-05-14
dbdf9bcb-53dd-45d6-80ac-70e72d5c743a,757a52bf-9a1d-4071-ab2f-1e27db1da209,624.99,1.35,2024-07-14,2025-06-27
473e2289-c309-482a-b259-81c452f20e0a,40377afa-8e8a-4a7c-986b-000704951da7,1650.58,5.9,2024-07-14,2025-02-07
e9e35c88-a701-4103-85d2-a62e4b64e2d8,190112fe-f531-49af-bb2f-b6dcaec63c81,321.51,3.48,2024-07-14,2025-02-13
50c063e1-b2a9-412a-894c-92b1f392b5fd,ee7f046a-c4fd-4ef2-899e-bc8b8b6d30e4,897.0,6.46,2024-07-14,2025-03-12
13644244-1dcb-40d7-8721-310d75600dc9,684ef3fa-031f-4832-ae23-5dd54ca6f43d,1593.73,1.32,2024-07-14,2024-12-31
b8b58d7d-bc11-4293-98ab-02df084e0a51,d589e29f-ffe1-4cd2-9be0-ff437388b361,598.35,8.57,2024-07-14,2025-03-29
0f36fd3f-b536-4d12-bcd2-f7cf1b2f2865,badf993e-71ce-40a6-a4dd-5b607c975473,1679.07,4.27,2024-07-14,2024-10-24
c24995f0-c017-4d48-a77f-ca63cc5028ca,399b6ef8-f78e-4772-8e1d-020522bb3279,743.27,8.3,2024-07-14,2025-02-21
2331ae63-0182-4836-a595-3a0dd8e41577,9b7c0062-8533-4fc6-8f45-8a5a79157e63,1984.29,2.29,2024-07-14,2024-09-01
5ee6efd1-d157-45b3-8828-aec4f665e213,8effa9ea-e43d-4826-a694-30d72bdcb7a1,336.25,5.18,2024-07-14,2024-12-12
dfcf344e-feba-4516-9b38-614d734b19d8,0be83624-14de-43eb-8571-5df58cf66d1c,485.55,7.42,2024-07-14,2024-08-21
4ecd932f-2429-4875-8a91-19cadc2cfe17,e53659de-d04d-407d-92d7-746ff82a7049,1557.46,3.67,2024-07-14,2025-05-30
04a83805-9f0d-4b7f-94bb-7bb1e1865e3f,b11cfeb3-1e63-4c1a-aaa2-2d797f82b809,1309.47,2.9,2024-07-14,2024-07-15
47d8ad42-ebe2-499c-8705-0b6e77384982,92fd619a-bf27-4914-8c79-9e874c82a40a,539.53,4.7,2024-07-14,2025-07-03
fe350f00-7739-4bba-a546-124506e9e52b,4d42d43c-18de-4865-b15d-f695dbfc7cfc,110.91,8.01,2024-07-14,2025-01-29
9d9bcddd-0292-4469-97dc-a7b4fa9d9642,0cc2b6c9-914c-4dc2-a759-4bc05ac50ff8,1615.06,5.41,2024-07-14,2024-10-10
5a8ac2ea-3135-4b59-8bbd-621c83b63e17,c67e1c01-0924-49a4-bb6e-f28cb38d2390,966.73,2.38,2024-07-14,2024-12-05
6d408d5f-f1f7-42fb-a835-1bfb37d710ef,2d97f178-ea8d-44a0-b626-da1d969fe9d7,1213.1,9.01,2024-07-14,2025-05-17
8821c147-7f27-4285-9524-43c69b94583a,35869df8-60b0-4b01-9fa7-c926572616cd,182.55,9.44,2024-07-14,2025-05-28
e6580614-b956-4769-945f-c699c8728783,8da076ff-1684-4e26-bd02-be618040153d,521.47,9.86,2024-07-14,2024-08-15
d9400a2f-cba1-4281-a40d-5caa218e68da,badf993e-71ce-40a6-a4dd-5b607c975473,720.42,7.08,2024-07-14,2024-07-18
661ecc8e-5fa2-4ce2-a4d2-7aa38824bd75,45230999-b051-4dde-a038-ada6d07a18c1,1737.64,8.62,2024-07-14,2025-01-09
47c161be-5d8d-49bd-a59e-84910d14c862,3d89cc45-1aac-4f06-a4ae-2be7c0484063,846.21,9.51,2024-07-14,2025-01-02
d65465d0-d36f-4615-b464-ee2648248551,f4df17ab-7b5a-4e3e-8be1-5f9553f6abf2,139.71,8.2,2024-07-14,2024-08-01
e999889d-89d3-4bc9-b9f6-1133035cdac2,cbe7d4f8-ba7a-45b6-b343-f9c47ecbf732,1692.17,9.99,2024-07-14,2025-01-17
b2965a5c-95e6-4e9c-99a2-6342e0356172,6746e72d-97e2-4f5a-8a42-a63a747e9d64,239.84,6.79,2024-07-14,2024-10-08
ee003b18-443c-4ae9-8343-213936faac40,f6cc867f-0567-4ad1-89a5-5e02d03f2d3a,851.24,7.17,2024-07-14,2025-03-16
17e1743f-7311-4baa-b77d-857889f13563,0f6e152c-2300-4999-9fdb-91cdd48d4435,1393.65,7.73,2024-07-14,2024-11-26
d867bf3b-f79f-4050-b7fa-b5f7105d277b,28d22af3-ebe1-4666-a67a-0657565c453f,1825.11,5.75,2024-07-14,2024-12-06
3833afac-3c4a-4488-8416-663c79c65b37,a2c30cf8-ae6e-4497-949b-b45d309c2ddd,344.42,7.75,2024-07-14,2024-12-26
8a25e96e-4947-4960-93bd-4126205decaf,9f5db0fa-540e-4b91-b4b5-9bc8012aa263,471.71,7.16,2024-07-14,2025-05-31
81faacc8-0ea3-46ca-87bd-4c6759a8dffd,79e68e5a-c776-42f4-90fd-deeb67ef5639,1686.95,9.28,2024-07-14,2024-07-15
1eea6ff4-5a8c-4b32-93f0-9fcd1f8dba06,8babc6c8-21d5-4c66-b1c3-984c16f21e71,674.0,7.3,2024-07-14,2024-08-28
83e81b46-5c51-483b-9328-f8acce53130d,5452dfa3-5983-4378-99be-ab91ffd9e1f9,589.21,2.15,2024-07-14,2025-03-31
c30e3019-b663-4837-ad50-3857a90d83cb,8db81e1c-e898-4dc1-ab6a-c966c6db9f13,558.76,2.31,2024-07-14,2024-07-25
e691a201-cc34-4325-b20c-b6e63691fe0e,99df49c5-8d27-4b9d-8ba3-559a77545b33,140.18,7.35,2024-07-14,2024-12-31
5144e353-32f7-41b4-9c09-d6db1898ef61,ef0abf40-a6d9-4ced-a216-0ac223ea4f27,1119.16,3.85,2024-07-14,2025-04-29
97f6a834-5d57-4c71-b0d2-812f80e8d9f4,980aea30-67d5-4cbe-b2ab-63750341b571,1832.5,6.11,2024-07-14,2024-11-10
a1974e84-1a60-466e-947d-92a9838bc6e1,5d3189eb-7392-4ac3-a124-16cda260859f,1204.59,9.53,2024-07-14,2025-07-07
5562ed59-4631-488b-b9c3-e94b9c3c0b2e,fc6bf3a5-ca53-4e39-b701-21e81a60a23c,1593.48,4.0,2024-07-14,2024-12-20
c11b26fd-6c68-4496-86c8-631b3528cba3,1d726359-5b19-4d9a-a203-1d516bdca806,1024.47,4.97,2024-07-14,2025-05-17
cec07974-54f6-4ae5-943c-a7a6a3debe58,0f5fb885-b101-4f2c-ac03-a5eeafa00fd9,361.04,2.86,2024-07-14,2025-07-03
61172d92-82d6-462c-8524-caf8b217805a,5355b366-d066-4052-b073-b0c4f5febc33,1323.76,2.69,2024-07-14,2024-10-09
8e9fe2ff-72b7-4927-9592-804c52484dea,a2c30cf8-ae6e-4497-949b-b45d309c2ddd,587.94,4.6,2024-07-14,2025-01-13
ecea4bcb-470f-4f8a-8aa6-1669ed883772,8f2ccaa2-a2e1-49c6-83fe-d3caf3c367e4,579.5,1.04,2024-07-14,2025-03-02
f83428b5-da03-4974-b110-aea9504b2d21,4dd47e51-cf9e-4b4f-b35d-03e7cae6d398,984.83,6.91,2024-07-14,2025-02-07
a7f5b11f-efe9-4352-9890-916e11263d2a,4ea6bd08-3e58-46ea-837c-9ec640183e5d,1706.95,6.17,2024-07-14,2025-01-26
aeae3f39-5057-482d-8587-ed2b2b5a94ed,937db7cc-f114-4d48-9aee-0f0e0db295c2,1061.74,5.59,2024-07-14,2024-10-08
f053bb26-759b-42c8-8d1c-f4cfa0e9d445,f07b28ab-2f66-4dbd-b818-4208d870f71f,862.01,1.85,2024-07-14,2025-07-02
74dd6a2f-3e07-4181-8d5b-7d86d1d259f1,52552f4e-b82d-4aaa-bd5d-b3d7173c4cb1,1198.52,9.03,2024-07-14,2025-05-30
5d84febd-74ad-46c1-b78b-786ec8580c07,e1f413d0-35bb-46f6-9d02-abd8c3090945,1246.91,2.09,2024-07-14,2024-12-27
806e16f7-71ef-48f7-a1c4-d87d2af33646,38a746ff-66db-4a8c-bd86-dd0e7c26a976,621.59,2.85,2024-07-14,2025-02-15
