loan_id,customer_id,amount,interest_rate,start_date,end_date
824450e7-9696-434c-8a9d-990528dab974,e2ed250e-8faa-4e70-9a3b-2d592066ae47,422244.42,2.83,2021-10-13,2001-12-23
7d70b153-fc71-437a-9650-5aab539ed844,5c0a43f1-14c6-4f55-b024-75b5fb95c05c,17850.26,2.82,2020-05-24,2016-11-10
f507b1bd-5efb-4e21-aec4-1e191874c2ae,f9d24656-820c-44e0-8caa-aecf801c584b,240700.99,13.52,2022-04-26,2013-07-25
703a9b8e-fe61-40f8-a798-0fcc3f6cbcc2,c07ea703-35c6-47ad-8696-c19fd807c43b,432344.72,4.34,2024-05-02,2015-07-10
82c6cd8f-a6fa-4920-8ab0-8ed6bbd43721,083edce7-3abd-4122-9c77-240a06164eb0,69278.43,11.18,2022-04-28,2008-06-05
7e6d09eb-91ab-4464-9695-9f7edfb1146c,84dc5c72-f5df-471d-b06e-a21c7ceb2d7c,43200.05,14.67,2022-10-31,2007-02-04
2750cac9-32df-4280-9633-ad33971b6069,a4a6ecce-4d99-44ba-809f-fdd5a0ae160a,261903.1,14.76,2021-01-16,2007-12-17
1f3f3c38-20be-42aa-9c4b-a865d1438296,4159b8c6-110a-4a7b-a520-93b0cb59fffc,35345.76,2.66,2021-07-09,2013-06-27
baffc2ca-46db-4ab0-9d8f-9bb296d73747,52e8aa17-04cd-49f5-ac80-cefbb9b9c7a7,196660.04,3.55,2021-01-05,2015-05-09
1166cc73-8023-4eb5-b8dd-672969dbf4bb,6e33de70-efb1-4b05-a6b1-b833a3df591e,213093.05,4.45,2022-07-01,2016-03-03
4fb64541-308c-44ea-a7b6-cc24b3228ef1,10e56b33-7bf3-47f7-8529-1f6ed59238ee,479174.93,11.52,2024-06-03,2012-05-28
5ba45303-3082-4069-b7e4-6b557ec9be22,eed66293-a38b-4b28-a549-5d1f3703dfe3,28175.14,12.66,2020-10-04,2023-01-01
169c8fe1-81ce-4dde-bb9b-5579a30b46de,95150354-e778-4b7b-90c0-c46399e9a423,234060.5,12.2,2023-01-04,2003-01-08
616ad77d-ac91-4d44-9d44-75761f991d3a,cfaf0afa-7401-4043-8fd2-8c204c154be8,427934.51,5.97,2020-05-22,2020-12-25
247cecad-9c1b-4cc1-b484-2c488152b74e,80880650-6c72-490c-a993-d80badbe435e,350034.02,7.21,2020-10-21,2004-10-25
20bcc955-1694-4f4d-8012-5b0cf6279c37,b6f85232-6a2e-4801-be21-f43b9780740c,446078.4,3.76,2021-04-28,2014-08-02
720bc87c-cf0e-4608-9648-993e5f775ba1,619c6ae1-139e-4c9e-96ac-8dd0aa91a379,97817.45,4.61,2020-07-14,2005-01-27
1c2de18c-cfbc-4f42-84cb-37c7437fada1,a949a3cc-0a78-4fde-a2e7-9678abd9e16f,484568.52,3.14,2022-08-28,2016-03-29
56eb488f-8b86-4a2b-a7e0-6b89e8f766fd,52441646-3a17-472f-b68b-3d5c3dc98634,96621.85,8.44,2024-07-08,2009-09-15
7fccb28b-a7de-48e5-b26f-3f0e713982ef,024277f0-eb72-419f-bba1-53e50bc2472b,48690.86,8.84,2024-01-08,2023-03-11
dabeb624-65d6-472f-bf6e-b7b70d561e7f,ccab5e31-6ca8-49aa-ba2d-99a8c83e3b05,359884.56,2.17,2020-06-05,2009-05-09
e1e3ec15-ee5a-45c6-98bf-879d033c2284,d9a4dd33-5b07-4201-9f87-812d85bd2a70,257032.31,7.92,2021-08-21,2020-07-13
14dcf302-a54f-4c9e-9560-15d5f39728c4,9c31222a-8b9d-467b-a547-cc2ab8a57692,394897.52,8.6,2023-06-14,2022-01-18
589b6c31-f41f-4a86-b8ea-e20098e43d9e,3a91694e-f3b0-439d-8f06-d89bcd444731,238105.03,13.85,2020-06-23,2023-07-04
f35283f3-a3e6-42e7-a62c-4aa73d2dd3a5,068b944e-548c-46ec-a5f1-69972a676b5f,320198.65,7.3,2024-07-06,2009-04-29
4a710a58-8716-436e-b9c8-3b01956d4332,1d709264-0bb0-47af-8fea-7dd214fd6a98,380648.12,2.73,2024-06-13,2018-05-29
7d9fedf5-3f33-494e-a08f-316b278e7eae,59fa46ce-6d14-4774-a966-016ae84e393e,349628.9,10.57,2022-10-25,2018-03-02
058fdcaf-4358-4f3c-850d-eef00e8d511d,183f6ed3-64c4-45da-abca-1ab564c524c2,269425.86,14.33,2024-06-23,2002-09-17
be7d6562-45c6-422f-82b8-ed269bbf89be,183f6ed3-64c4-45da-abca-1ab564c524c2,84451.4,12.04,2021-03-24,2006-09-04
46b369c9-11ab-481a-abf2-1c57966b448c,96a376cf-31b9-44cb-8ab2-1423fcd3b608,455164.9,2.24,2020-07-02,2001-06-07
a4b23d2e-991b-4b87-a84e-75a0f0739a6b,2039e5e6-2c25-4802-8ad7-01b3eaf60645,491432.38,8.98,2024-03-01,2000-11-16
ae9b1823-f4e4-4db8-9b1f-1997d5f457b5,ff1e544a-8c14-4558-babb-5b13e29edadd,406679.08,4.69,2020-12-07,2018-07-16
8c05a151-6229-4d75-a65a-de560e7436a8,4fd98dc6-8111-4f2a-8c73-9bcc58f37e86,212212.88,9.28,2024-06-05,2008-10-11
7c4231a9-904e-4afc-b40f-bd061a6de3db,5cdc1637-478e-4e8d-93c0-7072550a269c,212042.58,9.34,2021-09-16,2000-12-05
6c23acbf-204e-4de9-9ebe-b0f155b2d11a,8ac60cee-f12f-464c-9995-03a278f626ff,38719.88,12.27,2022-04-30,2009-07-05
bdc3a9a9-6435-4239-a04e-4301720c38e8,cca08833-8c4f-40d5-826c-b20555da2895,415583.91,13.79,2022-11-17,2015-02-05
d6e4e42d-5341-419c-89ec-b7ccb5eb977a,728a9685-05ba-414b-83d6-154bf030b38e,352304.23,8.31,2022-12-07,2018-07-25
6b0f7acd-1d98-49fb-ac66-89f0202a9df6,ac069de5-fdda-4eab-b239-247e2efa12bf,37377.54,2.89,2023-08-18,2021-03-18
39475405-715d-4bf1-a878-cdcd676ab2f4,c7eed2d7-a6d8-44ea-b139-05ee0ded5d70,444628.62,3.31,2024-06-24,2001-08-21
e9882952-18ad-4f32-bb8d-300472edf45e,22e89176-d8bd-49b3-be3e-00ce81c24d6a,205853.46,14.42,2023-01-13,2021-11-23
dda6e99c-38ea-4630-902e-e2fa0e0ae4a7,b4b32325-973b-4115-b9bf-7a6bb0f187bf,74560.12,3.08,2023-05-22,2018-10-28
2a889881-e6a3-4e0f-b0df-f8209b5f4926,f5b518c6-3c39-4936-aed1-d897d0e8353f,430016.86,3.39,2023-08-07,2011-09-10
4f124624-d875-4d5b-b01b-05698c8b4346,b86ddc62-7146-439e-a264-6fe7f138b472,40284.57,9.84,2021-12-11,2016-09-25
4349487e-19b9-44e7-ae84-a4009ba39b4b,6e0e42ea-2804-42bc-a25b-78738955d8b8,360052.26,7.27,2024-01-12,2010-10-27
ce6e28fa-6ae5-4416-93a1-a8eb87f2abfb,320ee33c-3ca7-4254-b5e5-2648be458481,210540.15,4.67,2022-09-20,2018-01-10
036e8804-7c52-4a61-9d6d-d36d37d68240,30e995f8-9c72-4d37-998e-e725acda6458,380782.86,11.78,2023-02-28,2022-03-24
c7f09baf-9526-4d18-94fc-32433eee1aa9,5cdc1637-478e-4e8d-93c0-7072550a269c,221791.21,10.93,2023-10-31,2008-01-30
862e8b16-f956-45a2-8212-eb6a4572bf04,09c752b7-e9a9-4153-9c22-8772da2022f2,461024.07,9.87,2021-05-01,2017-03-13
4d4cc6ca-7b82-4bbc-b6d5-8c24684834e7,e0135995-36a9-4169-9bfe-302f3b743705,430530.75,4.91,2023-02-15,2002-06-03
812d4a4a-4efc-48f9-b0bb-09f7f9ec4268,34e92e31-c2db-4063-ad4f-869e3ec49481,11452.58,1.9,2022-05-19,2002-10-09
06a3d325-4ace-48a3-b64e-104912afe66b,1c1f4e37-e5e0-4f67-92b2-234ca173f9bb,370266.91,5.53,2021-06-29,2019-07-30
1f779cee-9f16-450b-8f9e-58f912d57d72,2fb71da1-dae1-4376-bd9d-da96ebe6f846,364576.12,11.38,2023-08-02,2024-03-21
bad6709c-77ee-4458-8553-6cbe157d62bd,eaeaa658-a486-490b-8526-d155789ecb22,456604.6,2.33,2021-12-25,2020-09-18
939ebe2e-68ef-4853-8e80-d21da452592a,9f67c3a2-319c-4191-981a-5db3a86549ac,32254.88,6.46,2022-08-04,2002-04-28
b01a0a6b-3c87-4d50-86bb-a8520f215d9c,5fed8f31-3a2b-4a84-b348-0aa715cec0bc,225036.7,5.5,2020-10-24,2020-09-08
9cc0fc04-83a1-45e0-9d40-2ac209971553,b0985e35-5f7b-49a6-b588-62b28b69ad67,150481.58,13.73,2020-09-15,2014-02-28
763d426a-18c2-40b8-8640-aa069b81f0f7,76b911a1-6d1b-4f82-adf7-7b5111991adf,203832.85,8.11,2024-04-08,2018-02-09
856ce57c-6c2a-41b7-843d-73bbef1cd095,0cae6248-c2f9-4e64-960c-ddddd7e8e705,331519.09,4.45,2023-11-18,2020-05-17
a1dc9c93-e46e-4bda-bdb4-27e6ba7c03eb,ae1f6c12-7b6e-4daf-b9f4-ff4ed0d1c753,267855.63,3.59,2020-10-17,2015-09-13
6f7f5598-26eb-4d36-9e39-58134bfa4b90,2d4e6678-3a95-4af8-ab7c-e26e5b6d53d3,289329.59,6.8,2020-05-03,2005-01-27
0359eed0-7437-4b8b-aa4a-3be5890ffb64,33603826-8e5a-483b-aa28-9c6a01e8cfdc,365237.51,11.35,2024-06-12,2023-06-17
224ec71c-3f4d-4d69-9fe4-6c29be6c6742,990f3294-27ae-4dc8-ad5b-eea30b34299a,407303.7,9.45,2022-05-06,2021-09-26
2357d9c8-2903-4319-bb2e-c98cd9ef69b9,4cea3918-6afb-47fd-985a-270d376ce770,308357.26,14.06,2021-07-20,2007-04-03
98bde671-999c-457e-b301-e88141e82c26,8d677ce8-a5aa-4d57-81ae-6ac0567b2beb,376841.44,7.13,2021-08-04,2004-01-23
14c640c1-5925-40d0-b512-46c1f295e1c4,5bef9111-5dc2-43f8-a60d-0fa99f94b7e6,403065.1,12.29,2021-08-19,2010-01-27
3f4f38e1-3737-49a8-a36a-d9b74623a731,2ea4751b-a86e-4446-9cc2-eee3b8b3aacd,470851.27,12.88,2023-09-26,2005-07-27
ac20c501-7256-48e9-b08b-dc1e97066d1b,5f3e45ab-f8d3-49be-98d9-7f0c1363adef,302672.37,5.97,2020-06-15,2014-08-18
72d54212-4310-4386-a939-f1fb162d932f,08beebde-6847-451d-b7c2-6d6bf5806f15,119144.49,8.22,2020-04-14,2004-09-09
c3d9cc48-c1e4-4a74-9675-ff060c3cd99a,44344b23-d1ae-47c6-824a-4c135c80a1df,138825.23,2.46,2023-07-24,2019-09-23
54f07cd3-7807-4b19-bd9a-c51be2cdd57f,67507a77-dc1f-4872-9380-03c83676c0a1,469248.49,13.4,2022-03-02,2009-07-18
285edefe-8a3e-4d51-9490-365bda95e142,1d48ff6c-0635-4ff9-b90f-bdc58be2a107,359598.85,5.26,2022-12-03,2012-08-31
29eae878-99f8-4d47-8a6d-f05ba4c52a1f,32c76a5d-d294-41e3-a908-5afed94c6dbc,293454.83,6.72,2023-03-18,2006-10-01
862fd626-008a-403b-8380-034620539db7,af1228d0-9b76-4769-b484-a85e40c463fa,423210.16,10.24,2024-04-16,2009-08-21
25d5347f-258b-4bf4-9de7-639d37f3e701,a97fab2f-ee89-44d3-bb84-a369eeb5c9a0,142273.54,9.84,2023-02-24,2013-09-06
5da1461f-31e4-4e2b-b6c7-1bc5a3871405,068b944e-548c-46ec-a5f1-69972a676b5f,226371.87,2.84,2023-08-27,2006-11-21
5d3c943d-4a30-4c29-af79-c81a9f407628,22a63b2b-e702-4446-8e8a-931c72ad27ed,474609.1,10.5,2021-02-21,2004-09-25
3ad34eba-f04c-4b02-b87a-30e9aa3415b9,44b6db53-2d21-45fa-93ed-8852b9925252,241513.72,3.22,2021-03-12,2004-12-25
88d26343-4863-48bc-9489-2ca900863e5a,f3423cb4-61a1-4b56-b13b-a2f09db9ac21,52273.03,13.55,2021-08-28,2022-12-08
1677eee9-257c-4b0b-8924-4a3dc353ccaf,dbdb0365-fa45-480c-a6f9-67e9af55f811,73854.89,12.11,2022-10-11,2019-10-17
4bf76126-1311-4541-b700-55f2e37135f7,c9f99026-e9a0-4adc-be2c-dfc0755242bf,135165.66,11.48,2022-09-09,2002-09-23
6bd02d98-90fe-47be-bd67-e5a52864a5f3,90f8b8a2-066c-428a-8765-0274a5423bd0,460263.16,5.64,2021-08-02,2019-10-18
284f5f70-be0c-45c2-824d-0bd619d18161,024277f0-eb72-419f-bba1-53e50bc2472b,449920.55,6.95,2024-02-29,2003-11-20
70ec57d5-ad8b-4907-82c0-72f15feb3893,3a30b948-c7d7-4110-b198-176f3600e8e6,367028.07,13.59,2022-10-04,2018-05-23
b6ce6792-752a-4af8-9b1d-98e7ef99be60,e92d4266-9941-4ce5-bf39-9ac50aae6fbc,183679.12,7.82,2021-12-16,2009-08-29
592999b4-c776-45ae-b0e6-74849bb67085,10e56b33-7bf3-47f7-8529-1f6ed59238ee,266654.32,2.86,2020-03-11,2001-01-26
b45485ab-2aaa-42ee-8165-5446c7b63457,e657fea2-968e-4362-93b1-6c971b45d563,146290.09,14.7,2022-05-20,2014-07-06
3b9f77d1-4b48-488a-9c0c-6f2423c4d139,d89f9f76-3ccf-4383-8707-00a0619129b0,170651.04,1.11,2023-04-28,2014-02-10
06ad8f10-2ed6-487f-9bd9-6dd8280df01a,3a30b948-c7d7-4110-b198-176f3600e8e6,97040.57,13.91,2022-11-02,2003-09-14
af46aac0-ca38-461b-9b38-50cc7324125b,a3f910cc-212d-4919-8979-7ccf4193f06b,85865.44,1.24,2023-04-19,2014-06-06
b714969f-737a-4971-b001-af8a9ea027b2,caa7cd76-faed-4335-87aa-4905c77a0fc5,103768.66,13.47,2022-01-28,2018-07-01
9810b123-1d49-4858-91b2-9d55cf624540,6a087b02-4dd5-4a57-aebf-eebfa73a49ae,215126.15,8.3,2023-03-12,2018-03-18
6d934e1b-f7d4-4dfa-9bfd-954c955a8b8b,37f34363-e8f3-42a7-a15d-e187d2007336,442375.43,7.4,2022-11-06,2011-02-12
68d5f126-2f51-457c-b509-a8774b9e8259,32c76a5d-d294-41e3-a908-5afed94c6dbc,70243.8,10.81,2020-04-15,2017-12-03
02cc3a21-3311-4fd6-b75d-2786549f8bb3,2d568302-dbf2-4b1c-a0de-412aaff569aa,205899.02,7.89,2024-03-22,2004-02-19
ed231bd1-5957-4fed-a74e-48be95231bb3,9a433301-bd8c-4237-8743-82718c9854b9,137261.71,8.25,2022-11-07,2021-01-18
a89558fa-a6df-4372-9ad4-62238f284641,cf17c7b7-0b0a-46de-ad77-775b42af1c29,307031.16,4.09,2020-08-23,2015-06-08
14ab5f49-f3e5-46f2-bcff-5a3de209995d,e74a1f32-c9d3-4f60-8613-482144aa1504,166589.3,12.99,2021-10-21,2015-10-03
e5e71a1f-1ab1-4f13-936a-05d63771f4b6,9cdd8aba-d35c-48f9-92be-86c4a8c76a22,310361.09,8.24,2021-06-02,2015-01-27
791ff6b7-5380-43cc-88ab-50934269d590,0c8d234b-532e-42e1-bda8-40fa8d14b36e,194211.07,14.08,2022-07-13,2022-10-05
b6c4b8ac-627a-4103-a0c2-a1a7be564632,79281e2c-a4c0-49a1-a019-377b5d43e8eb,16968.33,11.91,2022-03-13,2004-02-09
6126605e-df07-4e9d-8ee8-53a25c0ecf7d,d3d18f51-04d5-43ac-a3b9-a030133585ea,106413.71,9.74,2023-02-07,2004-08-02
126dd1c4-69aa-4669-a705-d451702ee744,33603826-8e5a-483b-aa28-9c6a01e8cfdc,257133.25,14.15,2020-09-22,2015-11-10
d3e71243-9057-4108-86e4-b23bc74f51f7,66f132d4-7918-4b2b-9147-b66035eab1d5,432671.06,1.2,2021-12-06,2004-08-30
05047b2d-fe9b-419f-82b0-ee629478cf4b,bffa0a57-9a0c-48e7-8f4e-29065d9472e1,72191.61,6.42,2022-03-05,2007-01-08
bb660b2a-0d90-4d5f-80b2-045f70166a62,f7a22b9e-562d-4841-b769-f5c0e0345803,54163.17,3.37,2021-04-02,2010-06-05
7d6b83b2-6512-42c1-8146-a5ef5d4d34e5,71c7b82f-4fbd-4115-8320-c356eaa95c49,27742.82,12.61,2020-05-18,2016-08-06
139851c6-d8d3-4062-91fe-c8e414cf641b,ddea16dc-9624-4f46-9ab4-2b3ce805a736,263759.86,9.64,2022-10-05,2000-12-03
d364ae7c-b1db-476a-b16f-c7d10810729d,a7c1e756-598c-4663-a121-e2b2fdc82b6d,364918.98,7.79,2020-07-13,2021-08-20
2163bb12-f861-4650-81dc-09684f1f405e,38e0a56d-9de9-4a8d-9d5e-818753b62328,458554.19,10.95,2020-12-29,2005-02-25
7ef3c825-7a2b-4836-8775-61eb890e5b2e,d61ae3ae-90f0-42fd-905f-72504d23e774,375751.6,4.34,2022-02-25,2004-05-03
c4219722-14d0-4a4e-aecf-3b221fd908be,bffa0a57-9a0c-48e7-8f4e-29065d9472e1,198913.96,11.96,2022-01-06,2019-01-08
d5328fca-35e5-436d-8fcf-8412e399fb98,403f076b-bc27-4bea-a494-5bc58636a0bc,414690.38,1.77,2023-09-25,2011-01-13
205168da-ce88-4e24-8639-2605629d0b6a,d9704bd0-026f-43c7-9b32-137900d7e5ee,109987.9,4.23,2023-12-30,2023-01-25
637cfdff-b450-4c1d-b3ab-0a3243878200,6606514c-195f-4e90-a8d9-10c741fd6c07,317494.51,5.09,2021-02-03,2016-02-09
d1456fc0-8525-4d1d-b1bd-9a0b6b212605,c98deb4e-9f0b-4185-944f-fccb1dbb4f39,65765.98,8.71,2024-03-20,2023-10-11
589f2016-643c-4bfe-af3b-79e9dca51a45,9773be96-16e8-482a-ac04-050c279f7c61,244824.52,4.95,2022-07-30,2024-06-25
97cb7e2e-a9b1-4f0b-bb75-a299d849d8e1,0259c1e0-7d57-44e3-acad-6ca3479a1869,443253.93,11.85,2023-07-22,2016-02-01
cc205db7-3c51-44c5-bdce-c68012a2e637,b75120bd-4291-4e3b-a8a5-5232a3eae74f,318557.63,9.22,2023-01-14,2008-06-28
3de54677-2d86-4f51-8fa8-eb3566beec09,12416490-28dd-460b-a3bf-ae6dccb1ee28,96148.94,14.14,2020-09-22,2014-02-18
23c22ec8-6bb9-4207-b9b2-0d489ebe71bc,37ac8c76-c827-4770-9e25-a887e2144479,130294.7,8.72,2023-06-04,2001-01-19
9c6d70f0-e055-4111-b64f-8e752c9186ed,bffa0a57-9a0c-48e7-8f4e-29065d9472e1,277613.92,7.68,2024-03-26,2000-03-29
9977a686-e83c-40b3-a8de-a9dcf55e131d,6cd4c2d1-fe4a-48ba-b75a-3bd18575bfda,263048.74,6.16,2021-10-17,2010-01-21
b6c9ad9b-1683-46a4-971d-d4fd53ae7014,cf54c3d9-8078-4294-bdb1-9568e9efdd6d,382038.8,12.64,2023-12-23,2017-08-28
93a0e2aa-85fb-4015-876a-b2e9faa87167,e5079d9d-b550-4b10-885a-e50fcb8ad9e4,61358.07,10.12,2022-01-16,2018-04-09
4d347605-8a6e-4bdc-bf33-c1d2241d65f4,17c23ae7-fda7-448d-a57c-1ccf9393ee90,44971.12,8.89,2021-12-24,2005-05-15
eaef7bb0-b8af-40dd-b01d-2fd3e7490be1,9e91f1eb-3706-422d-9811-f7badf2205e2,268712.32,5.81,2023-11-19,2023-12-27
4a7e79a9-27f6-4551-8b04-1dd0ca3c134d,9ed7f0c6-1c70-4e78-9e94-dffd09565be6,338344.18,4.84,2021-05-20,2006-06-29
c1b1a582-c647-45c3-acab-20e23ca7893d,d8369cb4-7d7f-4f1f-a42a-b84d2876b8d0,60034.24,10.75,2022-09-28,2014-07-19
702dee67-77cb-4393-8f35-b3a83099a3d8,6e1a0245-0cbc-4e53-9859-079843f0d1ee,487762.96,12.61,2023-04-27,2017-07-06
b3947f66-9cc4-4d52-9e14-847bbb423420,ec4712da-595c-4306-bc45-bde887a592fb,471980.22,11.43,2023-08-30,2019-09-01
d611a8d9-85c6-41da-bc8e-aa7fac787961,b03ee213-b655-48b7-9b36-fb1022b79704,458289.22,14.09,2024-05-30,2008-10-02
9a3aa3e3-ee8e-4691-bed5-99589c89c64d,0b4fc628-137b-4db1-a6c5-2b7d959fe4cd,105541.39,5.8,2024-03-08,2003-07-15
92309a6b-ba6c-4838-a62e-d436e61e8636,41e97d13-3f86-4db7-a15a-8357e228eec9,245769.17,8.35,2023-03-08,2021-02-06
e89ebc1d-5749-4161-8823-1f9132199e15,519ec91e-8873-4d72-a876-68f146461a3b,415906.44,5.02,2022-07-25,2006-02-03
5add1a98-9b36-44fb-a29a-c9e0845ec010,3c46d6c7-3231-45d4-a907-eb53bd64cc28,346426.18,3.88,2020-05-07,2020-05-02
acbfc045-83fb-47cc-95a6-b0142666e213,26abd74c-9cb0-49fa-bd43-348ea76d39d2,371236.95,3.92,2022-01-20,2014-03-06
b0b1611d-2776-4c6a-a0cc-8186540ef0df,a4a6ecce-4d99-44ba-809f-fdd5a0ae160a,200979.02,1.59,2023-09-13,2023-12-28
2811adc5-e0f0-4185-a72a-c21cbfadac12,e264fec4-8ebf-44ee-acb8-a8db222f4108,243763.8,11.71,2023-10-06,2014-09-10
f11f960f-9d4f-4420-a60a-71ef93a14692,73198785-97ba-4912-9a81-4bb64600bc08,422234.04,8.08,2020-06-29,2024-04-28
4b4b4fe7-6a48-4fb0-934b-da3debe492db,96f9db2e-7d76-4e8e-8245-318d800e2a6b,144167.94,11.52,2020-02-03,2021-03-16
8e04ff83-69cf-4b66-8304-096f65384c35,c7572065-5e28-4d97-a9c8-cb26ce6c1197,89286.84,11.44,2021-07-15,2024-03-07
618b7cbf-5d1f-42a8-a6b0-fb0a4e7af8b4,48ba676c-674d-46a9-9216-4b8e89b836e9,445708.05,7.48,2023-11-12,2007-07-22
36a57037-366f-4613-9e92-e244057b1633,e760fe39-f56c-4c25-9150-67e42ae7cf42,66753.49,9.22,2020-02-02,2000-09-10
cf866745-f3cf-4c80-8699-6beaeac43c47,f88b2200-4f37-40e5-8152-facb6586ec38,18679.02,13.12,2021-04-08,2013-08-05
cdff85f8-a1c9-48c6-b298-340b78ab9615,0dd580d1-26f7-40eb-a820-10e50b3f4a84,111659.24,8.06,2022-11-13,2004-12-18
ed68d66b-3eae-4fd4-a40e-eb237742eb64,6606514c-195f-4e90-a8d9-10c741fd6c07,138640.1,10.7,2024-03-11,2018-10-06
2a442bc3-f384-4b7b-99d1-7a4d4358f6e5,862f2a7c-bd87-4b74-ab7e-1c217eb1944c,312657.77,13.92,2020-05-25,2022-08-31
585a75bb-d3cd-4609-851c-5526b427ac65,a06cd3d3-c05f-4b02-89cf-fbd262d83f7b,445059.52,13.66,2021-08-20,2002-08-13
232a1715-03b0-4cb8-b833-90d9db5cdd6a,52e8aa17-04cd-49f5-ac80-cefbb9b9c7a7,117633.39,11.75,2022-08-22,2007-04-02
27c777cd-3e4a-4b4d-9cc0-9f8357441d07,b5186e92-7cf3-4384-834e-1ba1dff092f3,355215.05,10.54,2020-10-06,2022-11-30
90145883-ee3a-4cc1-8656-d85e51719cc4,4bacc692-51bb-43a1-9fac-dad173f44df8,334691.36,8.97,2022-05-24,2008-04-12
98aedb06-33a8-4415-86f9-6781cd9d4946,ec4712da-595c-4306-bc45-bde887a592fb,426359.42,5.89,2024-03-19,2004-08-24
2b2d94a4-1c51-4608-89ea-9b0adb7d577d,68ba3175-9d5e-4692-b42c-9194f1132d69,139337.92,5.95,2022-01-14,2018-05-22
365dd534-17db-408c-b49c-709121fe4da1,4a657f22-41e8-4168-a5c9-c80dfc61003b,362433.01,7.74,2021-04-24,2023-02-19
84147fd8-0177-4141-b15c-bf2cfd3ea4ff,7a227f5f-152a-47a5-9beb-4e00dff5a0ab,363471.39,9.95,2022-11-19,2013-06-19
91786218-ebed-4077-96d4-13f0db95f548,d3eb8440-e138-4e92-9f4e-f3a8890fe5a0,445390.04,9.59,2022-06-14,2013-12-08
7bf67f92-6792-480d-baf0-ff582d08c245,38e7aca7-1b3f-430a-895b-b9050b85c4ba,237544.49,8.1,2023-05-31,2000-09-13
763ba6e1-3b39-473a-815d-780794e58635,efbf7aeb-e0c0-41fd-88be-2517e09a443e,41665.51,5.52,2020-10-03,2011-09-20
dd4c781e-a888-489f-880f-122a69849b25,19a6e927-154a-41d8-9fcc-7dda0c16f48a,167389.22,2.62,2020-02-05,2003-03-08
e99a5a9c-b5f2-4754-847e-6ca1dd5998da,31ef463b-9c82-4bfe-a078-c6402e2ce0e4,161650.14,3.8,2024-03-16,2011-11-19
40aed9b5-20ae-4c70-9815-242624ba3c30,f7149c3b-4e78-41bf-a7b7-067eae4fdf42,163810.9,1.84,2023-10-01,2020-07-21
58e8b050-0176-4d6c-b2ab-61687957396d,2d11088d-3157-42da-93a5-5bcd9538b533,281874.9,1.42,2024-04-05,2023-10-21
8c90dd94-6081-4ee8-85c7-db3729fefbfa,f790dca9-d912-4ce0-bc45-a39887fabe4a,163334.34,8.96,2024-03-25,2014-03-29
658f52d1-ccda-46a3-b038-6a5e6f06b5f2,a491901a-cc65-47c1-8400-81423afa6a75,44279.3,6.11,2021-08-31,2005-08-21
2fb60e32-eea4-4271-ad8e-f75634f799a9,d4efb889-3b5f-4fee-b215-a7c214c2a245,31167.68,11.23,2023-07-11,2019-04-12
bf3fcd4c-1deb-4487-99f0-263c4eab20c0,b3520038-a7df-4aaf-9395-031d5010a567,47901.76,8.23,2021-04-22,2004-10-11
8cb0cc70-6878-46b8-b260-454e41ee8e78,b49a7528-f09b-4648-8d08-96813f6c8545,72591.66,7.76,2023-01-23,2007-10-20
